"code","iso","country","PAR.ind.1995","PAR.ind.1996","PAR.ind.1997","PAR.ind.1998","PAR.ind.1999","PAR.ind.2000","PAR.ind.2001","PAR.ind.2002","PAR.ind.2003","PAR.ind.2004","PAR.ind.2005","PAR.ind.2006","PAR.ind.2007","PAR.ind.2008","PAR.ind.2009","PAR.ind.2010","PAR.ind.2011","PAR.ind.2012","PAR.ind.2013","PAR.ind.2014","PAR.ind.2015","PAR.ind.2016","PAR.ind.2017","PAR.ind.2018","PAR.ind.2019","PAR.ind.2020","PAR.ind.2021","PAR.ind.2022"
40,"AUT","Austria",43.1078236680059,43.1078236680059,43.1078236680059,43.1078236680059,43.1078236680059,43.1078236680059,44.5400370262361,45.9722503844659,47.4044637426962,48.836677100926,50.2688904591562,52.3071972752878,54.3455040914198,56.3838109075513,58.4221177236833,60.4604245398149,60.4604245398149,62.3096972436629,62.3096972436629,63.4918469088343,63.4918469088343,63.6548073504581,65.315660774458,66.9765141984579,68.6373676224579,70.2982210464578,70.2982210464578,70.2982210464578
31,"AZE","Azerbaijan",5.2493314097204,5.2493314097204,5.2493314097204,5.2493314097204,5.2493314097204,5.2493314097204,5.71711502818611,6.18489864665184,6.65268226511755,7.12046588358329,7.58824950204899,8.28916564153604,8.9900817810231,9.69099792051015,10.3919140599972,11.0928301994842,11.0928301994842,11.5770196962561,11.5770196962561,11.7444331961016,11.7444331961016,11.5947483596856,11.3960798828312,11.1974114059769,10.9987429291226,10.8000744522682,10.8000744522682,10.8000744522682
44,"BHS","Bahamas",22.2251653527964,22.2251653527964,22.2251653527964,22.2251653527964,22.2251653527964,22.2251653527964,23.9887435474888,25.7523217421812,27.5158999368737,29.2794781315658,31.0430563262583,34.9911329701857,38.9392096141131,42.8872862580404,46.8353629019678,50.7834395458952,50.7834395458952,51.3845427133499,51.3845427133499,51.645518189826,51.645518189826,51.6459957295815,55.8332433847409,60.0204910399002,64.2077386950592,68.3949863502185,68.3949863502185,68.3949863502185
48,"BHR","Bahrain",0,0,0,0,0,0,0.0578343622699153,0.17857312639581,0.29931189052167,0.420050654647563,0.540789418773422,0.692014320901517,0.843239223029615,0.994464125157746,1.14568902728584,1.29691392941394,1.29691392941394,1.92773200816558,1.92773200816558,1.95393700225821,1.95393700225821,1.95133441058978,1.95133441058978,1.95133441058978,1.95133441058978,1.95133441058978,1.95133441058978,1.95133441058978
50,"BGD","Bangladesh",2.34562704835602,2.34562704835602,2.34562704835602,2.34562704835602,2.34562704835602,2.34562704835602,1.65469674269986,0.963766437043734,0.272836131387571,0,0,0,1.09563235501655,2.19796077248721,3.30028918995783,4.40261760742848,4.40261760742848,4.48998350572909,4.48998350572909,4.56935061312213,4.56935061312213,4.64301112043484,3.67873001491943,2.71444890940398,1.75016780388857,0.785886698373161,0.785886698373161,0.785886698373161
52,"BRB","Barbados",35.4648953863926,35.4648953863926,35.4648953863926,35.4648953863926,35.4648953863926,35.4648953863926,36.2581175729528,37.0513397595126,37.8445619460728,38.6377841326327,39.4310063191929,41.4591415385286,43.4872767578647,45.5154119772004,47.5435471965365,49.5716824158722,49.5716824158722,50.3013631625422,50.3013631625422,50.4084514527521,50.4084514527521,50.4088096075689,50.4088096075689,50.4088096075689,50.4088096075689,50.4088096075689,50.4088096075689,50.4088096075689
112,"BLR","Belarus",21.6650947888479,21.6650947888479,21.6650947888479,21.6650947888479,21.6650947888479,21.6650947888479,22.0471242056884,22.429153622529,22.8111830393695,23.19321245621,23.5752418730505,24.2387141202952,24.90218636754,25.5656586147845,26.2291308620294,26.8926031092739,26.8926031092739,27.4089429700963,27.4089429700963,27.5494590432037,27.5494590432037,27.4492950794509,27.4056897305109,27.3620843815709,27.3184790326309,27.2748736836909,27.2748736836909,27.2748736836909
56,"BEL","Belgium",38.2627053069361,38.2627053069361,38.2627053069361,38.2627053069361,38.2627053069361,38.2627053069361,39.5946591934623,40.9266130799888,42.258566966515,43.5905208530415,44.9224747395677,46.8688312757444,48.815187811921,50.7615443480977,52.7079008842743,54.654257420451,54.654257420451,55.624021279286,55.624021279286,56.1833397181195,56.1833397181195,56.1329592738957,57.2028274040143,58.2726955341329,59.3425636642511,60.4124317943696,60.4124317943696,60.4124317943696
84,"BLZ","Belize",85.5311423277683,85.5311423277683,85.5311423277683,85.5311423277683,85.5311423277683,85.5311423277683,86.3006976440373,87.070252960306,87.839808276575,88.6093635928436,89.3789189091126,90.7975940152694,92.2162691214259,93.6349442275827,95.0536193337393,96.4722944398961,96.4722944398961,98.4567108946001,98.4567108946001,98.6484431065032,98.6484431065032,98.6490400311979,98.1836178468239,97.71819566245,97.2527734780761,96.7873512937022,96.7873512937022,96.7873512937022
204,"BEN","Benin",43.6260736878512,43.6260736878512,43.6260736878512,43.6260736878512,43.6260736878512,43.6260736878512,40.5284810225869,37.4308883573223,34.333295692058,31.2357030267933,28.138110361529,31.616612612907,35.0951148642851,38.5736171156627,42.0521193670407,45.5306216184187,45.5306216184187,45.8662126817187,45.8662126817187,45.9102657241797,45.9102657241797,45.9536024570071,48.0044267839843,50.0552511109619,52.1060754379391,54.1568997649163,54.1568997649163,54.1568997649163
60,"BMU","Bermuda",5.77072125345933,5.77072125345933,5.77072125345933,5.77072125345933,5.77072125345933,5.77072125345933,5.64934497375965,5.52796869405993,5.40659241436024,5.28521613466052,5.16383985496084,5.54429577830644,5.92475170165203,6.3052076249976,6.68566354834319,7.06611947168879,7.06611947168879,7.14939046658447,7.14939046658447,7.2312646576948,7.2312646576948,9.80438018469984,9.80438018469984,9.80438018469984,9.80438018469984,9.80438018469984,9.80438018469984,9.80438018469984
64,"BTN","Bhutan",36.8669759860395,36.8669759860395,36.8669759860395,36.8669759860395,36.8669759860395,36.8669759860395,35.4664736552848,34.0659713245305,32.6654689937758,31.2649666630215,29.8644643322669,34.0102710874287,38.1560778425905,42.3018845977523,46.4476913529141,50.5934981080759,50.5934981080759,50.7746050604151,50.7746050604151,50.8603234465589,50.8603234465589,50.6324175981632,47.4067559335234,44.1810942688833,40.9554326042435,37.7297709396037,37.7297709396037,37.7297709396037
68,"BOL","Bolivia",33.5583417888512,33.5583417888512,33.5583417888512,33.5583417888512,33.5583417888512,33.5583417888512,34.6656370973208,35.7729324057899,36.8802277142594,37.9875230227286,39.0948183311981,41.1850337187717,43.2752491063454,45.3654644939186,47.4556798814922,49.5458952690658,49.5458952690658,50.3164056648459,50.3164056648459,50.4483260223508,50.4483260223508,50.4489229470455,53.5825089775445,56.7160950080434,59.8496810385424,62.9832670690413,62.9832670690413,62.9832670690413
70,"BIH","Bosnia and Herzegovina",20.1084345702891,20.1084345702891,20.1084345702891,20.1084345702891,20.1084345702891,20.1084345702891,21.6170638402222,23.1256931101553,24.6343223800883,26.1429516500213,27.6515809199545,29.0601465094836,30.4687120990127,31.8772776885418,33.2858432780709,34.6944088676,34.6944088676,36.1353850803466,36.1353850803466,41.4609084356248,41.4609084356248,41.8113032313506,43.058129687181,44.3049561430115,45.5517825988419,46.7986090546724,46.7986090546724,46.7986090546724
72,"BWA","Botswana",51.9599781189374,51.9599781189374,51.9599781189374,51.9599781189374,51.9599781189374,51.9599781189374,53.0928218043354,54.2256654897333,55.3585091751313,56.4913528605293,57.6241965459272,59.5013336945188,61.3784708431108,63.2556079917023,65.1327451402942,67.0098822888858,67.0098822888858,69.9900885191092,69.9900885191092,70.1784779527226,70.1784779527226,70.6564952481522,70.835811426408,71.0151276046637,71.1944437829191,71.3737599611749,71.3737599611749,71.3737599611749
76,"BRA","Brazil",22.0687591443193,22.0687591443193,22.0687591443193,22.0687591443193,22.0687591443193,22.0687591443193,23.985412707693,25.9020662710667,27.8187198344405,29.735373397814,31.6520269611878,35.4335401260349,39.2150532908819,42.9965664557289,46.7780796205759,50.559592785423,50.559592785423,51.4613072290748,51.4613072290748,51.7363701283431,51.7363701283431,51.7368476680986,51.7368476680986,51.7368476680986,51.7368476680986,51.7368476680986,51.7368476680986,51.7368476680986
92,"VGB","British Virgin Islands",24.8679300531665,24.8679300531665,24.8679300531665,24.8679300531665,24.8679300531665,24.8679300531665,25.4924135670591,26.1168970809519,26.7413805948444,27.3658641087373,27.9903476226298,29.6877865611613,31.3852254996928,33.0826644382243,34.7801033767558,36.4775423152873,36.4775423152873,36.8927631328459,36.8927631328459,36.9723928871044,36.9723928871044,36.9728704268604,36.9728704268604,36.9728704268604,36.9728704268604,36.9728704268604,36.9728704268604,36.9728704268604
96,"BRN","Brunei Darussalam",9.34322004264533,9.34322004264533,9.34322004264533,9.34322004264533,9.34322004264533,9.34322004264533,8.36866168466311,7.3941033266809,6.41954496869866,5.44498661071644,4.47042825273423,5.91845056457593,7.36647287641759,8.81449518825928,10.2625175001009,11.7105398119426,11.7105398119426,11.8163984372817,11.8163984372817,11.9323212129716,11.9323212129716,12.5960537193831,14.7139186588101,16.8317835982371,18.9496485376641,21.0675134770912,21.0675134770912,21.0675134770912
100,"BGR","Bulgaria",10.7907624270326,10.7907624270326,10.7907624270326,10.7907624270326,10.7907624270326,10.7907624270326,12.5811162758256,14.3714701246186,16.1618239734117,17.9521778222046,19.7425316709977,22.742195258566,25.7418588461345,28.7415224337029,31.741186021271,34.7408496088394,34.7408496088394,36.0127767480774,36.0127767480774,36.9818242972792,36.9818242972792,36.9641553263191,38.2054005362552,39.4466457461913,40.6878909561271,41.9291361660632,41.9291361660632,41.9291361660632
854,"BFA","Burkina Faso",31.998100022125,31.998100022125,31.998100022125,31.998100022125,31.998100022125,31.998100022125,30.0260160316115,28.0539320410977,26.0818480505842,24.1097640600705,22.1376800695569,24.6165531257797,27.0954261820026,29.5742992382252,32.0531722944483,34.5320453506709,34.5320453506709,34.9987210769035,34.9987210769035,35.0239112990152,35.0239112990152,35.0677255715981,37.408058375453,39.7483911793079,42.0887239831624,44.4290567870173,44.4290567870173,44.4290567870173
108,"BDI","Burundi",22.5235918846111,22.5235918846111,22.5235918846111,22.5235918846111,22.5235918846111,22.5235918846111,22.5421347533239,22.5606776220367,22.5792204907496,22.5977633594624,22.6163062281752,23.0653679005198,23.5144295728643,23.9634912452088,24.4125529175533,24.8616145898979,24.8616145898979,25.1603753995413,25.1603753995413,25.1990919352326,25.1990919352326,25.2438971028087,25.3715494487474,25.4992017946858,25.6268541406246,25.7545064865634,25.7545064865634,25.7545064865634
132,"CPV","Cabo Verde",0.0169879992683518,0.0169879992683518,0.0169879992683518,0.0169879992683518,0.0169879992683518,0.0169879992683518,0,0,0,0,0,0,0.305023265999544,0.619958347167835,0.934893428336163,1.24982850950449,1.24982850950449,1.97783786702969,1.97783786702969,2.01143278884137,2.01143278884137,2.05564103172292,2.05564103172292,2.05564103172292,2.05564103172292,2.05564103172292,2.05564103172292,2.05564103172292
116,"KHM","Cambodia",23.460715901146,23.460715901146,23.460715901146,23.460715901146,23.460715901146,23.460715901146,21.1317425742293,18.8027692473127,16.473795920396,14.1448225934793,11.8158492665627,15.5702644379739,19.3246796093852,23.0790947807965,26.8335099522077,30.587925123619,30.587925123619,30.8715837384895,30.8715837384895,31.0931621851224,31.0931621851224,30.9900135978968,37.7203693756639,44.450725153431,51.1810809311981,57.9114367089652,57.9114367089652,57.9114367089652
120,"CMR","Cameroon",22.4072273846472,22.4072273846472,22.4072273846472,22.4072273846472,22.4072273846472,22.4072273846472,22.0338605389746,21.660493693302,21.2871268476294,20.9137600019567,20.5403931562841,21.8097439685404,23.0790947807965,24.3484455930527,25.6177964053089,26.8871472175651,26.8871472175651,27.2048305400273,27.2048305400273,27.3236901852147,27.3236901852147,27.3680775055045,27.8760992207081,28.3841209359114,28.892142651115,29.4001643663187,29.4001643663187,29.4001643663187
124,"CAN","Canada",21.5399435573796,21.5399435573796,21.5399435573796,21.5399435573796,21.5399435573796,21.5399435573796,21.8548261091748,22.16970866097,22.4845912127652,22.7994737645604,23.1143563163556,23.5686565998198,24.0229568832841,24.4772571667483,24.9315574502125,25.3858577336768,25.3858577336768,26.4206863842226,26.4206863842226,27.7521746694873,27.7521746694873,28.7333994824585,28.6202822528333,28.5071650232078,28.3940477935826,28.2809305639574,28.2809305639574,28.2809305639574
136,"CYM","Cayman Islands",31.3498398037974,31.3498398037974,31.3498398037974,31.3498398037974,31.3498398037974,31.3498398037974,32.9053778039303,34.4609158040632,36.0164538041962,37.5719918043291,39.1275298044621,40.7031961052967,42.2788624061313,43.8545287069659,45.4301950078005,47.0058613086351,47.0058613086351,50.4750682486687,50.4750682486687,55.0838044306798,55.0838044306798,55.0842819704353,55.0842819704353,55.0842819704353,55.0842819704353,55.0842819704353,55.0842819704353,55.0842819704353
140,"CAF","Central African Republic",31.7198137295059,31.7198137295059,31.7198137295059,31.7198137295059,31.7198137295059,31.7198137295059,30.2247847918146,28.7297558541229,27.2347269164315,25.7396979787398,24.2446690410484,26.1085974399981,27.972525838948,29.8364542378977,31.7003826368476,33.5643110357973,33.5643110357973,33.8970368605632,33.8970368605632,33.9704585979981,33.9704585979981,34.0161830296037,33.941209287963,33.8662355463219,33.7912618046812,33.7162880630404,33.7162880630404,33.7162880630404
148,"TCD","Chad",12.6907498529333,12.6907498529333,12.6907498529333,12.6907498529333,12.6907498529333,12.6907498529333,12.6209096636659,12.5510694743986,12.4812292851312,12.4113890958639,12.3415489065965,12.8919182504085,13.4422875942205,13.9926569380325,14.5430262818445,15.0933956256565,15.0933956256565,19.1184349643072,19.1184349643072,19.1449026052654,19.1449026052654,19.1680394064278,21.2714826452335,23.3749258840391,25.4783691228448,27.5818123616505,27.5818123616505,27.5818123616505
152,"CHL","Chile",20.9444872975356,20.9444872975356,20.9444872975356,20.9444872975356,20.9444872975356,20.9444872975356,21.6446107210283,22.3447341445209,23.0448575680135,23.7449809915061,24.4451044149988,25.7739757824022,27.1028471498058,28.4317185172093,29.7605898846125,31.089461252016,31.089461252016,31.770791098424,31.770791098424,31.8906535770983,31.8906535770983,31.8914892716706,31.936706317286,31.9819233629014,32.0271404085168,32.0723574541322,32.0723574541322,32.0723574541322
156,"CHN","China",17.5015331055701,17.5015331055701,17.5015331055701,17.5015331055701,17.5015331055701,17.5015331055701,17.6300414415208,17.7585497774715,17.8870581134222,18.0155664493728,18.1440747853235,18.4014663259331,18.6588578665427,18.9162494071523,19.1736409477619,19.4310324883715,19.4310324883715,20.0760931903361,20.0760931903361,20.2112966336613,20.2112966336613,20.1562004843504,15.6304368348877,11.1046731854249,6.57890953596223,2.05314588649951,2.05314588649951,2.05314588649951
170,"COL","Colombia",29.9524390937558,29.9524390937558,29.9524390937558,29.9524390937558,29.9524390937558,29.9524390937558,31.2578417698666,32.5632444459775,33.8686471220883,35.1740497981991,36.4794524743099,38.8709954477138,41.2625384211177,43.6540813945215,46.0456243679254,48.4371673413293,48.4371673413293,51.8585009208567,51.8585009208567,52.2176108171235,52.2176108171235,52.2182077418182,54.3486021305847,56.4789965193512,58.6093909081177,60.7397852968842,60.7397852968842,60.7397852968842
174,"COM","Comoros",11.0553672056516,11.0553672056516,11.0553672056516,11.0553672056516,11.0553672056516,11.0553672056516,11.1490509549198,11.2427347041879,11.3364184534561,11.4301022027242,11.5237859519924,11.9282000448801,12.3326141377679,12.7370282306557,13.1414423235434,13.5458564164312,13.5458564164312,13.9506071748467,13.9506071748467,13.9907921452867,13.9907921452867,14.0338542927546,14.0338542927546,14.0338542927546,14.0338542927546,14.0338542927546,14.0338542927546,14.0338542927546
184,"COK","Cook Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,"CRI","Costa Rica",44.1111346946771,44.1111346946771,44.1111346946771,44.1111346946771,44.1111346946771,44.1111346946771,44.7341569369173,45.3571791791578,45.9802014213979,46.6032236636384,47.2262459058786,48.6962326587824,50.1662194116865,51.6362061645903,53.1061929174945,54.5761796703983,54.5761796703983,55.9565083341744,55.9565083341744,56.1460916171769,56.1460916171769,56.1466885418716,58.7689488789823,61.3912092160931,64.0134695532042,66.635729890315,66.635729890315,66.635729890315
