"code","iso","country","FSS.ind.1995","FSS.ind.1996","FSS.ind.1997","FSS.ind.1998","FSS.ind.1999","FSS.ind.2000","FSS.ind.2001","FSS.ind.2002","FSS.ind.2003","FSS.ind.2004","FSS.ind.2005","FSS.ind.2006","FSS.ind.2007","FSS.ind.2008","FSS.ind.2009","FSS.ind.2010","FSS.ind.2011","FSS.ind.2012","FSS.ind.2013","FSS.ind.2014","FSS.ind.2015","FSS.ind.2016","FSS.ind.2017","FSS.ind.2018","FSS.ind.2019","FSS.ind.2020","FSS.ind.2021","FSS.ind.2022"
300,"GRC","Greece",52.4130108287365,39.8045805516292,35.5759768347349,29.8618998425535,27.1692986950971,24.599306723892,22.718510902459,21.6142915270245,21.457133479982,19.9969597808026,20.3791457760922,22.4564939713697,25.3060263890375,22.8437245963342,16.4635100370948,9.02229900644382,4.77944275029741,1.47109833506008,1.53447042869472,2.61702363237323,3.79499317264779,3.65023378911619,3.74826705452406,4.45278968453658,4.45278968453658,4.45278968453658,4.45278968453658,4.45278968453658
304,"GRL","Greenland",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
308,"GRD","Grenada",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
320,"GTM","Guatemala",53.7901115935497,37.9278465127564,40.5339022447446,37.9124536041811,41.3949665215583,25.5332280790865,19.4551114128615,27.4321081881254,31.8245749319984,28.4183763984522,21.186372960201,20.7812926710997,19.7045394898511,21.3579110632446,19.2083621191714,18.616123504559,17.8966679913909,21.305568105743,25.8405251587802,28.9434716487138,37.3650672150568,40.4478260508925,48.2258805818295,50.6650611824816,50.6650611824816,50.6650611824816,50.6650611824816,50.6650611824816
831,"GGY","Guernsey",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
324,"GIN","Guinea",41.3234532051813,41.6108517905737,43.3175454022381,45.5441597842552,46.3296444619043,51.1801025015064,48.1777192780825,46.0867736214895,43.4934382353539,46.5526863517163,48.7624270175178,48.71312899592,50.9618341467056,52.6517480497284,58.0275641333592,55.3794078190709,58.5883266403076,56.8400446438916,59.5939642635303,58.06452548961,57.9906621420305,60.8535245371857,56.1831703849818,43.4150973531093,43.4150973531093,43.4150973531093,43.4150973531093,43.4150973531093
624,"GNB","Guinea-Bissau",48.5903447396677,48.2499991448743,49.6170941461582,50.638270943538,51.5671338323318,53.3641245178678,56.3199076443583,59.7925062731414,54.0061040172512,50.1351031897038,46.0648212318901,46.0428897969684,45.9117390055227,46.9141192056574,49.0354732852084,45.3944964628441,44.5164293846453,44.9931142252137,49.7455056179114,55.8112856238415,60.5218080289687,64.9581619945149,69.0463423027764,72.8670293996347,72.8670293996347,72.8670293996347,72.8670293996347,72.8670293996347
328,"GUY","Guyana",83.0767019903998,90.3887295663379,93.9779946440943,93.6275168102988,81.7946809736639,66.7759290539414,65.5141173500823,64.6112505885983,67.3228471329362,64.0764713706164,64.2210901521802,56.6305747163871,48.4925876008999,45.7164059264894,47.0969903923402,45.8464432862052,45.8030156722763,43.2010271804097,34.5940946691423,24.904474087698,18.1491777883728,17.9740681512964,17.9805299497936,18.6759973260655,18.6759973260655,18.6759973260655,18.6759973260655,18.6759973260655
332,"HTI","Haiti",67.9968115993491,55.5445553472975,47.0282430140491,47.7487511009861,56.6305747163871,70.0212904827101,95.6248737018137,95.6248737018137,100,100,100,100,100,85.0248315259461,68.0538779792217,100,54.1304460903325,49.797071837308,51.290019215676,53.0646121910112,55.1827850651587,55.0851011115,54.5392690791156,53.1540566343521,53.1540566343521,53.1540566343521,53.1540566343521,53.1540566343521
336,"VAT","Holy See",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
340,"HND","Honduras",100,26.6649393867168,23.4408381740399,24.8259877626179,23.9798835230007,25.0446707970094,26.3371935088068,32.6784680213402,40.672298444817,54.3496772140683,38.1755460032836,26.3371935088068,23.3671880419312,14.0190113189531,18.437432561526,21.5458297061236,23.7710590468383,23.342690369261,24.5835087202268,27.3931352294976,32.9992738610248,37.155667652154,38.552175442328,40.0728755689667,40.0728755689667,40.0728755689667,40.0728755689667,40.0728755689667
344,"HKG","Hong Kong",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
348,"HUN","Hungary",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
352,"ISL","Iceland",27.2959910811365,29.1737416311615,26.9687399360995,23.8627080692311,22.69887254555,24.3776870928036,26.495800516531,18.2601206517098,10.7493954920687,8.15154975797924,7.61024637164735,6.65507554945866,2.76419022246324,4.25453512265197,6.74605092446916,8.83576697261881,13.1438687231766,16.9567246089408,14.6699681110408,13.7432750465075,11.2742911543237,12.2202263809979,14.2650868950967,24.2245219052069,24.2245219052069,24.2245219052069,24.2245219052069,24.2245219052069
356,"IND","India",100,100,100,100,96.2075855016286,73.1755103860578,61.7996915052373,54.1306321747096,59.5554946433857,56.8594153128742,62.3984009172354,62.2451645135238,74.8116773012342,81.7200552815419,85.4789094175149,87.8050655322817,88.7166996125914,90.9277899033259,92.4192949221231,68.0522010604111,57.1520877970602,47.992663358892,49.7547509168978,53.9542022198986,53.9542022198986,53.9542022198986,53.9542022198986,53.9542022198986
360,"IDN","Indonesia",57.7131720806584,58.2880422521151,57.0062170606818,54.5523726057355,51.9467435446386,48.880864110128,47.4200655897404,47.2226148801856,47.6352072342783,46.788062694557,46.849859024203,47.7133930753814,40.7300201136957,33.6017192479564,27.6566047505339,28.1773804896085,29.0293913692639,29.7489735215931,29.2577580649924,29.2113384676732,30.7711345979578,30.6802062639972,33.2264591374452,35.3589394010416,35.3589394010416,35.3589394010416,35.3589394010416,35.3589394010416
364,"IRN","Iran",80.2184705496682,79.6156073029881,78.323757004819,76.4416502767004,74.6186083780311,61.0508444318721,34.8095883595335,21.7875229041765,14.7215785485946,14.2095800921973,14.1222302956126,15.4024587925568,17.4441288494048,18.1409947320294,17.6043384641987,20.2124597625149,24.7499074312273,27.9645803908904,29.1719422455188,29.4658793314573,32.35940922327,36.5317039024647,38.909714741042,38.691179876851,38.691179876851,38.691179876851,38.691179876851,38.691179876851
368,"IRQ","Iraq",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
372,"IRL","Ireland",28.6639858449375,28.520394780022,26.3371935088068,19.0588651386524,15.2249745006023,12.285704033705,12.0998326326662,14.5027140994418,15.8172362170997,19.3245524600618,22.2353549461881,25.0622556895951,25.354366576134,17.0744656980238,10.1671259050716,4.06683643198369,7.17812388279968,13.2593479134633,16.4977608234281,16.3769032499347,15.9529214806568,17.5325365923542,21.3878749515583,25.9316944227588,25.9316944227588,25.9316944227588,25.9316944227588,25.9316944227588
833,"IMN","Isle of Man",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
376,"ISR","Israel",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
380,"ITA","Italy",13.8182836469661,14.5553949821759,12.7170082318312,14.0731080172684,12.1162110219229,10.9412427459811,8.58949878529987,7.03606049816258,5.53187721911311,5.91873541578425,5.68533197105643,6.52527895934153,6.11027927335238,5.62470955499184,4.6242584198111,5.49154531450021,5.34499986837493,6.05092035151497,6.15801310441704,8.2316804485456,9.85361188774304,9.52034156564811,9.36046761866261,9.11279291114633,9.11279291114633,9.11279291114633,9.11279291114633,9.11279291114633
388,"JAM","Jamaica",17.948239115504,19.1470866443666,21.0530134393809,19.5725595280003,16.7414000769534,16.05967172944,10.8013487118124,9.31827181535213,6.27531133007056,7.01313793962004,6.02045755655973,6.72624300279305,7.69682861185284,10.8961111442756,12.6671474361407,15.2479150981309,15.588976860151,16.1430439679384,14.8102825838395,16.0656168666934,15.8054752800141,18.0387680630456,18.8163126933272,19.6558270446425,19.6558270446425,19.6558270446425,19.6558270446425,19.6558270446425
392,"JPN","Japan",14.6410166245542,20.4440283313592,20.5922646127541,18.0652378330553,15.4504348190249,16.0119954434022,16.8337124275051,19.2309690703181,20.5610366551246,21.0348061297824,18.3073010006647,19.17488600158,19.1321794272625,18.7765921648561,14.595338986436,13.400473117998,13.1328361690614,13.9514747490129,15.0897280588927,11.7989649519968,9.34699079049402,5.11101342306628,5.25563677072081,5.60656338757516,5.60656338757516,5.60656338757516,5.60656338757516,5.60656338757516
832,"JEY","Jersey",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
400,"JOR","Jordan",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
398,"KAZ","Kazakhstan",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
404,"KEN","Kenya",8.25289237007551,10.9864989248686,15.065028490492,17.507198912589,17.570595581417,15.6648116224919,13.8348199428297,13.9809686648926,12.4121494990054,14.3477012675577,14.7203826611847,18.9103346134217,22.706809929517,24.0218771474357,23.7544347947975,31.0811542156049,37.59156213184,42.2523577034478,36.4374427127672,35.8532649923613,37.5006960544872,33.8859305444343,31.6598837228859,28.8395615647418,28.8395615647418,28.8395615647418,28.8395615647418,28.8395615647418
296,"KIR","Kiribati",72.4478435314693,75.1607748374991,81.3641791459388,79.9279427286661,62.9327721838738,62.8320215427749,65.4578334188977,69.4384633716964,61.2322415258124,45.4045514826169,49.5100592665946,49.2790680184549,48.5876574609036,56.0590390174644,66.3618230496748,61.5946257462074,62.2393319457925,55.8624026972252,66.1505450812376,63.1064593517353,56.9015039751322,57.238862222874,43.3182523335681,39.08643419012,39.08643419012,39.08643419012,39.08643419012,39.08643419012
689,"XKX","Kosovo",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
414,"KWT","Kuwait",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
417,"KGZ","Kyrgyzstan",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
418,"LAO","Laos",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
428,"LVA","Latvia",42.7028335783514,44.1299716072182,44.6604632700059,43.7896188309735,42.7028335783514,43.9091684662265,47.9146216912628,49.9264960083316,55.4123424956357,57.9906621420305,58.3998809920845,58.6641398151938,58.8930919691573,61.3175986464782,57.1578744271343,53.4850313178282,26.3371935088068,14.5527625848781,6.67087149944662,8.6326559321449,10.6036107805309,12.5341953634447,21.9801199496714,61.9221276116559,61.9221276116559,61.9221276116559,61.9221276116559,61.9221276116559
422,"LBN","Lebanon",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
426,"LSO","Lesotho",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
430,"LBR","Liberia",38.9833969619462,38.854781718304,37.6371302886377,39.4557571712567,39.2917750219278,38.4889735616594,38.838755318209,42.1041406666611,44.5369504540824,45.7380277740329,43.8293996322076,42.0672353262973,41.8835926264922,38.3004044136475,33.4130093795479,24.005070486107,22.7385869150641,22.4227776481347,27.4711473678347,29.2263991479739,28.8188358226205,28.4795330524982,28.7258006546278,30.9898954439491,30.9898954439491,30.9898954439491,30.9898954439491,30.9898954439491
434,"LBY","Libya",92.1133437249536,92.9422034398627,92.9422034398627,94.3339017025811,95.6248737018137,98.8802489875177,96.3965044769823,100,100,74.3211501290335,62.587989829852,57.8803104582385,52.7689541382051,34.8620177149768,25.0446707970094,19.0588651386524,18.5232954779426,17.3054971632198,10.3611269714005,3.6959775379773,2.63789732479586,8.34193533185467,18.7493889689036,31.1727769109802,31.1727769109802,31.1727769109802,31.1727769109802,31.1727769109802
438,"LIE","Liechtenstein",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
440,"LTU","Lithuania",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
442,"LUX","Luxembourg",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
446,"MAC","Macao",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
450,"MDG","Madagascar",100,100,91.9511004982602,79.9006653616684,76.6078928963455,77.2809417102462,73.1505841624773,69.5286454157654,66.5607558092266,66.0838597860743,65.8750423892392,66.0314772426011,70.2716317334542,74.1715261418531,78.3289920191838,79.6153833225067,76.1970345520686,73.4376822003084,61.4887042482931,55.6775334202052,45.0980631639579,43.7697542297463,44.4345279044286,51.847631638597,51.847631638597,51.847631638597,51.847631638597,51.847631638597
454,"MWI","Malawi",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
458,"MYS","Malaysia",52.8563890242877,53.317619951475,53.0206483551536,53.5684265127433,53.2394029751909,50.9541282179277,48.0298692649993,46.9908034071317,48.2385478710216,50.7734960158857,51.6990250732294,48.1200896123946,39.1955212449348,33.4818445428131,29.4147382350716,27.8870854772082,26.9090890866261,27.5610066385519,28.7124400312806,27.0903388079927,26.0595226122178,25.345870912476,27.076912852668,27.6383603012898,27.6383603012898,27.6383603012898,27.6383603012898,27.6383603012898
462,"MDV","Maldives",44.2918990959563,41.3234532051813,41.2877798454627,41.3056096017519,44.9931142252137,45.437158024239,46.5526863517163,46.3740799573475,57.2648022864448,70.0836205380235,92.9422034398627,94.513944270025,56.7350709627918,41.7923188004454,28.5510888372862,19.7673219175255,15.4901845074881,9.88370437273102,7.76715876143021,3.17780677535143,3.37203712950152,3.6162924620797,6.09353524090173,13.4071658923382,13.4071658923382,13.4071658923382,13.4071658923382,13.4071658923382
466,"MLI","Mali",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
470,"MLT","Malta",19.242474796027,19.4482213615242,18.5962001871002,16.6192575006992,15.270878624149,13.396575868527,15.5482461974508,17.8259461756772,21.5835985803393,23.9379665121699,23.8710579552219,21.6820892110369,16.6253492324656,16.9320137095378,22.6433875048497,31.2302271940081,32.4954050965356,31.789184442516,31.0012829870797,36.0368889394716,37.8203120932857,39.1939445883079,36.6549326565549,32.5075640175021,32.5075640175021,32.5075640175021,32.5075640175021,32.5075640175021
584,"MHL","Marshall Islands",90.8463875560267,75.0067844898718,84.6688206027737,80.8780302531522,66.5607558092266,62.453264634704,50.1875522791836,51.7069546816607,34.4480579461159,30.9216884566257,29.6413229708011,30.9671372759153,35.0242841452074,49.6940548738523,61.7477758893933,61.7912399385937,60.8117971153788,65.3611541236399,81.7946809736639,27.3445118130447,34.1587400370194,16.2386984554315,35.1467404929886,80.7784014785836,80.7784014785836,80.7784014785836,80.7784014785836,80.7784014785836
478,"MRT","Mauritania",43.1429889133846,44.2107926981036,57.7339945422381,57.2648022864448,50.4781822150466,52.274905623993,57.5886045169922,66.2945924691891,69.3465932295078,66.4006880858752,60.7285689366826,60.8953278804951,54.1616370387909,52.8867611991091,51.4281587337022,59.3579566080418,52.7102763558771,40.4306494417703,32.9372315537247,26.6178313325952,30.0310964664467,30.729527723217,36.6258147699862,34.093490973114,34.093490973114,34.093490973114,34.093490973114,34.093490973114
480,"MUS","Mauritius",63.4133650599506,67.0477607604611,68.6911450454235,57.1934617823788,50.8534726563033,43.9091684662265,47.1889747235489,52.6225397126142,49.7455056179114,37.6523397800342,28.2965492952375,21.5987235315295,17.2866780939876,14.0571170678059,13.5826097105568,11.1443383643327,8.3504336394913,7.77544706826568,11.860921376066,10.0844814427066,9.46502156785498,9.31827181535213,7.57323934628644,1.79512078730494,1.79512078730494,1.79512078730494,1.79512078730494,1.79512078730494
484,"MEX","Mexico",36.3072115247459,41.1824808907867,37.7064343032182,29.0942469118192,25.6906325479976,27.8788587764251,31.9976175827935,34.888982660641,32.2977233447677,29.1868414416735,28.7384648723338,28.0450198731404,28.6388887357964,28.0339015458213,30.0398690410455,34.6225812217737,28.5028903212356,25.5390104435164,18.8315144630829,23.5616068585934,30.5923900391916,45.7228408398441,46.1054454818592,34.5306394746904,34.5306394746904,34.5306394746904,34.5306394746904,34.5306394746904
583,"FSM","Micronesia",45.0560260442869,34.0674431439229,21.4704777097165,28.2358771334051,44.2715956387823,50.4781822150466,34.1718121155758,34.2241749310363,36.7864217487051,51.290019215676,38.9350818343227,42.4577300530387,40.3107713942425,52.7102763558771,54.4442775864765,55.8112856238415,44.2513101078192,36.5531810924588,16.6497323239192,8.3334401664367,0,3.41656617480244,0.110731864822313,0,0,0,0,0
498,"MDA","Moldova",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
492,"MCO","Monaco",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
496,"MNG","Mongolia",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
499,"MNE","Montenegro",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
504,"MAR","Morocco",49.8640818197545,49.3487998077851,45.5846022887241,43.6225512495122,43.959719563845,48.7952322871763,51.225790914798,50.2337909437663,48.2978171165887,49.9014006639753,50.699190815905,47.3196952549501,46.0822440043342,49.7356624120172,57.2366990772185,54.3171915245169,50.590099572985,50.540501799544,55.0405507413221,54.4122947202954,52.2324433482096,51.2892237294316,50.9220196447954,45.8623202733537,45.8623202733537,45.8623202733537,45.8623202733537,45.8623202733537
508,"MOZ","Mozambique",72.6566365110237,65.463016371998,55.9121132476337,43.6311808468407,37.155667652154,34.3160980001101,35.545821438771,36.8157440218361,37.6067414778311,37.7132786302588,37.0220544852609,31.4847291127412,26.161212986507,21.8726892180042,24.5404769000635,25.3187607592848,28.6536995263263,28.5408529280369,36.9629193586087,44.1905607563481,51.847631638597,61.7043939078065,74.9295846491241,98.8802489875177,98.8802489875177,98.8802489875177,98.8802489875177,98.8802489875177
104,"MMR","Myanmar",100,100,100,100,100,94.6954088433606,78.8715078786032,73.0793667193363,71.6995010197126,73.7284131877712,69.8353085011478,67.7135866344891,51.0980086831685,41.5026555926814,33.4763516392818,33.9635461345614,34.368791064513,35.545821438771,35.7130077211029,37.0665059281834,32.9496266195477,32.6172848377838,30.327828236766,30.9216884566257,30.9216884566257,30.9216884566257,30.9216884566257,30.9216884566257
516,"NAM","Namibia",31.1727769109802,37.9432497409722,42.6082533003806,41.4487479635669,42.1226155907941,44.7017822021293,41.4128796845715,42.2152137083687,40.9691878513919,42.8359034954365,44.7224695668012,27.0357351977567,14.6699681110408,5.0910126121188,4.75784656063279,5.12053428350396,13.8348199428297,25.2211283280279,44.1703466147978,45.2034936925246,48.8613415309309,54.6346549395488,59.5150253730081,62.2304634772982,62.2304634772982,62.2304634772982,62.2304634772982,62.2304634772982
520,"NRU","Nauru",100,100,100,100,100,100,100,100,44.9931142252137,36.3941906910281,36.889213845143,37.6371302886377,39.3736197999541,38.9995246089151,48.3467273804581,43.3955537992582,24.9394431457611,31.0697270264534,100,100,22.02631591275,18.9070805337216,15.7878451546932,15.7878451546932,15.7878451546932,15.7878451546932,15.7878451546932,15.7878451546932
524,"NPL","Nepal",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
528,"NLD","Netherlands",35.7549950731444,22.5170654687478,14.8046535213333,14.5917646980099,20.0484494434454,24.5318801990611,19.7603376142761,15.6064549867035,13.3436988438578,15.265135590592,14.2266349466005,10.6270619661856,6.83738796195615,8.11366122719605,11.8213432516414,14.1882472436002,12.8163534521344,12.1248626916934,13.2962133463178,14.6029203303217,12.8060322159149,8.00874196388672,6.6629721669721,8.7794074498733,8.7794074498733,8.7794074498733,8.7794074498733,8.7794074498733
540,"NCL","New Caledonia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
554,"NZL","New Zealand",32.5597578462449,36.011465629527,40.0385487994786,40.5840471934253,39.2822799452267,36.5435386707461,34.7693224943055,32.653827580482,29.0477716877717,21.0017646895792,14.9039727795211,11.0184362649011,9.72537743454819,8.98446322310508,7.95907119583404,8.53834077871988,7.80340397761016,7.89982604355468,11.5121984748452,17.5538274582364,17.0842759472427,17.1299038409148,10.6760401206089,5.80191640736027,5.80191640736027,5.80191640736027,5.80191640736027,5.80191640736027
558,"NIC","Nicaragua",72.5736363181022,65.1538239103122,63.8996804405466,65.016177033955,54.4074506671534,57.1117108637849,46.9063358597552,48.6045749466919,44.7445084389754,41.6487576900561,30.1659378182848,32.1046934450012,24.109423938492,27.9752626249147,24.3165369374332,47.2541476273099,22.1852532819088,17.1902801728468,22.6124280729071,24.8705534134887,27.729688451634,28.4400362835545,29.0425609839371,23.1194127862129,23.1194127862129,23.1194127862129,23.1194127862129,23.1194127862129
562,"NER","Niger",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
566,"NGA","Nigeria",57.5886045169922,50.9890045630373,54.0992974282195,52.6809935658924,49.8487540515508,48.6885195948249,43.3370226850114,43.2592124279145,42.7028335783514,45.5227195289995,44.7224695668012,42.2895618452686,41.6832666932904,41.1279316332273,44.2310424714407,45.0560260442869,47.8671077755647,39.2102207599987,33.0988913503879,31.8481989133427,31.4382458567515,37.6827890014656,39.4064395202121,46.575110092594,46.575110092594,46.575110092594,46.575110092594,46.575110092594
570,"NIU","Niue",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
408,"PRK","North Korea",0,0,11.3177726051922,14.5638992915257,13.8834329615589,13.3278594375286,13.9701108947831,14.5527625848781,15.8643402607513,16.8949971213335,17.7618419761368,18.2994052119714,17.9805299497936,17.870925773157,17.75544138233,18.0452480863139,18.2209031468959,18.4968419260562,19.2561340608999,19.8583115955706,19.7743083445587,18.9372688412378,18.2013194688218,18.162202119058,18.162202119058,18.162202119058,18.162202119058,18.162202119058
807,"MKD","North Macedonia",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
578,"NOR","Norway",31.8834361922153,33.8996176327704,31.9922181656725,31.1573800708191,31.3526019062766,23.5690219501589,19.3788683012041,22.2731631327747,32.8861889176886,41.0794782609305,29.1880668464919,22.4493319815772,22.4268550511758,30.8435649734762,38.8599005015705,42.5685581429595,37.6466380829523,30.2190472262065,28.8137143679289,28.0430109227734,31.9847561969677,27.638742271571,28.0713643881075,33.2346021777368,33.2346021777368,33.2346021777368,33.2346021777368,33.2346021777368
512,"OMN","Oman",100,100,100,100,100,100,93.8020874463399,95.0626951184738,100,100,100,100,100,100,100,95.2485637560071,80.1895342486791,74.4717549007445,70.1461201470033,64.6604898154988,61.617874911893,61.4029921643324,66.7759290539414,72.3790764754826,72.3790764754826,72.3790764754826,72.3790764754826,72.3790764754826
586,"PAK","Pakistan",53.9441844214642,52.5933684601405,39.0156635845586,30.516644765647,23.0185264192092,22.6433875048497,20.6429992676486,19.6419281517197,18.5829275670402,17.1429083935794,16.3528078372462,15.7643593452227,16.4251700173082,17.1865692315977,17.9288863762142,18.8364278823394,19.4551114128615,19.8512995820167,18.8163126933272,19.372566854754,20.4119492883342,22.6433875048497,22.675076833135,21.7962593706384,21.7962593706384,21.7962593706384,21.7962593706384,21.7962593706384
