"code","iso","country","WTL.ind.1995","WTL.ind.1996","WTL.ind.1997","WTL.ind.1998","WTL.ind.1999","WTL.ind.2000","WTL.ind.2001","WTL.ind.2002","WTL.ind.2003","WTL.ind.2004","WTL.ind.2005","WTL.ind.2006","WTL.ind.2007","WTL.ind.2008","WTL.ind.2009","WTL.ind.2010","WTL.ind.2011","WTL.ind.2012","WTL.ind.2013","WTL.ind.2014","WTL.ind.2015","WTL.ind.2016","WTL.ind.2017","WTL.ind.2018","WTL.ind.2019","WTL.ind.2020","WTL.ind.2021","WTL.ind.2022"
332,"HTI","Haiti",53.9725083439535,53.9725083439535,53.9725083439535,60.002091170459,69.3184775184381,69.3184775184381,48.9794550011467,41.9569214553754,41.9569214553754,41.9765630403641,38.6336333843676,40.2537017596482,41.7635523005594,39.9535625320675,37.4149730001081,40.3028194126719,42.8384985341788,45.4620673866518,43.3607074066624,48.6754957064157,46.573289234229,41.7324930439392,39.9920160324797,43.5740346221689,39.1602339330891,40.0911105133191,40.0911105133191,40.0911105133191
336,"VAT","Holy See",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
340,"HND","Honduras",9.49097777518783,9.49097777518783,9.49097777518783,9.40839172804642,8.62928880609806,27.3490017043695,19.3435814958992,20.4633212474496,14.8471435006768,16.372385424417,16.2871707199634,21.431292732959,22.4857648258935,46.885975261666,46.885975261666,49.0298954149699,49.1000372073105,45.1604794845879,55.8867853152251,55.8867853152251,55.8867853152251,55.8867853152251,100,100,100,100,100,100
344,"HKG","Hong Kong",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,24.2311689896902,17.4432712451656,1.68141419818473,1.68141419818473,1.68141419818473,2.71537194144925,0,0,0
348,"HUN","Hungary",34.6607864470502,34.6607864470502,34.6607864470502,34.0339020499692,32.1686105201563,36.0762512609571,36.2269578941927,34.2895614208665,34.0828448665491,33.0441006999306,33.5680641887574,34.5953301792281,38.0677304016843,35.5734147397061,40.861917535668,43.2305409106511,45.4640880702403,45.4640880702403,76.5577126113695,39.2877947953332,39.0914209615121,39.0914209615121,39.0914209615121,39.2880637347332,76.5697763219581,100,100,100
352,"ISL","Iceland",96.1743725238087,96.1743725238087,96.1743725238087,96.1743725238087,96.1743725238087,93.4703520181813,93.4703520181813,96.2279847984093,96.2279847984093,96.2279847984093,100,100,100,100,100,100,100,100,100,100,100,100,100,100,89.613957069809,89.613957069809,89.613957069809,89.613957069809
356,"IND","India",94.4387942839087,94.4387942839087,94.4387942839087,94.4387942839087,100,100,100,100,100,100,100,100,100,100,100,100,55.150206391642,55.150206391642,55.150206391642,45.427329555016,45.2437074680679,49.0824908165775,47.9001727917646,47.9001727917646,64.1647585709549,61.9664616094782,61.9664616094782,61.9664616094782
360,"IDN","Indonesia",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
364,"IRN","Iran",100,100,100,100,100,100,100,70.9174466302314,70.9174466302314,53.2931867282776,51.8825861062422,51.8825861062422,53.3153332365779,53.3153332365779,71.0519665600563,100,47.8305263099331,47.8305263099331,47.8305263099331,47.8305263099331,47.8305263099331,100,100,100,100,100,100,100
368,"IRQ","Iraq",100,100,100,100,100,100,100,100,100,100,48.8570873349094,48.8570873349094,48.8570873349094,48.8570873349094,48.8570873349094,100,100,100,100,64.3638837719481,64.3638837719481,64.3638837719481,64.3638837719481,64.3638837719481,58.5634620718655,47.6027875486829,47.6027875486829,47.6027875486829
372,"IRL","Ireland",73.5175647045421,73.5175647045421,73.5175647045421,73.8939974293697,57.8448601712705,50.1352271676287,50.1352271676287,50.6847458579272,50.6847458579272,54.7960415373293,75.2766544612018,75.2766544612018,79.6833734765051,79.6833734765051,100,100,100,100,76.9937226674267,62.8730402544171,62.8730402544171,52.641244274693,46.6738768204425,39.4426327360026,36.4413236420435,35.8297659582265,35.8297659582265,35.8297659582265
833,"IMN","Isle of Man",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
376,"ISR","Israel",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.696801320615,99.696801320615,99.696801320615
380,"ITA","Italy",52.8655504084027,52.8655504084027,52.8655504084027,46.8712970896764,34.8003623800488,32.8252038045019,32.8252038045019,33.9641540740739,34.5127223817538,43.1845794303068,47.3284634324386,47.3284634324386,47.3284634324386,51.5255021010486,46.5125664655614,49.377076957512,45.320513181807,42.5795757880293,40.9333544416778,44.7082985352924,39.9625667441575,42.1030235270158,44.0031503829919,45.5871901409794,47.3128511895086,63.7220459091909,63.7220459091909,63.7220459091909
388,"JAM","Jamaica",21.6516599853742,21.6516599853742,21.6516599853742,24.053673498052,26.516672381634,38.7822890543663,100,100,36.5944362894844,36.5944362894844,36.5944362894844,36.5944362894844,28.8819248818238,34.8219617427995,34.8219617427995,34.8219617427995,34.8219617427995,100,100,100,45.5509509532906,45.5509509532906,45.546579088912,45.546579088912,41.5767840313782,52.2674102704173,52.2674102704173,52.2674102704173
392,"JPN","Japan",100,100,100,100,100,100,92.538405683599,66.6496787043153,66.6496787043153,66.6496787043153,57.9110236081509,58.0647977580028,62.8576553087291,62.8576553087291,62.8576553087291,100,100,100,100,100,71.4882749762347,47.7924789733996,44.5561719058752,44.5561719058752,39.7024434083279,37.8885554791055,37.8885554791055,37.8885554791055
832,"JEY","Jersey",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
400,"JOR","Jordan",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.767000124705,99.767000124705,99.767000124705
398,"KAZ","Kazakhstan",100,100,100,82.4321728512205,82.4321728512205,82.4321728512205,65.1835975548177,57.1905580842517,57.8328619727546,57.8328619727546,57.8328619727546,62.6945824989025,100,100,100,100,100,100,100,56.78383877345,56.78383877345,39.8394478281563,38.1792116821928,36.0591255420848,35.2890962853252,35.2890962853252,35.2890962853252,35.2890962853252
404,"KEN","Kenya",100,100,100,100,100,100,100,100,100,100,100,67.0626277951592,67.0626277951592,61.6842432110267,61.6842432110267,61.1993932003048,67.3512855560444,67.3512855560444,75.0116471408282,54.8232139868203,54.9059733901491,43.4598637130138,42.981811768801,38.2755792162201,32.8234700622427,31.3997395874518,31.3997395874518,31.3997395874518
296,"KIR","Kiribati",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
689,"XKX","Kosovo",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
414,"KWT","Kuwait",41.988409956918,41.988409956918,41.988409956918,41.9894093962932,48.7578711446225,48.7578711446225,22.940742033155,14.1040734182192,12.777438267714,12.6542073346722,10.1779917223417,11.3916507440956,15.1505361531756,16.3247970173063,15.6364947185748,18.2904146031492,20.7528478220647,24.0509346868894,24.8676950812268,25.760218521678,26.7384904660855,28.4212327648687,29.728635891403,31.2377846002288,33.022007645451,29.0469518839996,29.0469518839996,29.0469518839996
417,"KGZ","Kyrgyzstan",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
418,"LAO","Laos",29.3889102363069,29.3889102363069,29.3889102363069,29.3286299580893,29.3286299580893,29.3286299580893,43.3244140391767,78.1403775314002,100,100,100,100,100,100,24.3989372000679,22.6408622696123,22.0080901814471,22.0080901814471,22.0080901814471,36.9897369115647,49.1221247802387,100,100,100,100,100,100,100
428,"LVA","Latvia",57.7085597724764,57.7085597724764,57.7085597724764,59.802469998352,60.4230761496459,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,85.040135781747,66.8167299866961,66.8167299866961,66.8167299866961,66.8167299866961,68.0908734221213,68.0908734221213,68.0908734221213
422,"LBN","Lebanon",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
426,"LSO","Lesotho",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,24.9538695156741,22.105504432466,22.105504432466,22.105504432466,22.1054984642199,22.1054984642199,22.1054984642199
430,"LBR","Liberia",5.87062662802285,5.87062662802285,5.87062662802285,6.17715070301303,6.49342526946299,10.6293140812465,8.63678233068121,8.43868077983504,6.64809568442392,4.07752914275414,8.83082507134769,12.2092798442685,11.6493584766865,14.1148214798676,24.1952206228509,25.2264808945077,30.9766889813113,39.9212688311987,100,100,100,100,100,46.7016086873003,46.7016086873003,17.9122804700143,17.9122804700143,17.9122804700143
434,"LBY","Libya",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
438,"LIE","Liechtenstein",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
440,"LTU","Lithuania",37.7019067712472,37.7019067712472,37.7019067712472,37.7019067712472,37.9549225669247,51.0273829199701,53.1578306983619,52.0708567135216,52.0316916196913,52.0316916196913,49.2830332353041,59.989893907121,62.7433851021977,62.8606862018891,39.0393163264001,39.9205360357708,39.9205360357708,39.9205360357708,39.9205360357708,100,100,46.6889636938594,46.6889636938594,46.6889636938594,46.6889636938594,46.6889636938594,46.6889636938594,46.6889636938594
442,"LUX","Luxembourg",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
446,"MAC","Macao",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
450,"MDG","Madagascar",42.7739742598433,42.7739742598433,42.7739742598433,42.5650114273972,40.2496225383888,36.7257961442472,38.4780689495662,41.8491781511838,42.0432755146992,45.0736941304708,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
454,"MWI","Malawi",79.2587949381575,79.2587949381575,79.2587949381575,84.9440059554462,100,100,41.0017810882224,26.5260411403372,26.2621878724338,26.2621878724338,26.2621878724338,28.7186932634334,61.6232559533356,100,100,100,100,100,100,100,100,41.4787157974998,41.4787157974998,41.4787157974998,41.4787157974998,41.4787157974998,41.4787157974998,41.4787157974998
458,"MYS","Malaysia",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
462,"MDV","Maldives",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
466,"MLI","Mali",53.0325176356265,53.0325176356265,53.0325176356265,36.5965977273273,36.5965977273273,36.8055500712414,37.4759242814912,38.6059483119449,100,59.3648237825706,59.3648237825706,59.3648237825706,59.3648237825706,59.3648237825706,100,100,100,100,100,50.9665037656609,50.9665037656609,49.4632721130947,49.4632721130947,49.4632721130947,60.666200179188,60.2375214351707,60.2375214351707,60.2375214351707
470,"MLT","Malta",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
584,"MHL","Marshall Islands",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
478,"MRT","Mauritania",53.0686465835791,53.0686465835791,53.0686465835791,55.2522232754163,62.8088951211537,62.8088951211537,63.7300346102848,75.0297299557496,84.2966772316684,68.5208556138894,68.5208556138894,68.5208556138894,68.5208556138894,70.2257717040854,61.1645385602747,59.1626362313874,58.5778216881005,58.5778216881005,58.5778216881005,63.6683820130605,65.7962671121284,56.5340044447774,46.8733250759734,38.9212115089088,26.5693017093564,26.3767106869879,26.3767106869879,26.3767106869879
480,"MUS","Mauritius",100,100,100,100,100,100,10.7626574555027,3.97545849350229,3.97545849350229,3.97545849350229,0.00399310310467627,0.00399313902781273,3.97589826169425,0.00399310310467627,0,0.000371642465296418,3.97589465209914,3.97589465209914,10.7635293684423,100,100,100,100,100,100,100,100,100
484,"MEX","Mexico",6.70624265649214,6.70624265649214,6.70624265649214,5.65272450465091,4.82745656485098,12.7184262013883,7.80181991048605,4.98875442796157,2.26806584561449,1.10242080631404,0.565704511960405,2.82229135954177,5.75875697432761,10.7944934907801,16.0177431828071,24.679626820813,29.1657341342856,30.5991184759753,38.7950361312212,53.7314507795205,50.3498131081781,50.3498131081781,50.395459805658,61.0145233493176,61.0145233493176,100,100,100
583,"FSM","Micronesia",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
498,"MDA","Moldova",100,100,100,53.6626609336619,53.6626609336619,53.6626609336619,46.8894637333646,46.8894637333646,53.6160068023599,53.6160068023599,53.6160068023599,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
492,"MCO","Monaco",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
496,"MNG","Mongolia",63.5491224673707,63.5491224673707,63.5491224673707,63.5491224673707,64.9742837283508,68.1107910816444,71.9189224207893,77.0049508465444,71.9175538249068,71.9175538249068,79.4874689085634,79.4874689085634,79.4874689085634,100,100,100,84.2235639439029,84.2235639439029,62.9828506592137,56.3275036803154,56.3275036803154,48.4470243581582,46.3061484379391,48.0324908449893,50.1594570526648,49.9159071842968,49.9159071842968,49.9159071842968
499,"MNE","Montenegro",16.3852384142611,16.3852384142611,16.3852384142611,16.3852384142611,16.0642956624583,32.7159584966045,33.3082472645389,33.3082472645389,31.1236187818555,28.9335690153688,36.1157566452575,36.1157566452575,36.1157566452575,40.0778594998599,100,100,100,100,100,100,100,100,100,100,100,100,100,100
504,"MAR","Morocco",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,15.1574753537316,15.1574753537316,15.1574753537316,15.1574753537316,15.1574425403871,15.1574425403871,15.1574425403871
508,"MOZ","Mozambique",100,100,100,100,100,100,100,100,100,100,100,73.1520115212372,71.6662399799003,71.6662399799003,71.6662399799003,60.2696349105267,49.2386144189829,45.1282448471377,38.5716481017681,33.9110433190429,34.3242635641341,24.7370625658655,25.1774473720079,25.959192448356,27.7632324434669,27.791522746933,27.791522746933,27.791522746933
104,"MMR","Myanmar",35.7623809570831,35.7623809570831,35.7623809570831,35.7623809570831,22.9249052400708,22.6743539018464,25.6606940932853,25.6606940932853,25.6479576247057,58.2285313849751,87.5543115839449,87.5543115839449,87.5543115839449,100,100,100,61.2191129701627,61.2191129701627,53.8137862749254,53.8137862749254,53.8137862749254,59.8662044725118,59.8662044725118,100,100,100,100,100
516,"NAM","Namibia",100,100,100,82.0110644631583,82.0110644631583,82.0110644631583,82.0110644631583,67.9283401967582,57.441586643141,53.3060296519512,38.142557218306,28.5682913060374,23.9232185846528,21.6806634732921,17.4059122475673,10.7492355183307,11.7950223937036,12.95901909075,13.9021796727572,16.7663799812943,100,82.3667479019096,72.7597161022206,72.7569936662847,72.7569936662847,72.7569936662847,72.7569936662847,72.7569936662847
520,"NRU","Nauru",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
524,"NPL","Nepal",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,33.037099416254,33.037099416254,33.037099416254,33.037099416254,30.1991731709054,30.1991731709054,30.1991731709054
528,"NLD","Netherlands",43.8993468003668,43.8993468003668,43.8993468003668,44.1443285015058,31.2695375294047,30.5264490435181,30.5264490435181,28.7296497353872,27.4160093338809,31.8983436750183,32.7581176655739,32.7581176655739,36.8950493844499,35.6194526094505,39.1099590588299,39.0356377098975,36.8853946967686,36.8853946967686,45.7979982733837,33.1304808762577,33.1710960752684,28.1321551152458,27.5936685062561,26.1773688659361,26.6787168821653,26.6380146153301,26.6380146153301,26.6380146153301
540,"NCL","New Caledonia",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
554,"NZL","New Zealand",81.7447211903534,81.7447211903534,81.7447211903534,81.7447211903534,100,100,100,100,100,100,100,83.3263823746155,83.3263823746155,83.3263823746155,83.3263823746155,83.3263823746155,100,100,100,100,100,100,100,100,100,100,100,100
558,"NIC","Nicaragua",50.8858575073957,50.8858575073957,50.8858575073957,57.6215773848786,68.1493568607224,68.1493568607224,100,100,54.9286264372035,45.9362269934001,45.9362269934001,45.9362269934001,45.9362269934001,50.8689654954005,68.229185189003,68.229185189003,68.229185189003,61.5811591608621,61.5811591608621,68.1346434535199,68.1346434535199,68.1346434535199,100,100,100,100,100,100
562,"NER","Niger",100,100,100,100,100,100,100,100,100,100,100,100,66.1135877543653,66.1135877543653,66.1135877543653,66.1135877543653,66.1135877543653,100,100,100,100,74.0163115568037,66.115820391068,47.3139864838687,37.062865657402,36.5186836152797,36.5186836152797,36.5186836152797
566,"NGA","Nigeria",34.3172351944397,34.3172351944397,34.3172351944397,33.2962319314569,29.9770409782261,32.5564971329894,33.9103917716694,39.9340278419725,42.1152993731822,100,100,100,67.8275036094884,55.7754909329821,55.7754909329821,55.7754909329821,55.7754909329821,59.0140347912391,83.1812487294849,70.0952872964494,68.2504465043452,50.4419675601931,47.4254912295884,39.46531680718,33.8664518121943,33.5923189862584,33.5923189862584,33.5923189862584
570,"NIU","Niue",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
408,"PRK","North Korea",41.522190084746,41.522190084746,41.522190084746,38.7289204190988,38.7289204190988,41.5664254850153,52.3182803261738,45.539034658759,36.7227628659382,36.7227628659382,36.7227628659382,36.7227628659382,38.9475026211739,100,33.3696852399921,33.3696852399921,33.3696852399921,33.3696852399921,14.0830961882724,15.5565694064299,15.5565694064299,5.97006177655695,5.9685554416977,10.5885194455711,10.5885194455711,10.5885194455711,10.5885194455711,10.5885194455711
807,"MKD","North Macedonia",100,100,100,100,100,100,100,100,100,100,27.376153841882,27.376153841882,27.376153841882,27.376153841882,24.5568371643148,38.1257151961808,38.1257151961808,38.1257151961808,38.1257151961808,17.6649945988663,17.6649945988663,13.6954060776718,13.6954060776718,13.6954060776718,24.4662465730511,24.4662465730511,24.4662465730511,24.4662465730511
578,"NOR","Norway",25.5580236744089,25.5580236744089,25.5580236744089,24.7941634291264,10.3748932059113,10.3280958124261,10.1712319840082,10.6227377551385,10.6916127179126,24.8606174320333,29.9613682907763,33.3072067898692,31.4535527038266,24.8881186075127,20.5864864118473,20.6358098164715,21.2166847608599,22.8777720896774,28.0211994884702,32.7731256705194,32.7731256705194,32.7731256705194,32.3941953932544,33.2045041430387,64.204887563032,64.204887563032,64.204887563032,64.204887563032
512,"OMN","Oman",100,100,100,100,100,100,46.7151388144239,46.7151388144239,46.7151388144239,33.1726752304511,33.1726752304511,35.992470760073,30.9843319275502,30.9843319275502,35.9728242589885,35.9728242589885,35.9728242589885,46.7095506783604,46.7095506783604,31.1750843453344,26.5719984595942,26.5719984595942,26.5719984595942,26.5719984595942,33.3244499014865,46.7740317488956,46.7740317488956,46.7740317488956
586,"PAK","Pakistan",87.6777627176009,87.6777627176009,87.6777627176009,100,100,100,100,100,85.7301102341766,71.2693949064256,71.2693949064256,71.2693949064256,71.2693949064256,73.1588586830985,100,100,45.8153085706173,45.8153085706173,45.8153085706173,44.4231508266283,44.2589559467373,58.7928395162257,57.0112685213658,49.7388646493419,52.2721721426374,52.6481172455736,52.6481172455736,52.6481172455736
585,"PLW","Palau",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
591,"PAN","Panama",20.4515162558436,20.4515162558436,20.4515162558436,20.4542872256975,20.9989372125487,29.9795442224153,33.2778857652871,42.2548157153011,100,100,100,22.5059379633826,14.2043594987837,14.2043594987837,11.6339628380207,10.2307535976106,11.6326922691404,16.9291383280976,14.7757781704597,17.8918479631439,20.4405226159801,25.9825583904942,25.9820990207864,35.43667996177,40.0397885989924,48.9954916436179,48.9954916436179,48.9954916436179
598,"PNG","Papua New Guinea",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
600,"PRY","Paraguay",47.0997530496291,47.0997530496291,47.0997530496291,47.0997530496291,47.0997530496291,47.0997530496291,50.242355668158,100,100,27.7257015242239,27.2570563202689,27.2570563202689,27.2570563202689,27.2570563202689,57.1625551545937,100,100,100,100,60.4448193424746,60.4039364192571,37.1277149347789,35.9915383826563,35.5165321485992,36.3038886971112,36.2521747814754,36.2521747814754,36.2521747814754
604,"PER","Peru",100,100,100,100,100,100,44.5373672996775,44.5373672996775,41.2040892070561,41.2040892070561,41.2040892070561,39.4790168247908,31.7599959022444,32.9019882594424,32.4910091678401,32.4910091678401,36.7646752210403,60.1803843273467,48.4535503836461,50.7555825745329,50.7555825745329,51.9077129441061,51.9077129441061,100,100,76.9906258992681,76.9906258992681,76.9906258992681
608,"PHL","Philippines",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
616,"POL","Poland",41.9725939109029,41.9725939109029,41.9725939109029,41.6157231292832,37.2562213869363,34.5557639315269,38.2730469716479,40.7393861782131,41.0652180731775,48.4568231264883,100,100,100,100,100,100,100,100,66.0990336904689,45.5998801451061,45.5998801451061,25.0267098392332,25.0267098392332,25.1714218313667,26.3027088691492,26.3027088691492,26.3027088691492,26.3027088691492
620,"PRT","Portugal",46.646652817492,46.646652817492,46.646652817492,51.7275580198214,55.7234803800817,100,55.3721379184951,55.3721379184951,44.581507489862,42.9238449334096,41.6425165737306,44.3809629850676,38.5866916457576,42.992119717557,43.1841676771067,44.7015021906882,40.6635476922704,48.5265659625004,48.5265659625004,51.2354150251253,48.4136115467732,55.3851072353555,44.7196676322543,37.1274207481953,35.7176812279485,35.7172640562224,35.7172640562224,35.7172640562224
634,"QAT","Qatar",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,100,100,100,99.9954725461745,0,0,0
178,"COG","Republic of Congo",15.8912164270504,15.8912164270504,15.8912164270504,15.6015093198375,15.39074445629,23.0810221068343,12.9082458077154,12.5346928600034,12.6075243370715,12.722982475979,14.5039515599547,32.7533677692518,51.7433678030292,45.2987564668729,30.6918125361271,30.6918125361271,25.1060637213449,25.1060637213449,26.0968786775537,32.9255989446449,32.9255989446449,65.7304845822952,65.7304845822952,57.9376955054316,57.9376955054316,57.9376955054316,57.9376955054316,57.9376955054316
642,"ROU","Romania",33.9238063978284,33.9238063978284,33.9238063978284,32.6390779244594,26.7463359565909,25.7084372140048,29.6732470516527,31.1658302949935,31.8133607364094,42.6363197597367,50.8002406512481,50.8002406512481,50.8002406512481,54.8029701594907,100,100,100,100,98.5644686570522,73.1802796862818,70.0633592832002,70.0633592832002,52.1443981867431,52.1561150680535,53.2376142942848,53.7293520012775,53.7293520012775,53.7293520012775
643,"RUS","Russia",31.7773847863496,31.7773847863496,31.7773847863496,31.7454979290036,26.1100475224956,27.3440856625937,24.4487479007222,22.8425257162561,21.535990862682,20.8495527450544,22.7065036495581,25.4026903479246,25.3088313318604,26.0479835079524,31.2964253188864,31.7065049395737,32.7364667148498,39.3265029291344,43.9111405844772,42.6341617489693,42.6341617489693,38.115857836491,38.115857836491,39.0131288027102,47.8289062347351,47.8289062347351,47.8289062347351,47.8289062347351
646,"RWA","Rwanda",100,100,100,100,100,55.2170954024649,45.1976287271084,34.3393464186708,30.9636378656823,30.4083288312144,31.2119287804485,32.8471110850407,36.1016308438581,42.7432956391475,42.7436801778799,42.7436801778799,42.7436801778799,49.5045463306058,49.5045463306058,51.2790852295132,51.2790852295132,31.3786281183985,31.3790230419282,30.1783948918509,29.8816476772714,29.8816476772714,29.8816476772714,29.8816476772714
652,"BLM","Saint Barthelemy",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
659,"KNA","Saint Kitts and Nevis",100,100,100,100,100,22.5671914866034,22.5671914866034,22.5671914866034,22.5671914866034,22.5671914866034,6.80280791927038,5.01517118838888,2.19478886577282,1.04012233559634,0.00724020797206038,3.49990753671062,3.49990753671062,6.79722787322058,6.79719828994077,5.01079276111209,8.98435100598419,11.8035798093476,11.8035798093476,15.7770204827495,22.5692634311617,22.5692634311617,22.5692634311617,22.5692634311617
662,"LCA","Saint Lucia",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.8297798498879,98.8297798498879,98.8297798498879
670,"VCT","Saint Vincent and the Grenadines",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,100,100,100
882,"WSM","Samoa",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
674,"SMR","San Marino",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
