"code","iso","country","RMS.ind.1995","RMS.ind.1996","RMS.ind.1997","RMS.ind.1998","RMS.ind.1999","RMS.ind.2000","RMS.ind.2001","RMS.ind.2002","RMS.ind.2003","RMS.ind.2004","RMS.ind.2005","RMS.ind.2006","RMS.ind.2007","RMS.ind.2008","RMS.ind.2009","RMS.ind.2010","RMS.ind.2011","RMS.ind.2012","RMS.ind.2013","RMS.ind.2014","RMS.ind.2015","RMS.ind.2016","RMS.ind.2017","RMS.ind.2018","RMS.ind.2019","RMS.ind.2020","RMS.ind.2021","RMS.ind.2022"
156,"CHN","China",20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102
170,"COL","Colombia",3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621
174,"COM","Comoros",99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998
184,"COK","Cook Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
188,"CRI","Costa Rica",17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465
384,"CIV","Cote d'Ivoire",25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044
191,"HRV","Croatia",3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359
192,"CUB","Cuba",17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256
531,"CUW","Curacao",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
196,"CYP","Cyprus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,"CZE","Czech Republic",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
180,"COD","Dem. Rep. Congo",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
208,"DNK","Denmark",5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433
262,"DJI","Djibouti",6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226
212,"DMA","Dominica",16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174
214,"DOM","Dominican Republic",24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728
218,"ECU","Ecuador",15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775
818,"EGY","Egypt",8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578
222,"SLV","El Salvador",11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157
226,"GNQ","Equatorial Guinea",22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309
232,"ERI","Eritrea",3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042
233,"EST","Estonia",10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536
748,"SWZ","Eswatini",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
231,"ETH","Ethiopia",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
234,"FRO","Faeroe Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
238,"FLK","Falkland Islands",11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283
242,"FJI","Fiji",14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823
246,"FIN","Finland",11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975
