"code","iso","country","GIB.ind.1995","GIB.ind.1996","GIB.ind.1997","GIB.ind.1998","GIB.ind.1999","GIB.ind.2000","GIB.ind.2001","GIB.ind.2002","GIB.ind.2003","GIB.ind.2004","GIB.ind.2005","GIB.ind.2006","GIB.ind.2007","GIB.ind.2008","GIB.ind.2009","GIB.ind.2010","GIB.ind.2011","GIB.ind.2012","GIB.ind.2013","GIB.ind.2014","GIB.ind.2015","GIB.ind.2016","GIB.ind.2017","GIB.ind.2018","GIB.ind.2019","GIB.ind.2020","GIB.ind.2021","GIB.ind.2022"
231,"ETH","Ethiopia",52.8251434572847,52.8251434572847,52.8251434572847,52.8251434572847,52.8251434572847,60.1971394047988,61.6731345175886,45.9642372428407,40.3236339426114,40.1737692123783,45.4265227517823,55.7241286978649,64.543052659564,66.6069953253476,70.1653193862739,79.4401183739816,92.232801741011,95.4566009731648,94.5774875870232,95.3516554938996,98.1864337655626,99.8794374834613,98.8618423026982,97.4014201978381,95.3374431779352,95.3374431779352,95.3374431779352,95.3374431779352
234,"FRO","Faeroe Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
238,"FLK","Falkland Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
242,"FJI","Fiji",44.377079651349,44.377079651349,44.377079651349,44.377079651349,44.377079651349,45.2431053304707,41.8097064438832,45.2789492063666,43.5128616764008,36.8587425264998,36.1799782536988,33.9990626987591,31.1448030575887,36.6377537634296,49.0511648408456,48.6497168374154,45.6212423419105,50.0033760599499,46.7659348384934,45.7156451717627,39.7415305086422,35.3235349194605,34.4101320339983,40.6032239313038,34.0223898844081,34.0223898844081,34.0223898844081,34.0223898844081
246,"FIN","Finland",50.0408362864269,50.0408362864269,50.0408362864269,50.0408362864269,50.0408362864269,65.8979812269137,70.9904003096668,74.4179094577703,68.0545075532072,56.9841273847824,59.8801117132704,48.989141116917,46.4419223740521,51.2980078541618,53.3892557894966,54.4932932023413,58.1371879426979,60.5500467345096,55.3075913055305,47.322750941738,52.540752357374,50.4663371873661,56.5867338727162,63.8900376809231,70.5285058179764,70.5285058179764,70.5285058179764,70.5285058179764
250,"FRA","France",54.5259938426813,54.5259938426813,54.5259938426813,54.5259938426813,54.5259938426813,57.731536743525,55.9093523275197,56.0519158276105,53.5659872689293,54.7548068510279,54.8354050384253,52.6470508019684,53.4264316578374,52.0001244670356,51.5487257691519,52.4479697129098,54.4001048964613,55.0632569643294,53.5258909137348,55.0347185549901,54.2219242586624,54.3333982611677,54.7205600707564,56.1905812434794,57.4124817793688,57.4124817793688,57.4124817793688,57.4124817793688
258,"PYF","French Polynesia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
266,"GAB","Gabon",20.4268839406096,20.4268839406096,20.4268839406096,20.4268839406096,20.4268839406096,11.0052207170721,10.4141530930456,7.69278608317498,3.37970287386187,10.5806450953428,21.0507111036723,33.3034938766886,64.1212432201607,76.7993968910003,85.4620010006929,90.0759656069979,93.4754952322245,96.0737736488007,89.731362846082,82.1764803784785,73.7905621146506,68.3852700771869,78.1906169309191,78.5864185315895,81.1534221167282,81.1534221167282,81.1534221167282,81.1534221167282
270,"GMB","Gambia",42.3445212075395,42.3445212075395,42.3445212075395,42.3445212075395,42.3445212075395,43.5632146965972,48.9484846429041,53.0286453184939,56.7291834642582,55.9358195738084,48.4840228354471,35.6004274972527,29.352085170555,20.4664959560651,9.71779003012733,0.130820192385059,3.62256768978617,8.48430687834441,14.822546004864,18.0323545888701,18.089259256139,20.6774996623264,28.0951438863073,39.9817105598937,43.1927262954214,43.1927262954214,43.1927262954214,43.1927262954214
268,"GEO","Georgia",13.5625518564594,13.5625518564594,13.5625518564594,13.5625518564594,13.5625518564594,63.8081194265058,100,100,85.2550545104786,71.0540631973003,79.025653231864,75.6575187950554,76.6558556963532,79.9690900876734,74.6521754491911,65.1423071266503,58.158413282029,52.7841238656983,49.9347901892633,43.8022314686299,37.0245313469308,29.4862269439949,29.2080334432488,44.9913660636401,52.5213122587498,52.5213122587498,52.5213122587498,52.5213122587498
276,"DEU","Germany",67.9832193668398,67.9832193668398,67.9832193668398,67.9832193668398,67.9832193668398,62.60402812476,60.3304083763409,60.8110401005464,59.090143587754,57.8074419636791,56.7403205916726,52.9608168914225,53.1275810716847,53.6993753948766,55.8630158798509,56.0303985459597,58.1986515556729,58.733451892086,55.5234298985083,54.6497020564055,52.96815509174,51.1426111322653,52.9228725983051,55.7725280167084,60.8428448794936,60.8428448794936,60.8428448794936,60.8428448794936
288,"GHA","Ghana",43.1392271786768,43.1392271786768,43.1392271786768,43.1392271786768,43.1392271786768,42.5332620476944,44.0125423816138,49.2543359351157,53.5459115965609,60.1512559460687,64.6011799763697,63.5273135058933,61.3382585708146,62.7376298369832,71.5167804586783,71.776720175071,69.3203967199035,65.211578859162,60.3253237721536,58.9240592264886,52.0074717691673,41.5901726520682,36.1053018947158,33.1395646123976,40.8893697432649,40.8893697432649,40.8893697432649,40.8893697432649
300,"GRC","Greece",37.0199176240534,37.0199176240534,37.0199176240534,37.0199176240534,37.0199176240534,38.1299843529609,43.2941887596077,47.4931503376597,51.9247302210896,56.046760737543,57.5314296169599,61.9408002274085,65.5175471015768,65.3161140192732,63.476616781738,59.8516772291142,52.0939910582145,39.3036318541027,33.4139784745443,30.642979560484,27.915938358963,31.5052469239572,34.5506698987437,40.1554554576762,43.7870764417255,43.7870764417255,43.7870764417255,43.7870764417255
304,"GRL","Greenland",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
308,"GRD","Grenada",5.55768384436077,5.55768384436077,5.55768384436077,5.55768384436077,5.55768384436077,18.1895223566142,29.1001251582812,37.2176116320232,45.7699037082358,48.4750321237586,52.9011718747701,50.2663609097296,46.1586899406358,42.8895856297408,33.862884579253,27.4382901113352,21.2178499531879,10.4546214223469,0,10.7192853983101,26.0186245394181,35.7511746210463,47.3834195852517,56.4510992808336,58.6763314762102,58.6763314762102,58.6763314762102,58.6763314762102
320,"GTM","Guatemala",32.1850416383552,32.1850416383552,32.1850416383552,32.1850416383552,32.1850416383552,31.3626022894552,31.070884482125,27.7930243642822,28.7892472371526,26.8112753778421,24.2620950883231,27.7760079590741,32.4216490836634,39.3931082105675,42.0043150935028,43.1577600616219,43.6954596723248,42.9590327586894,42.4405933184268,40.2129670037437,33.117942412519,26.7766167777354,22.4479124307578,27.3941926804873,27.9771162976512,27.9771162976512,27.9771162976512,27.9771162976512
831,"GGY","Guernsey",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
324,"GIN","Guinea",47.5602498638244,47.5602498638244,47.5602498638244,47.5602498638244,47.5602498638244,44.9223911771826,39.0063082822369,33.5642351958539,29.2279082998611,25.302843028833,15.3492770022078,10.4410389241008,15.6051732741562,19.7681372802506,22.5919093017113,20.5123784435514,18.5366743950256,16.6942789124495,18.5534673382657,23.7571078719754,26.5716603426159,28.4449014512614,38.5338004713036,51.1884429526212,59.7123890815427,59.7123890815427,59.7123890815427,59.7123890815427
624,"GNB","Guinea-Bissau",31.9027520356971,31.9027520356971,31.9027520356971,31.9027520356971,31.9027520356971,21.216215267766,7.46755650444948,0,0,0,0,0,21.2089970823128,31.5031609911431,35.9973663723631,44.8737185910758,50.308526642611,46.3569476569376,42.3837556639038,41.1835628329763,43.4960514437743,44.5274637122719,46.6184678750292,48.0011710103016,48.660245612769,48.660245612769,48.660245612769,48.660245612769
328,"GUY","Guyana",34.6783867233836,34.6783867233836,34.6783867233836,34.6783867233836,34.6783867233836,37.6676648978749,37.6144406530115,43.4919805124045,44.3725732808148,43.4550916954516,43.7485413591992,50.5940274149986,54.0087587694282,54.829763896439,51.7803873165076,52.6660117858253,53.808741303202,57.7594587364241,53.1279508197181,44.3002887556546,38.3532882030189,40.2652926430742,41.6541960010345,40.6734764650118,37.9962532714665,37.9962532714665,37.9962532714665,37.9962532714665
332,"HTI","Haiti",0,0,0,0,0,3.62470682757801,11.5392081685447,14.4721781582034,21.0893650049958,20.0184000065477,7.75266919940185,0,0,0,0,4.84978997951529,12.2242489403116,18.6568332496101,30.2151348384364,40.1051863174767,37.1596989271239,33.4355932470429,30.8522069002134,29.0619858415433,26.7758737973746,26.7758737973746,26.7758737973746,26.7758737973746
336,"VAT","Holy See",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
340,"HND","Honduras",39.6256978563455,39.6256978563455,39.6256978563455,39.6256978563455,39.6256978563455,40.7866831095092,36.0823364124946,33.0007772467384,30.4179767696806,26.2061095282712,22.5464175254444,27.2139329006181,29.2047451128041,32.2411303522987,36.1649767093655,42.5537540126671,44.7944288031611,47.9785113760564,44.0368275546665,41.1024083727657,36.1467418561287,40.4814113934039,41.678080050039,44.6577260139089,43.0535862706369,43.0535862706369,43.0535862706369,43.0535862706369
344,"HKG","Hong Kong",38.7864588833155,38.7864588833155,38.7864588833155,38.7864588833155,38.7864588833155,33.6220820038895,32.8199864984783,24.7079336986269,12.6543767847275,18.3352525842523,26.4237092954485,48.1477177156206,70.8238951590737,75.3843173981632,71.0330445024599,75.438958395793,78.1270186858922,76.6448154604238,67.0618450709063,60.498369251013,56.7703683898521,55.8859482957189,56.6810319407726,57.7702654262557,56.858283182358,56.858283182358,56.858283182358,56.858283182358
348,"HUN","Hungary",62.4282460100728,62.4282460100728,62.4282460100728,62.4282460100728,62.4282460100728,62.4282460100728,64.5097357247363,69.2490647639682,69.6891269700373,73.6587388134903,76.5604621107462,75.283549729389,72.2366222409539,71.2043746752241,69.795590234664,67.9251762078799,66.2270536262295,64.045261334012,62.7219461151062,64.1106379536542,63.1786730925856,62.3630354554718,59.9661034276329,58.9984359274741,60.3616714042,60.3616714042,60.3616714042,60.3616714042
352,"ISL","Iceland",51.4439170031533,51.4439170031533,51.4439170031533,51.4439170031533,51.4439170031533,51.4439170031533,51.4439170031533,51.4439170031533,51.4439170031533,51.4439170031533,54.3984856994184,52.8966864134877,55.0035244572428,51.7859769614143,46.6485093777878,40.5592522833334,37.1705530504967,30.1750320973949,26.4658953408327,26.7351698571257,31.2526779946048,40.0436816576373,51.8473365224754,59.2116991609127,66.2156120622436,66.2156120622436,66.2156120622436,66.2156120622436
356,"IND","India",58.3701493193709,58.3701493193709,58.3701493193709,58.3701493193709,58.3701493193709,62.4157419837726,64.101685892972,65.3628364903348,66.6985012380617,67.7841936198444,69.1538495919408,70.1563006836094,68.9947832809992,64.5765658202924,60.4765899045121,58.45609240257,55.7451483689505,52.0573459874433,51.8702856854521,51.2471333426932,53.3192855838158,58.5324785881291,64.2595189496896,65.9200753871812,65.9403024428928,65.9403024428928,65.9403024428928,65.9403024428928
360,"IDN","Indonesia",42.8318419753275,42.8318419753275,42.8318419753275,42.8318419753275,42.8318419753275,40.1048465712941,34.6868578421074,28.888894347026,25.2083944153575,24.64632202246,30.759060100758,37.9982940271019,44.7644939671258,49.3252584152524,48.677734752204,51.3930575620945,47.8338643104412,44.0940825701765,51.1354335990495,56.6714546167491,58.5801269243373,58.3229787649292,59.9691843634431,58.2818649566914,53.1840234778046,53.1840234778046,53.1840234778046,53.1840234778046
364,"IRN","Iran",10.8445166169271,10.8445166169271,10.8445166169271,10.8445166169271,10.8445166169271,8.73216360940603,8.40866129468891,13.8829093078805,20.9997914360801,20.8494211436288,21.2821542901158,23.2356121848921,31.7450337608448,37.6247990177871,34.0586844335011,34.2579850269311,33.2269810495884,29.9903481600207,27.7526221990618,24.7695739104181,20.139398004857,20.0742623695764,23.0077351809391,18.3969299285759,9.7034224933773,9.7034224933773,9.7034224933773,9.7034224933773
368,"IRQ","Iraq",88.3947238661804,88.3947238661804,88.3947238661804,88.3947238661804,88.3947238661804,100,100,100,80.2751615126257,62.1935278110736,39.8643865670959,31.0360689075388,38.5563682444121,43.720277271909,48.7631481407135,60.0587055916548,63.6059958658909,64.8869298490639,36.4625415464509,22.3313117023743,8.87089348935677,0.900658626049733,11.2700617410087,11.0144505839481,9.65118114686091,9.65118114686091,9.65118114686091,9.65118114686091
372,"IRL","Ireland",80.182450392848,80.182450392848,80.182450392848,80.182450392848,80.182450392848,85.4718534249757,86.9953398562241,89.0355559830138,88.6761988622529,86.7211089325265,87.2484394539963,86.4101301030196,86.4797616626813,82.6464409968245,76.9756619468663,71.7579324880207,67.2449395495565,61.0768501750967,55.519598626146,55.6510789221806,67.2386727349184,75.275498857086,87.3058272600745,98.9563935405782,100,100,100,100
833,"IMN","Isle of Man",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
376,"ISR","Israel",37.1000614606861,37.1000614606861,37.1000614606861,37.1000614606861,37.1000614606861,37.1000614606861,37.1000614606861,37.1000614606861,37.1000614606861,37.1000614606861,42.1887843059782,44.5716546142108,47.0790396240693,46.2939013552954,50.9221631964531,52.8792133116844,50.7244599415846,47.2398897014869,46.913814783431,52.0819066996273,55.4048599188888,56.8406272924006,59.2742613297685,58.5237403267973,59.6805785400229,59.6805785400229,59.6805785400229,59.6805785400229
380,"ITA","Italy",40.6088524594054,40.6088524594054,40.6088524594054,40.6088524594054,40.6088524594054,40.6385819067726,41.2799446387411,41.5973810733832,39.7460443886568,39.8195734923144,38.2315286325748,38.9630338964137,40.6414892605157,42.1393600203691,44.8623452526235,47.4682884378792,51.784145123436,55.4737851002824,57.3408812168103,60.2869470354133,58.7889784799635,58.0267667682357,57.0258643959977,55.0557707220537,53.9778185365382,53.9778185365382,53.9778185365382,53.9778185365382
388,"JAM","Jamaica",15.6958002641951,15.6958002641951,15.6958002641951,15.6958002641951,15.6958002641951,9.40988243741057,5.64998342133808,7.81924424071467,14.7891585669243,25.1807232132719,33.0182313429415,35.6038828393966,40.7207227343884,44.3794363758104,58.9234149725973,68.3506161971566,70.3977935935804,73.6594012622396,69.2493029883756,68.8150715360322,64.9874655744339,54.212697929695,48.3223800061799,37.7977087130265,38.669978822577,38.669978822577,38.669978822577,38.669978822577
392,"JPN","Japan",31.9901173076942,31.9901173076942,31.9901173076942,31.9901173076942,31.9901173076942,32.4157662936166,35.2935143884408,36.656694199651,37.8939682923848,36.402272676343,36.036405050793,36.8050659321238,37.6477972574076,40.7024364436637,42.1337903837473,41.8691172267515,41.2258150065874,37.9531155717573,34.1416350510697,31.7607972479042,33.3728437925807,35.7250041962474,38.0911118664828,41.3083483652042,46.5136084260283,46.5136084260283,46.5136084260283,46.5136084260283
832,"JEY","Jersey",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
400,"JOR","Jordan",39.3938864952707,39.3938864952707,39.3938864952707,39.3938864952707,39.3938864952707,39.4568328892917,42.4440019288552,41.9450977275449,44.4584354477567,41.9810558341013,41.4220953449034,43.0352959397258,45.4442671375304,51.4636671945973,58.355025014576,63.6372899680785,66.2431950364143,62.2576745633291,57.6228014728924,47.4898832780899,37.3061997783523,33.0593851622447,27.085385168653,37.1734800812487,46.3671556915084,46.3671556915084,46.3671556915084,46.3671556915084
398,"KAZ","Kazakhstan",77.5591649986341,77.5591649986341,77.5591649986341,77.5591649986341,77.5591649986341,93.4988145957024,100,100,100,86.3534561157932,74.3613828522422,66.7020776751987,60.1851954706329,50.6710720688781,49.8958679342501,45.7066992821706,44.7716664260335,48.646921368364,55.6656747909163,61.5350588773966,69.3357548381764,72.5643951489364,69.5182071207306,61.8557337999966,60.4304228450026,60.4304228450026,60.4304228450026,60.4304228450026
404,"KEN","Kenya",36.2254757899488,36.2254757899488,36.2254757899488,36.2254757899488,36.2254757899488,35.3750749357081,40.7892441493172,43.5907538740616,44.0291258953948,43.0528375626849,44.5817718007271,49.1776587358424,40.2423537697302,29.2310176090969,18.8301411781057,15.7283714540453,17.7593083003853,23.8161052405547,32.7690052040774,41.0609789928013,52.2072623507086,65.795090397578,69.1213588562775,68.7732363170749,62.8036651227737,62.8036651227737,62.8036651227737,62.8036651227737
296,"KIR","Kiribati",20.4499022241703,20.4499022241703,20.4499022241703,20.4499022241703,20.4499022241703,25.6096698282749,34.8616148378658,29.1461465368586,18.1019990450957,5.61991747658661,0,0,0,0,0,0,5.55240285990709,22.6125656911805,40.2441255803659,47.4131734901311,51.1157638007679,47.7697243664307,49.1156258881219,41.5845198663218,27.8465241012738,27.8465241012738,27.8465241012738,27.8465241012738
689,"XKX","Kosovo",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
414,"KWT","Kuwait",39.7895659301935,39.7895659301935,39.7895659301935,39.7895659301935,39.7895659301935,39.7895659301935,39.7895659301935,48.1704414523505,49.1194685746802,49.211364339696,51.1844305778294,57.0262252334416,59.0821048697692,63.806517560974,59.0429819778203,50.4498556019469,44.179864878341,33.6731494337659,29.5797499117121,31.2854636578553,29.3381057127306,29.282577491699,30.4024868646209,32.198150244027,28.6448294839925,28.6448294839925,28.6448294839925,28.6448294839925
417,"KGZ","Kyrgyzstan",51.5877732572083,51.5877732572083,51.5877732572083,51.5877732572083,51.5877732572083,73.0850567431919,95.7511573988083,93.7415188825799,87.4880507911055,76.6544261717223,71.7257471320935,64.0149489332888,57.3705035269721,45.0769393872452,42.6130918783622,42.0692042316894,45.499407196492,31.8175255262541,25.0897737844447,19.5916224340483,16.9849497595129,22.6488274822019,30.3410131307107,29.6385188476069,37.513783144453,37.513783144453,37.513783144453,37.513783144453
418,"LAO","Laos",76.4936417238923,76.4936417238923,76.4936417238923,76.4936417238923,76.4936417238923,78.1665095724092,78.9347265860823,76.8070544721044,75.0774665398368,71.2457803287941,69.3134192981952,67.9503978263703,65.4512185509838,66.0954740589273,67.3606727846857,65.6427339326797,66.6265102131841,65.2481405855068,62.7624297329136,60.1771722142635,45.6857902527057,21.8726427283105,0,0,0,0,0,0
428,"LVA","Latvia",100,100,100,100,100,100,100,100,100,100,100,95.6716616731709,89.8642721766463,82.0733412324468,69.4883723525041,53.1343938532302,41.7744596645954,35.829920111042,31.5060568229382,29.6397453642122,32.2309696737044,38.1045446386918,49.350153432618,62.0814649169307,65.6129013531632,65.6129013531632,65.6129013531632,65.6129013531632
422,"LBN","Lebanon",43.4510382220579,43.4510382220579,43.4510382220579,43.4510382220579,43.4510382220579,20.8230713451406,18.6302848001163,19.1679355696075,17.3647568662876,25.5681054924614,34.9024891257438,55.0225067244758,72.496282274978,76.2489822969899,71.7402634858193,74.7356054524409,71.7483142407777,63.748235273645,49.039111184086,35.4319389283468,19.9960244508298,11.0266857728797,11.8445789606454,24.228158225266,25.0827092626967,25.0827092626967,25.0827092626967,25.0827092626967
426,"LSO","Lesotho",61.3908639809517,61.3908639809517,61.3908639809517,61.3908639809517,61.3908639809517,53.5726444443138,49.0213689616941,45.1446724442176,41.9345977152029,40.9229265266117,39.7104691081816,43.5814092655076,49.7164859188713,60.0475851176546,55.8990519581473,54.2085209078844,53.4054695237133,55.400910742743,58.0786829406012,60.3311092492229,61.6841648612899,64.6351018559318,58.8351718880035,53.8810308604631,46.8889656212709,46.8889656212709,46.8889656212709,46.8889656212709
430,"LBR","Liberia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72491330759406,22.3828599354346,48.6304272111558,55.2914539360998,50.9944505674557,40.5214081594628,26.7239531773421,20.6689336247738,18.0771968594269,10.2037616496761,10.2037616496761,10.2037616496761,10.2037616496761
434,"LBY","Libya",77.5708283442391,77.5708283442391,77.5708283442391,77.5708283442391,77.5708283442391,77.5708283442391,77.5708283442391,77.5708283442391,77.5708283442391,77.5708283442391,77.5708283442391,77.5708283442391,77.5708283442391,77.5708283442391,81.612378765154,79.1077526676818,48.9130784035075,42.3076296325226,30.7512936334685,10.1450231569122,0,0,12.2273165595966,30.724373411297,57.7831120810789,57.7831120810789,57.7831120810789,57.7831120810789
438,"LIE","Liechtenstein",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
440,"LTU","Lithuania",100,100,100,100,100,100,100,100,100,100,100,96.6159876894057,89.9767680859706,81.1307855614469,72.0528555125339,65.6725527314175,54.8073975833336,45.0743050938548,45.2994936225949,44.6174205997872,42.6466137311592,44.9889675374347,45.7232649023483,51.1607904811187,56.1950259123231,56.1950259123231,56.1950259123231,56.1950259123231
442,"LUX","Luxembourg",100,100,100,100,100,100,100,99.4291636991728,80.7224854245465,55.6892978080599,40.5614206339658,28.2063778821532,27.2762770398086,32.177985581323,39.0101599233134,46.1536520786932,53.5656850478999,58.9137093118264,65.4527058221776,67.6560606247681,70.3323340739053,75.8503238508087,82.3583495683914,83.8539456147389,81.9637576510703,81.9637576510703,81.9637576510703,81.9637576510703
446,"MAC","Macao",2.11865168350343,2.11865168350343,2.11865168350343,2.11865168350343,2.11865168350343,0,0,0,18.3474543894118,42.4080468581166,69.1353132075328,97.6834489839978,100,100,100,100,100,100,100,100,100,78.3456390516607,50.5168381844491,30.980484477677,0,0,0,0
450,"MDG","Madagascar",38.7067469806186,38.7067469806186,38.7067469806186,38.7067469806186,38.7067469806186,49.1564153850509,59.3365364695195,62.4537054786831,63.3736302791767,66.330650850811,61.2115914485141,58.7504705208496,55.5313421318241,54.6928823709289,49.8540974470222,45.6921894725663,47.9402653995486,44.5154262223917,42.1731752696341,45.7068447092297,43.5324191425164,44.9085350037427,47.7705488043547,55.1567134424017,58.9823179477549,58.9823179477549,58.9823179477549,58.9823179477549
454,"MWI","Malawi",57.8802306127137,57.8802306127137,57.8802306127137,57.8802306127137,57.8802306127137,56.4805031631209,55.4862115203397,44.3191354308386,37.5626805862683,28.2190276594507,25.667012874329,25.4324498564699,29.1503526737003,32.7170426731069,41.3234946283176,47.5046944668789,51.6998586013845,49.8045010399685,47.573763420714,46.8714694083869,43.6981553713207,38.7722780474136,34.2296816405787,25.78101929142,23.3261949421113,23.3261949421113,23.3261949421113,23.3261949421113
458,"MYS","Malaysia",35.013817325762,35.013817325762,35.013817325762,35.013817325762,35.013817325762,37.3847548596231,33.9961707823008,33.2633876047978,25.9553821395775,22.0692528027537,16.20640292015,18.7879652002516,23.1317892264424,24.3178914797474,32.6085127338478,39.9905997375301,46.3374718828145,53.5190279415204,51.960710969328,49.4336471354498,50.3978931180941,51.1478024010602,56.4886804616951,57.8072975076876,58.0462254320965,58.0462254320965,58.0462254320965,58.0462254320965
462,"MDV","Maldives",0,0,0,0,0,0,0,0,0,0,0,0,0,10.054065943127,11.3336119516116,14.6687510499531,17.4262662616298,5.23473284626338,18.3257650087081,14.9243916265454,12.1334949828479,10.0376499867199,14.7844297373881,25.7093423426751,30.9843689123995,30.9843689123995,30.9843689123995,30.9843689123995
466,"MLI","Mali",44.5671922066222,44.5671922066222,44.5671922066222,44.5671922066222,44.5671922066222,37.6109322153976,46.956819142444,51.9726262065338,58.3549864131425,58.1911809989706,56.9022830372501,56.4747442809169,55.1281024118078,51.4579523424839,47.5523737715166,37.686156186376,37.3522759318067,34.8662319990457,34.42897728046,31.9909769793125,32.0445516880496,32.0237478126069,33.7411853742566,34.5832820514451,38.2815458358484,38.2815458358484,38.2815458358484,38.2815458358484
470,"MLT","Malta",79.164246805246,79.164246805246,79.164246805246,79.164246805246,79.164246805246,91.5300815501355,93.2584593422664,98.5980663656325,81.6765245463005,68.0815670305149,58.4771580123203,52.7764454362612,39.5628742894111,39.5076015752683,34.784059130797,47.2535959734109,48.3880391657165,53.6742568620482,61.9839414570401,70.0911935599517,92.6869119888848,100,100,100,100,100,100,100
584,"MHL","Marshall Islands",17.8346303971257,17.8346303971257,17.8346303971257,17.8346303971257,17.8346303971257,6.91551988357774,0,0,0,0,4.24875038962487,7.36620177070701,9.08859926373124,4.63146109540313,5.36726631122306,3.49251834124161,4.70543986647604,6.41259677689973,12.8274855638427,13.1409964926935,19.4128984339914,23.7633733686165,29.4607446369584,29.9270393108352,14.888735854145,14.888735854145,14.888735854145,14.888735854145
478,"MRT","Mauritania",28.5601919129364,28.5601919129364,28.5601919129364,28.5601919129364,28.5601919129364,17.6094141902065,5.77852879603577,0,0,0.780689895166105,14.3477358515875,35.6284177142943,48.6393319965699,62.5165449582487,68.7498052995363,66.5379496356335,61.3953153563624,52.8112957644219,46.3083582360453,38.7448514178506,32.7606842905633,33.7151365379567,31.1393206060749,35.400615911195,37.157300964647,37.157300964647,37.157300964647,37.157300964647
480,"MUS","Mauritius",44.5447574758291,44.5447574758291,44.5447574758291,44.5447574758291,44.5447574758291,40.0506160602729,37.8006558821293,33.2310822820335,29.7395575726142,34.0630433018667,33.291095277994,30.779993352601,33.4366895706489,38.1093914652846,41.4548221964641,42.6028990316848,46.2142646649092,49.3242018058405,51.9419894033865,55.1459311927441,56.5743641122001,53.768976875376,50.8411111073417,49.3728101268846,49.1765668043287,49.1765668043287,49.1765668043287,49.1765668043287
484,"MEX","Mexico",31.0690867766304,31.0690867766304,31.0690867766304,31.0690867766304,31.0690867766304,32.7168967369337,33.6209029755828,35.7161083017453,35.129925981233,37.3787835720573,33.8468598705365,31.6834714229707,28.9420609829496,24.0921641582724,19.8678283350449,22.5411741406521,27.8044004043394,34.0034584910255,37.7366842384559,44.9448949972377,51.9845332632021,57.4552367292713,63.0199579617511,64.7440967293427,60.776962698455,60.776962698455,60.776962698455,60.776962698455
583,"FSM","Micronesia",0,0,0,0,0,0,0,0,0,17.6024816513034,30.0391505876303,40.2440347789518,37.8270434445139,42.7787700951575,33.883441985067,43.7459164098577,43.5227254876935,40.8718454509182,28.8586728313001,14.8350219682546,11.7349255891389,11.1098719894935,7.98513981839793,11.7682160641651,0,0,0,0
498,"MDA","Moldova",100,100,100,100,100,100,100,100,100,100,100,100,94.7919619419493,83.7049533454878,78.2311999244969,78.0508340955476,76.9879706124915,75.2202747765252,73.3875842733054,73.1261231124443,71.1299739551499,68.283106181919,64.1143138763184,55.1063885191268,52.1872656072239,52.1872656072239,52.1872656072239,52.1872656072239
492,"MCO","Monaco",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
