"code","iso","country","GIB.ind.1995","GIB.ind.1996","GIB.ind.1997","GIB.ind.1998","GIB.ind.1999","GIB.ind.2000","GIB.ind.2001","GIB.ind.2002","GIB.ind.2003","GIB.ind.2004","GIB.ind.2005","GIB.ind.2006","GIB.ind.2007","GIB.ind.2008","GIB.ind.2009","GIB.ind.2010","GIB.ind.2011","GIB.ind.2012","GIB.ind.2013","GIB.ind.2014","GIB.ind.2015","GIB.ind.2016","GIB.ind.2017","GIB.ind.2018","GIB.ind.2019","GIB.ind.2020","GIB.ind.2021","GIB.ind.2022"
140,"CAF","Central African Republic",25.6166690739155,25.6166690739155,25.6166690739155,25.6166690739155,25.6166690739155,24.5422219844252,37.2356957542091,52.8651152794278,45.598822948807,51.7495922878514,57.9719493457959,55.7528636421619,54.4471840070468,45.1311166029917,61.660631088793,57.7086972948401,62.4705895340168,86.537885910989,55.4554369204309,37.6138654485716,19.3386206497933,1.46367225025259,0,0,5.10699860699886,5.10699860699886,5.10699860699886,5.10699860699886
148,"TCD","Chad",0,0,0,0,0,0,9.47191378340275,27.1108178152319,36.6604558503883,60.8761726281067,84.6524124147586,95.8137679232853,100,100,99.6185697354546,85.2517770279107,73.0933158086054,58.6226047446041,44.6548390105496,42.0751010798121,42.2026756475796,32.6739720730798,19.0798861033338,5.22767566696386,0,0,0,0
152,"CHL","Chile",35.1480821535738,35.1480821535738,35.1480821535738,35.1480821535738,35.1480821535738,26.7536869666171,29.7459752595341,36.1226629122576,44.7049069431227,51.7601309912591,59.8161223709245,64.9318642032511,63.8132780420171,62.9303219452317,57.1334031812029,53.5911354423771,52.2262139398229,50.544615086056,50.3431710714694,52.3291856778894,53.5347361489869,54.0193582084467,51.2039655878463,48.9365094564625,47.499487254415,47.499487254415,47.499487254415,47.499487254415
156,"CHN","China",100,100,100,100,100,100,100,100,92.8628865695572,82.0800853033159,68.1371342618094,55.04598741134,47.9380857007261,46.2114938785374,48.1992053601813,52.5350105877677,58.2735185580841,65.4764216972174,70.368130547793,72.9701124318064,75.432180262895,78.4825555590263,83.2631118271136,87.2693614708701,89.932919517178,89.932919517178,89.932919517178,89.932919517178
170,"COL","Colombia",57.8322859820688,57.8322859820688,57.8322859820688,57.8322859820688,57.8322859820688,56.4465479889969,54.1472230428825,50.5026738239671,47.3529854072237,47.2267540109834,50.4130966960608,55.4464454160687,60.3446781846083,60.5673888825833,59.263601239818,56.1449900800228,55.7377662487638,55.34973270778,52.5632405505075,53.0650505619613,54.7284579368085,52.8183018260475,55.5369298111742,55.263354423421,49.3630290639056,49.3630290639056,49.3630290639056,49.3630290639056
174,"COM","Comoros",15.0707734778795,15.0707734778795,15.0707734778795,15.0707734778795,15.0707734778795,22.6991414387753,24.5432903028056,30.8718345706788,36.044655760814,36.2778800576768,37.6273534920922,33.1712384512691,38.160914309788,37.7936778601189,33.6825322730321,33.5311053471712,35.1382346547917,36.6159823067768,34.967980197643,34.2281692636168,32.0811552273906,24.2208824863232,23.9134032400558,23.3276283710402,24.8604335978126,24.8604335978126,24.8604335978126,24.8604335978126
184,"COK","Cook Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
188,"CRI","Costa Rica",63.3400316928626,63.3400316928626,63.3400316928626,63.3400316928626,63.3400316928626,69.2171032252752,70.8741931242259,69.6926783443566,68.2575952780171,61.8499518651934,62.6872403172917,63.1894845261782,60.1966411865432,57.2519745954057,55.1666347502677,57.8427257457549,61.1415440031332,63.7417416852791,62.0650056062774,60.1884288273732,61.8629927627532,62.2715999305933,59.3708876570789,53.2389710327264,43.2263096117155,43.2263096117155,43.2263096117155,43.2263096117155
384,"CIV","Cote d'Ivoire",22.5558287851589,22.5558287851589,22.5558287851589,22.5558287851589,22.5558287851589,24.794220147082,24.1150538091265,23.5140357891061,24.7446787279124,24.9184046966491,16.0740629427486,10.9141965771093,9.18845384660247,15.6784647037913,32.102448782022,42.3989923796922,40.2584408394146,34.7455711352706,36.4659179106464,40.6459649892281,43.2541535057429,41.6405468352025,45.4334424250629,52.7133675616609,66.4859401227261,66.4859401227261,66.4859401227261,66.4859401227261
191,"HRV","Croatia",42.1140882218806,42.1140882218806,42.1140882218806,42.1140882218806,42.1140882218806,42.1140882218806,42.1140882218806,42.1140882218806,42.1140882218806,42.1140882218806,42.2328412580644,45.9377632418205,46.4667043854501,49.7541904485516,51.0511107291759,53.4124305662791,53.8850586761338,56.5401795140332,57.1757304609499,57.3023924374812,56.6718583102997,57.1401010478394,54.4226545565511,56.2256228933948,57.9734447871939,57.9734447871939,57.9734447871939,57.9734447871939
192,"CUB","Cuba",28.4279507874971,28.4279507874971,28.4279507874971,28.4279507874971,28.4279507874971,38.1878261940826,47.5594162629272,59.4841321382133,67.1710813297065,74.689764513111,79.7195864524189,85.0837398716302,92.8465351940262,94.4043426276374,93.1912980358052,84.4365095468819,80.1617170795505,72.0265657657279,64.9047653924987,58.6178015467585,55.9777193719683,57.0598004628086,65.7466977517789,70.2284187052976,72.0737881670053,72.0737881670053,72.0737881670053,72.0737881670053
531,"CUW","Curacao",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
196,"CYP","Cyprus",44.4114614769759,44.4114614769759,44.4114614769759,44.4114614769759,44.4114614769759,49.1701077406643,53.6801985034098,57.6433427875253,52.8201078336415,47.5166021240674,54.3434508455002,53.5844513811014,53.7235274900578,51.6331271825088,51.4057692108558,50.2984965069775,51.2924950830071,52.3106650756104,48.4810852412666,43.8929471204758,42.6782508008324,41.9199355572046,41.9099551315966,43.8260316529321,46.5894358036816,46.5894358036816,46.5894358036816,46.5894358036816
203,"CZE","Czech Republic",78.4805408875988,78.4805408875988,78.4805408875988,78.4805408875988,78.4805408875988,75.9342480361978,69.4017244379824,65.653806535483,60.1777807842191,60.5095494840951,64.5264569829077,69.4965884241649,72.3461771833673,76.5213973280767,79.9856501089645,77.1651480491214,74.1825450315974,70.975325506189,65.0904760087817,63.0218358502302,61.4528760956461,59.6609216194383,60.9117535453078,65.9743255321332,68.4480424446294,68.4480424446294,68.4480424446294,68.4480424446294
180,"COD","Dem. Rep. Congo",0,0,0,0,0,2.01581815370665,8.98568756199502,7.40521686361244,0,0,0,1.96495192414694,17.4495393557205,32.703111409042,50.6703606599699,64.7267424019573,76.8363942614649,76.8257333724874,72.4434093029882,68.0826479472428,66.5183938680553,63.4421518601622,61.4367055923224,61.9256198827046,61.2631227770163,61.2631227770163,61.2631227770163,61.2631227770163
208,"DNK","Denmark",51.1944868692577,51.1944868692577,51.1944868692577,51.1944868692577,51.1944868692577,66.8024615513171,70.5768417827417,77.53052958576,75.5992231081137,76.2664432919333,81.4722041138273,68.672726056709,64.6282600892785,61.2553547871834,59.6131045783407,59.8282908062765,62.3226790635251,66.4911735919949,62.7853147306738,67.1800919011406,76.7601145245871,77.8783385129693,83.0755130126096,85.9783224362638,88.625293668961,88.625293668961,88.625293668961,88.625293668961
262,"DJI","Djibouti",0,0,0,0,0,0,0,5.21933603111921,13.0733703675921,23.6566314554272,31.731128882398,38.8538782265337,44.0955432347299,49.4206967439895,54.7729160572958,56.691719778364,62.4563921373085,65.1318418625638,63.3420576304353,68.0444594136518,70.8547829067055,73.4755035089014,73.6303645194228,76.1116900726031,80.8080226129362,80.8080226129362,80.8080226129362,80.8080226129362
212,"DMA","Dominica",19.8284790090998,19.8284790090998,19.8284790090998,19.8284790090998,19.8284790090998,16.6196465961963,15.3704666516661,22.4843255081327,21.8198325185642,13.5821197099284,5.17544830521091,3.89683136871771,0,17.2691558162491,29.039008958532,33.4885900346527,40.2070885476323,46.8586895851193,49.8742369986368,47.4010402276131,41.8751989245993,39.690191688094,29.7280046544548,28.0832053911347,29.0749418124387,29.0749418124387,29.0749418124387,29.0749418124387
214,"DOM","Dominican Republic",35.2368502580068,35.2368502580068,35.2368502580068,35.2368502580068,35.2368502580068,41.8353745712269,43.4189721005322,46.0978022072362,48.6657081159231,57.3034146639245,62.6833685645325,64.7813327970334,66.1197547663247,67.0367220083044,69.6137110149702,72.3785569038545,72.0214780182534,66.6915268120752,59.408356928963,57.8843046052399,59.1153691854327,61.2129422159477,63.5771199552558,65.7189566579491,66.0515634240884,66.0515634240884,66.0515634240884,66.0515634240884
218,"ECU","Ecuador",30.5530592794834,30.5530592794834,30.5530592794834,30.5530592794834,30.5530592794834,38.4882052678557,45.3801470734438,43.3785561251785,34.81897886316,44.0740872718769,42.1381433530596,38.4929839510188,39.2297528389917,45.9353949641373,44.8377959636914,46.2449325751498,45.1335444075969,48.5051512781109,48.5602222999926,46.6241283626373,47.7110204386769,50.3514960323062,49.2405910212419,52.965841881719,50.7021501262502,50.7021501262502,50.7021501262502,50.7021501262502
818,"EGY","Egypt",31.6580801965094,31.6580801965094,31.6580801965094,31.6580801965094,31.6580801965094,34.2469590490128,38.872457855726,44.1948899000811,39.1378251499834,40.119907259406,34.8614489144123,33.2321134621398,32.1992306057074,31.2510044360925,32.6615176643833,35.2357503485082,40.7961087547175,48.167098400034,51.9693319693451,53.9217619372294,54.2094066545803,52.6158903240918,49.0648072856168,48.5341423554203,49.9453948456918,49.9453948456918,49.9453948456918,49.9453948456918
222,"SLV","El Salvador",26.1865031794883,26.1865031794883,26.1865031794883,26.1865031794883,26.1865031794883,33.730262090287,32.4038031433523,32.4703900814616,32.0580778479532,30.5559785359738,31.4020905383134,33.0354875406512,30.0218549230471,32.9326335920167,35.7059943033521,42.9586608911912,48.8678061884467,52.6113589956746,58.5632513032088,61.8524440461864,61.3891692645719,60.27767699361,60.6915693965006,57.4579429102999,49.8517439214959,49.8517439214959,49.8517439214959,49.8517439214959
226,"GNQ","Equatorial Guinea",0,0,0,0,0,18.5651543721819,100,100,100,100,100,100,100,100,100,100,100,100,89.9794678494481,79.6958490397032,66.5897898888386,50.254728185381,42.118792423061,27.353657021891,18.255694727177,18.255694727177,18.255694727177,18.255694727177
232,"ERI","Eritrea",54.5372586320526,54.5372586320526,54.5372586320526,54.5372586320526,54.5372586320526,54.5372586320526,54.5372586320526,34.2613670744478,23.4283008979622,22.1787680721115,22.0089151536007,24.8685829908266,25.7524750825513,19.735133093304,20.2117465356257,17.2564548375063,33.7774010990384,50.2765817745803,52.0742945546803,67.5324485029357,65.0250745488761,67.798605887269,59.0175182441285,42.9627159267161,31.4249130310141,31.4249130310141,31.4249130310141,31.4249130310141
233,"EST","Estonia",100,100,100,100,100,100,100,100,100,100,100,96.8872840180766,90.4806673629348,84.4739410349142,74.371186997881,57.4531649295177,42.7621777820816,36.1650443935041,21.321381235165,11.9147296834744,14.5168255554232,26.2454441786225,39.0475507170506,49.8572104138068,72.1026058353807,72.1026058353807,72.1026058353807,72.1026058353807
748,"SWZ","Eswatini",51.3263211819287,51.3263211819287,51.3263211819287,51.3263211819287,51.3263211819287,49.5934532211459,50.2470249694552,50.7281050746277,61.5329782141654,61.2607914210119,62.7731860230755,74.2356509706168,76.2664592621305,77.9244239054595,75.983184788221,77.8400521970086,81.1058072375775,78.6073910945245,69.3999419553061,71.8340775259203,72.1539581360882,70.049868261404,68.5826929035695,65.0358874225477,64.6050235268864,64.6050235268864,64.6050235268864,64.6050235268864
