"code","iso","country","GHP.ind.1995","GHP.ind.1996","GHP.ind.1997","GHP.ind.1998","GHP.ind.1999","GHP.ind.2000","GHP.ind.2001","GHP.ind.2002","GHP.ind.2003","GHP.ind.2004","GHP.ind.2005","GHP.ind.2006","GHP.ind.2007","GHP.ind.2008","GHP.ind.2009","GHP.ind.2010","GHP.ind.2011","GHP.ind.2012","GHP.ind.2013","GHP.ind.2014","GHP.ind.2015","GHP.ind.2016","GHP.ind.2017","GHP.ind.2018","GHP.ind.2019","GHP.ind.2020","GHP.ind.2021","GHP.ind.2022"
140,"CAF","Central African Republic",44.8393571936668,42.4326983655614,42.8727270105666,40.6908938054006,45.037211840663,41.3742802295191,47.8622472406774,52.4652772978292,44.7561309215627,49.3513978427922,48.330194178589,48.7169657557822,48.413847964391,47.2375011914608,54.8440537842854,51.5881593365403,49.7976007069045,54.4476688038385,52.5131000402132,53.4180644805572,53.1300264612023,50.5727102397854,53.30714894903,52.8763143584664,56.9651403702558,56.9651403702558,56.9651403702558,56.9651403702558
148,"TCD","Chad",57.3232541518933,54.9844087737926,55.2609879231308,55.5187249665776,54.593119453944,53.0624294687189,56.9860259954021,55.8781122170823,55.2785147227523,54.1592985267904,53.5011431127267,53.8274649505828,53.3541536088917,53.4773649993354,53.7328515205066,52.9679545297055,52.3535923975784,52.0943438849971,51.7961449212184,51.1463768944741,49.9877852858861,48.7662862449291,48.6223952244813,47.7886581079891,47.6572769983382,47.6572769983382,47.6572769983382,47.6572769983382
152,"CHL","Chile",49.0977409317882,46.3003277456314,43.6243784432333,43.5863339853446,42.1390809547888,43.1884691369908,45.4589478594866,45.0082759406637,45.0517338067868,43.6895378484582,43.5897005191858,42.9788932111322,41.0411260782698,40.9706308745632,43.1372968155773,42.410952913479,40.4268960076808,39.9464200677122,39.9967727650201,41.7316889325012,41.0411971331556,40.6588434586827,40.9373677710923,40.9568974946264,41.1465294413598,41.1465294413598,41.1465294413598,41.1465294413598
156,"CHN","China",55.4821276714941,54.7428862267279,55.054551141469,56.3811275787142,56.2710123164056,55.781446034192,55.3343262654047,53.0445144997578,49.0272761670275,45.3226847889232,42.2232193938763,39.5179758514591,37.8491347868835,36.226456610255,35.0353222261617,32.7874037735675,30.0985491778812,29.4945569376608,28.9291069618327,28.6715191959318,29.1175349782232,29.5960037102016,29.2265533198525,28.8377868589165,27.9768501933846,27.9768501933846,27.9768501933846,27.9768501933846
170,"COL","Colombia",55.0653557072521,55.5353910128504,54.6394403816369,54.5938529378612,58.1159819859055,57.8120460013345,57.8722246237222,58.3705436376442,58.1577160351488,59.0183316865812,58.0920831623537,57.9189666716048,57.9899385546793,57.0981937639359,56.110241089451,55.2110252281925,56.0432367546917,56.0037620820643,54.6222871888392,54.55791178444,55.9719315739452,53.9139847228238,55.5218018477966,55.0035209094944,53.7005389530335,53.7005389530335,53.7005389530335,53.7005389530335
174,"COM","Comoros",100,100,100,100,100,100,100,100,100,100,100,99.555320798604,100,100,100,100,100,100,99.5635047039838,100,100,99.0223867601023,97.5869448179608,97.2555455662409,98.6487635863582,98.6487635863582,98.6487635863582,98.6487635863582
184,"COK","Cook Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
188,"CRI","Costa Rica",64.3373103023547,64.9963619458653,64.8322596674613,64.4472562404963,65.3933225162394,66.8404985826395,67.1601625038456,66.2151416763834,65.5060928091017,65.6025474273802,66.731565063515,66.4270400707899,63.8172744224387,63.5041988034655,64.6861279228221,65.2565583839088,65.2669565095752,65.9499352191106,65.2127606762591,65.2230359856388,66.0748690772379,64.565446503647,63.9750215858879,62.7254743931982,61.0347487453471,61.0347487453471,61.0347487453471,61.0347487453471
384,"CIV","Cote d'Ivoire",92.7579312053581,91.192097144573,91.7782686325305,93.2846764718374,94.9434291922794,94.3153236204682,92.5808408961384,92.2627310257037,96.344491767415,94.7766155582159,92.5291033012985,94.2020648092801,94.8201226296411,96.0229560634673,98.8215743724779,98.1093066839032,96.685892984435,94.1342229523294,92.5729230964911,93.8054322631952,94.6272212235779,90.9443527540344,92.763562432783,93.3380373593017,93.7283000575946,93.7283000575946,93.7283000575946,93.7283000575946
191,"HRV","Croatia",45.7899566877083,45.5125087946214,42.8279300149048,42.6642239039242,42.3318242996124,42.5749075560523,40.1572964439643,38.9082140220595,37.1232059613889,36.5964611956156,36.4838820184882,35.5668235860062,33.8470999705878,34.9485745867324,38.0215158490776,38.6009995949884,39.0187282290807,41.6044636051657,42.2644613832284,42.8270484216314,41.6891554003014,41.6742546436764,40.2716465109878,41.1427801646299,40.920291327468,40.920291327468,40.920291327468,40.920291327468
192,"CUB","Cuba",54.1921029534071,52.8070232006112,54.2250102570828,55.0158890577335,54.8694814167888,54.4326712352227,54.9962696198589,54.7391043091627,55.364016912761,56.1277259438995,56.1088727778772,55.2278145579363,55.3973560530859,53.8162171533841,53.49901664293,50.3056747693733,52.9302000909556,52.8357157099155,53.8937962432536,54.1053068153039,53.5687397844833,54.3397419414851,56.752187104356,56.0956609632289,55.687280144237,55.687280144237,55.687280144237,55.687280144237
531,"CUW","Curacao",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
