"code","iso","country","CHA.ind.1995","CHA.ind.1996","CHA.ind.1997","CHA.ind.1998","CHA.ind.1999","CHA.ind.2000","CHA.ind.2001","CHA.ind.2002","CHA.ind.2003","CHA.ind.2004","CHA.ind.2005","CHA.ind.2006","CHA.ind.2007","CHA.ind.2008","CHA.ind.2009","CHA.ind.2010","CHA.ind.2011","CHA.ind.2012","CHA.ind.2013","CHA.ind.2014","CHA.ind.2015","CHA.ind.2016","CHA.ind.2017","CHA.ind.2018","CHA.ind.2019","CHA.ind.2020","CHA.ind.2021","CHA.ind.2022"
192,"CUB","Cuba",50.8714259524356,50.8714259524356,50.8714259524356,50.8714259524356,50.8714259524356,50.6553724886133,51.0150088974459,50.1851916639066,54.5193842377719,57.8013210635228,69.5191397476191,68.2821402181492,64.8267066471567,60.1267835913689,52.2589851914812,50.0098720850197,47.6793191826889,45.4525894408359,42.5323846067302,41.7213102846496,46.5913328332123,49.4804317314814,55.8997651373446,61.8251993461011,62.8015280297523,62.8015280297523,62.8015280297523,62.8015280297523
531,"CUW","Curacao",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
196,"CYP","Cyprus",28.9375997527514,28.9375997527514,28.9375997527514,28.9375997527514,28.9375997527514,30.1714390970246,30.8857221427409,30.9742923665248,33.0266287941714,35.26007159278,38.9537909729971,43.1157622784013,46.4921473906318,49.0847476258034,52.0023212262179,30.615979118332,13.471565996026,2.42134201119181,0,0,4.54054324524141,13.0522319556154,23.7105038065126,37.5603767776964,51.1302806029083,51.1302806029083,51.1302806029083,51.1302806029083
203,"CZE","Czech Republic",100,100,100,100,100,100,96.5322227479381,85.4383713811843,73.9969802229022,69.5071826190558,70.7010322842929,63.329488834193,57.5444889112154,55.723619771779,62.0384418805207,62.7160788472435,62.0092495040594,60.7024304142448,63.3233958386945,66.0511658416983,69.7283241970091,72.2933561150881,75.8392802755605,80.2732551483615,84.5189671239581,84.5189671239581,84.5189671239581,84.5189671239581
180,"COD","Dem. Rep. Congo",53.0877755226935,53.0877755226935,53.0877755226935,53.0877755226935,53.0877755226935,52.7016870108544,52.6195536761958,49.3025472337718,39.95782488203,29.2198352102233,18.5100589450899,14.0061808401483,14.6134879340402,15.3371241105133,21.3823156400814,27.2046596767909,34.6892242512151,29.6749316092979,22.1530623454742,13.9606953614037,7.5927450302633,2.8739602590985,0.960641999117001,3.35563325630051,7.32787136998381,7.32787136998381,7.32787136998381,7.32787136998381
208,"DNK","Denmark",52.7510333897584,52.7510333897584,52.7510333897584,52.7510333897584,52.7510333897584,56.8437830628269,55.1133185047227,54.9552425258562,53.7121900093138,55.1304555961789,56.2629546158187,57.3972988714461,57.2305108624998,58.2543773278527,63.5627799974408,63.0580262619071,60.5670655585129,59.4607074152913,58.841895703284,59.4359218585216,58.7860131349246,59.8192760616501,59.1781061313907,56.8792121885023,57.518849505276,57.518849505276,57.518849505276,57.518849505276
262,"DJI","Djibouti",21.7175540941432,21.7175540941432,21.7175540941432,21.7175540941432,21.7175540941432,21.7175540941432,23.3565067918111,25.7778062676952,27.7515135950772,31.2742759074962,32.9318543701182,34.4287244930903,35.9170173524874,36.9958407655695,38.1905828989019,39.7595600110058,40.8380311329259,41.5911275360996,41.7517237090885,41.0783513075592,40.3841583040027,37.9502073849304,34.8046311622649,32.3829468738794,32.556166346968,32.556166346968,32.556166346968,32.556166346968
212,"DMA","Dominica",47.6867905385536,47.6867905385536,47.6867905385536,47.6867905385536,47.6867905385536,47.5680084506966,48.0305089061412,48.4589967557527,48.2555816246774,47.7513894898307,47.2809121433752,46.571067726846,45.4305475104501,44.3027288307313,43.5653739921628,42.9448481293977,42.2636274731982,41.9527918421005,41.9671274446329,42.0199188624161,42.4156207766193,43.1522355992546,43.8311743851556,44.3609157167246,44.516402095345,44.516402095345,44.516402095345,44.516402095345
214,"DOM","Dominican Republic",37.0101912834668,37.0101912834668,37.0101912834668,37.0101912834668,37.0101912834668,41.1817338936724,40.7592568926329,41.4505401553608,41.4875153545166,39.0507559183641,38.5396842123475,35.9693283595439,28.5403643682531,20.5825646637025,16.9333388214645,16.6069550916656,16.0685541744019,16.5617456402718,20.0927323915243,21.6654899448354,26.7335872109988,32.3127383305454,33.9089937444792,34.6854416650332,34.1309575629151,34.1309575629151,34.1309575629151,34.1309575629151
218,"ECU","Ecuador",23.8350578619703,23.8350578619703,23.8350578619703,23.8350578619703,23.8350578619703,36.0663215899326,45.5903829643877,52.1930105328471,57.2559839791614,55.4770718420898,52.5577184671356,47.4141901321598,41.7903170866915,40.1105752964099,35.9659378027614,36.3046731148364,35.0289255606848,35.074158946966,34.8612669196166,35.1684477757368,38.510806577293,41.8661231350629,46.9413091763661,55.0388143533964,58.5130837142015,58.5130837142015,58.5130837142015,58.5130837142015
818,"EGY","Egypt",34.0259211685265,34.0259211685265,34.0259211685265,34.0259211685265,34.0259211685265,39.4658139868482,36.3957364659257,34.7226241566491,32.2440446939518,30.5104557586954,23.5402617941771,15.7380291926867,10.0612521613967,10.5650881740817,11.5712522547748,19.7489548963267,27.6022731459895,34.760716711768,44.0026073086914,56.0381927730268,69.1649097001082,74.5474489798642,69.601197886349,63.3165441778069,53.408154170243,53.408154170243,53.408154170243,53.408154170243
222,"SLV","El Salvador",40.0036344288263,40.0036344288263,40.0036344288263,40.0036344288263,40.0036344288263,47.2623048248368,49.1247179442249,47.7833623340135,48.3350962092372,46.7342332623601,47.9894369886963,43.1679990451692,39.3358365764438,42.1097290901286,44.4504675201156,55.3679645679139,72.000536607646,78.9320696814478,95.2779279520724,97.7914242283727,94.0380691806545,87.0863042821683,78.917609870673,73.4558032010101,71.4260060329653,71.4260060329653,71.4260060329653,71.4260060329653
226,"GNQ","Equatorial Guinea",0,0,0,0,0,0,0,0,0,0,0,0,5.2487013050885,7.7840884944107,17.3298512239565,25.0741646345467,24.2294645125475,38.0406493132825,49.5342557334725,56.3888408497376,60.396243731521,64.4666821773799,60.3730893321613,56.5036777712319,55.3028854252287,55.3028854252287,55.3028854252287,55.3028854252287
