"code","iso","country","SHI.ind.1995","SHI.ind.1996","SHI.ind.1997","SHI.ind.1998","SHI.ind.1999","SHI.ind.2000","SHI.ind.2001","SHI.ind.2002","SHI.ind.2003","SHI.ind.2004","SHI.ind.2005","SHI.ind.2006","SHI.ind.2007","SHI.ind.2008","SHI.ind.2009","SHI.ind.2010","SHI.ind.2011","SHI.ind.2012","SHI.ind.2013","SHI.ind.2014","SHI.ind.2015","SHI.ind.2016","SHI.ind.2017","SHI.ind.2018","SHI.ind.2019","SHI.ind.2020","SHI.ind.2021","SHI.ind.2022"
222,"SLV","El Salvador",100,100,100,100,100,100,100,98.6627043090638,97.9197622585438,96.5824665676077,95.0965824665676,93.4621099554235,92.4219910846953,91.2332838038632,89.5988112927191,88.5586924219912,87.221396731055,86.1812778603268,85.1411589895988,84.2496285289747,84.2496285289747,84.2496285289747,84.2496285289747,84.2496285289747,84.2496285289747,84.2496285289747,84.2496285289747,84.2496285289747
226,"GNQ","Equatorial Guinea",100,100,100,100,100,100,100,99.25705794948,98.959881129272,96.5824665676077,96.2852897473997,95.0965824665676,93.6106983655274,92.5705794947994,92.1248142644874,87.3699851411591,85.8841010401188,85.5869242199109,84.1010401188708,82.1693907875185,82.1693907875185,82.1693907875185,82.1693907875185,82.1693907875185,82.1693907875185,82.1693907875185,82.1693907875185,82.1693907875185
232,"ERI","Eritrea",100,100,100,100,100,100,100,99.8514115898959,99.702823179792,98.959881129272,99.1084695393759,98.959881129272,98.959881129272,98.8112927191679,98.6627043090638,98.6627043090638,98.6627043090638,98.6627043090638,98.51411589896,97.3254086181277,97.3254086181277,97.3254086181277,97.3254086181277,97.3254086181277,97.3254086181277,97.3254086181277,97.3254086181277,97.3254086181277
233,"EST","Estonia",100,100,100,100,100,100,100,98.6627043090638,98.0683506686479,94.6508172362556,93.4621099554235,92.4219910846953,90.6389301634473,88.8558692421991,87.5185735512629,84.3982169390788,81.8722139673106,80.5349182763744,79.3462109955424,78.3060921248144,78.3060921248144,78.3060921248144,78.3060921248144,78.3060921248144,78.3060921248144,78.3060921248144,78.3060921248144,78.3060921248144
748,"SWZ","Eswatini",100,100,100,100,100,100,100,92.5705794947994,85.4383358098068,79.6433878157503,79.9405646359585,80.6835066864785,79.7919762258544,79.1976225854383,78.1575037147103,78.1575037147103,77.5631500742941,77.4145616641903,76.9687964338782,76.3744427934621,76.3744427934621,76.3744427934621,76.3744427934621,76.3744427934621,76.3744427934621,76.3744427934621,76.3744427934621,76.3744427934621
231,"ETH","Ethiopia",100,100,100,100,100,100,100,99.702823179792,99.4056463595839,98.2169390787518,98.0683506686479,97.7711738484397,97.4739970282318,97.1768202080238,97.1768202080238,97.0282317979197,96.8796433878158,96.7310549777118,96.4338781575038,95.5423476968797,95.5423476968797,95.5423476968797,95.5423476968797,95.5423476968797,95.5423476968797,95.5423476968797,95.5423476968797,95.5423476968797
234,"FRO","Faeroe Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,"FLK","Falkland Islands",100,100,100,100,100,100,100,99.25705794948,98.959881129272,96.7310549777118,96.7310549777118,96.8796433878158,96.4338781575038,95.6909361069836,94.5022288261515,94.5022288261515,94.3536404160476,93.6106983655274,93.6106983655274,93.4621099554235,93.4621099554235,93.4621099554235,93.4621099554235,93.4621099554235,93.4621099554235,93.4621099554235,93.4621099554235,93.4621099554235
242,"FJI","Fiji",100,100,100,100,100,100,100,99.702823179792,99.25705794948,98.2169390787518,97.6225854383358,97.0282317979197,96.4338781575038,95.6909361069836,94.9479940564635,94.0564635958394,93.9078751857356,93.6106983655274,92.7191679049035,88.707280832095,88.707280832095,88.707280832095,88.707280832095,88.707280832095,88.707280832095,88.707280832095,88.707280832095,88.707280832095
246,"FIN","Finland",100,100,100,100,100,100,100,97.1768202080238,95.0965824665676,87.964338781575,85.8841010401188,83.8038632986626,80.0891530460624,75.92867756315,72.3625557206538,71.1738484398217,69.6879643387815,67.9049034175335,65.9732540861812,61.8127786032691,61.8127786032691,61.8127786032691,61.8127786032691,61.8127786032691,61.8127786032691,61.8127786032691,61.8127786032691,61.8127786032691
250,"FRA","France",100,100,100,100,100,100,100,98.2169390787518,96.1367013372956,93.6106983655274,93.3135215453194,92.8677563150074,92.5705794947994,91.9762258543833,91.5304606240714,90.6389301634473,90.1931649331353,89.8959881129271,89.4502228826153,88.707280832095,88.707280832095,88.707280832095,88.707280832095,88.707280832095,88.707280832095,88.707280832095,88.707280832095,88.707280832095
258,"PYF","French Polynesia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,"GAB","Gabon",100,100,100,100,100,100,100,99.4056463595839,99.1084695393759,98.6627043090638,98.51411589896,98.3655274888559,98.3655274888559,98.2169390787518,98.0683506686479,98.0683506686479,97.9197622585438,97.6225854383358,97.0282317979197,96.5824665676077,96.5824665676077,96.5824665676077,96.5824665676077,96.5824665676077,96.5824665676077,96.5824665676077,96.5824665676077,96.5824665676077
270,"GMB","Gambia",100,100,100,100,100,100,100,99.1084695393759,98.0683506686479,94.9479940564635,94.6508172362556,93.7592867756315,92.5705794947994,91.9762258543833,91.8276374442794,91.9762258543833,92.2734026745915,92.2734026745915,91.8276374442794,90.1931649331353,90.1931649331353,90.1931649331353,90.1931649331353,90.1931649331353,90.1931649331353,90.1931649331353,90.1931649331353,90.1931649331353
268,"GEO","Georgia",100,100,100,100,100,100,100,99.5542347696879,99.4056463595839,98.959881129272,98.6627043090638,98.51411589896,97.9197622585438,97.3254086181277,97.0282317979197,96.8796433878158,96.5824665676077,96.2852897473997,95.9881129271917,95.3937592867756,95.3937592867756,95.3937592867756,95.3937592867756,95.3937592867756,95.3937592867756,95.3937592867756,95.3937592867756,95.3937592867756
276,"DEU","Germany",100,100,100,100,100,100,100,96.2852897473997,92.5705794947994,88.4101040118871,88.261515601783,87.964338781575,87.667161961367,87.0728083209509,86.7756315007429,86.6270430906388,86.478454680535,86.1812778603268,86.1812778603268,86.1812778603268,86.1812778603268,86.1812778603268,86.1812778603268,86.1812778603268,86.1812778603268,86.1812778603268,86.1812778603268,86.1812778603268
288,"GHA","Ghana",100,100,100,100,100,100,100,98.6627043090638,96.1367013372956,93.7592867756315,92.2734026745915,91.0846953937594,90.0445765230312,89.5988112927191,88.8558692421991,87.964338781575,86.478454680535,85.735512630015,85.2897473997029,84.5468053491827,84.5468053491827,84.5468053491827,84.5468053491827,84.5468053491827,84.5468053491827,84.5468053491827,84.5468053491827,84.5468053491827
300,"GRC","Greece",100,100,100,100,100,100,100,99.702823179792,97.6225854383358,97.3254086181277,96.8796433878158,95.8395245170876,95.2451708766717,92.2734026745915,91.0846953937594,90.7875185735512,90.4903417533432,90.3417533432391,90.1931649331353,89.7473997028232,89.7473997028232,89.7473997028232,89.7473997028232,89.7473997028232,89.7473997028232,89.7473997028232,89.7473997028232,89.7473997028232
304,"GRL","Greenland",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
308,"GRD","Grenada",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
320,"GTM","Guatemala",100,100,100,100,100,100,100,94.6508172362556,88.4101040118871,79.1976225854383,71.6196136701338,64.4873699851412,52.1545319465082,43.3878157503715,32.6894502228826,25.55720653789,19.3164933135215,4.90341753343236,0,0,0,0,0,0,0,0,0,0
831,"GGY","Guernsey",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
324,"GIN","Guinea",100,100,100,100,100,100,100,98.959881129272,98.959881129272,98.3655274888559,97.7711738484397,97.0282317979197,95.8395245170876,94.9479940564635,93.7592867756315,92.4219910846953,91.2332838038632,90.3417533432391,85.8841010401188,83.2095096582467,83.2095096582467,83.2095096582467,83.2095096582467,83.2095096582467,83.2095096582467,83.2095096582467,83.2095096582467,83.2095096582467
624,"GNB","Guinea-Bissau",100,100,100,100,100,100,100,99.1084695393759,98.959881129272,97.6225854383358,96.1367013372956,95.2451708766717,92.1248142644874,89.7473997028232,85.5869242199109,82.9123328380386,77.7117384843982,75.92867756315,71.1738484398217,69.5393759286776,69.5393759286776,69.5393759286776,69.5393759286776,69.5393759286776,69.5393759286776,69.5393759286776,69.5393759286776,69.5393759286776
328,"GUY","Guyana",100,100,100,100,100,100,100,99.8514115898959,99.702823179792,95.9881129271917,95.9881129271917,95.9881129271917,95.9881129271917,95.8395245170876,95.5423476968797,95.3937592867756,95.2451708766717,94.9479940564635,94.7994056463597,94.5022288261515,94.5022288261515,94.5022288261515,94.5022288261515,94.5022288261515,94.5022288261515,94.5022288261515,94.5022288261515,94.5022288261515
332,"HTI","Haiti",100,100,100,100,100,100,100,96.2852897473997,91.5304606240714,87.221396731055,84.5468053491827,81.4264487369985,79.7919762258544,75.6315007429421,72.8083209509659,68.3506686478456,63.4472511144132,57.8008915304606,53.6404160475482,44.4279346210997,44.4279346210997,44.4279346210997,44.4279346210997,44.4279346210997,44.4279346210997,44.4279346210997,44.4279346210997,44.4279346210997
336,"VAT","Holy See",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
340,"HND","Honduras",100,100,100,100,100,100,100,95.8395245170876,92.5705794947994,88.5586924219912,83.5066864784547,78.9004457652303,71.9167904903418,66.8647845468053,59.1381872213968,52.4517087667162,44.1307578008915,38.7815750371471,31.5007429420506,24.6656760772661,24.6656760772661,24.6656760772661,24.6656760772661,24.6656760772661,24.6656760772661,24.6656760772661,24.6656760772661,24.6656760772661
344,"HKG","Hong Kong",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,"HUN","Hungary",100,100,100,100,100,100,100,97.1768202080238,93.7592867756315,89.5988112927191,89.5988112927191,89.4502228826153,89.4502228826153,88.8558692421991,88.707280832095,88.707280832095,88.8558692421991,88.8558692421991,88.8558692421991,88.5586924219912,88.5586924219912,88.5586924219912,88.5586924219912,88.5586924219912,88.5586924219912,88.5586924219912,88.5586924219912,88.5586924219912
352,"ISL","Iceland",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
356,"IND","India",100,100,100,100,100,100,100,99.25705794948,98.51411589896,98.0683506686479,97.3254086181277,96.4338781575038,95.5423476968797,94.3536404160476,93.1649331352155,92.1248142644874,90.7875185735512,89.4502228826153,87.8157503714711,86.0326894502229,86.0326894502229,86.0326894502229,86.0326894502229,86.0326894502229,86.0326894502229,86.0326894502229,86.0326894502229,86.0326894502229
360,"IDN","Indonesia",100,100,100,100,100,100,100,97.3254086181277,95.2451708766717,91.6790490341753,88.4101040118871,83.9524517087667,79.6433878157503,75.3343239227341,70.4309063893017,66.5676077265973,61.9613670133729,55.5720653789005,51.7087667161962,47.1025260029718,47.1025260029718,47.1025260029718,47.1025260029718,47.1025260029718,47.1025260029718,47.1025260029718,47.1025260029718,47.1025260029718
364,"IRN","Iran",100,100,100,100,100,100,100,99.5542347696879,99.1084695393759,98.3655274888559,98.2169390787518,98.0683506686479,97.9197622585438,97.7711738484397,97.4739970282318,97.3254086181277,96.8796433878158,96.4338781575038,96.2852897473997,95.8395245170876,95.8395245170876,95.8395245170876,95.8395245170876,95.8395245170876,95.8395245170876,95.8395245170876,95.8395245170876,95.8395245170876
368,"IRQ","Iraq",100,100,100,100,100,100,100,99.8514115898959,99.5542347696879,99.702823179792,99.5542347696879,99.5542347696879,99.4056463595839,99.25705794948,99.25705794948,99.1084695393759,98.959881129272,98.8112927191679,98.3655274888559,98.0683506686479,98.0683506686479,98.0683506686479,98.0683506686479,98.0683506686479,98.0683506686479,98.0683506686479,98.0683506686479,98.0683506686479
372,"IRL","Ireland",100,100,100,100,100,100,100,99.1084695393759,97.9197622585438,96.8796433878158,96.8796433878158,97.0282317979197,97.0282317979197,96.8796433878158,96.7310549777118,96.7310549777118,96.7310549777118,96.7310549777118,97.0282317979197,96.8796433878158,96.8796433878158,96.8796433878158,96.8796433878158,96.8796433878158,96.8796433878158,96.8796433878158,96.8796433878158,96.8796433878158
833,"IMN","Isle of Man",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
376,"ISR","Israel",100,100,100,100,100,100,100,97.4739970282318,95.6909361069836,94.0564635958394,92.5705794947994,89.7473997028232,88.261515601783,86.3298662704309,85.2897473997029,83.8038632986626,82.7637444279347,81.8722139673106,78.9004457652303,76.9687964338782,76.9687964338782,76.9687964338782,76.9687964338782,76.9687964338782,76.9687964338782,76.9687964338782,76.9687964338782,76.9687964338782
380,"ITA","Italy",100,100,100,100,100,100,100,98.51411589896,97.4739970282318,96.1367013372956,95.2451708766717,94.5022288261515,93.6106983655274,92.5705794947994,91.9762258543833,91.5304606240714,91.0846953937594,90.6389301634473,90.0445765230312,89.1530460624071,89.1530460624071,89.1530460624071,89.1530460624071,89.1530460624071,89.1530460624071,89.1530460624071,89.1530460624071,89.1530460624071
388,"JAM","Jamaica",100,100,100,100,100,100,100,98.3655274888559,98.8112927191679,96.1367013372956,88.261515601783,85.735512630015,83.8038632986626,80.5349182763744,76.9687964338782,71.9167904903418,69.8365527488856,65.5274888558694,62.5557206537891,53.7890044576523,53.7890044576523,53.7890044576523,53.7890044576523,53.7890044576523,53.7890044576523,53.7890044576523,53.7890044576523,53.7890044576523
392,"JPN","Japan",100,100,100,100,100,100,100,99.1084695393759,98.2169390787518,97.1768202080238,94.9479940564635,93.4621099554235,89.8959881129271,87.221396731055,83.8038632986626,80.3863298662706,77.5631500742941,74.739970282318,71.7682020802377,68.7964338781576,68.7964338781576,68.7964338781576,68.7964338781576,68.7964338781576,68.7964338781576,68.7964338781576,68.7964338781576,68.7964338781576
832,"JEY","Jersey",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
400,"JOR","Jordan",100,100,100,100,100,100,100,99.5542347696879,99.4056463595839,99.1084695393759,98.51411589896,97.9197622585438,96.7310549777118,96.4338781575038,96.1367013372956,95.3937592867756,95.0965824665676,94.5022288261515,93.1649331352155,92.1248142644874,92.1248142644874,92.1248142644874,92.1248142644874,92.1248142644874,92.1248142644874,92.1248142644874,92.1248142644874,92.1248142644874
398,"KAZ","Kazakhstan",100,100,100,100,100,100,100,99.4056463595839,99.1084695393759,98.959881129272,98.959881129272,98.8112927191679,98.51411589896,98.3655274888559,97.9197622585438,97.6225854383358,97.4739970282318,97.3254086181277,97.3254086181277,97.1768202080238,97.1768202080238,97.1768202080238,97.1768202080238,97.1768202080238,97.1768202080238,97.1768202080238,97.1768202080238,97.1768202080238
404,"KEN","Kenya",100,100,100,100,100,100,100,98.8112927191679,98.0683506686479,97.0282317979197,96.2852897473997,94.9479940564635,93.6106983655274,92.4219910846953,91.8276374442794,90.6389301634473,89.7473997028232,88.707280832095,87.8157503714711,85.4383358098068,85.4383358098068,85.4383358098068,85.4383358098068,85.4383358098068,85.4383358098068,85.4383358098068,85.4383358098068,85.4383358098068
296,"KIR","Kiribati",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
689,"XKX","Kosovo",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
414,"KWT","Kuwait",100,100,100,100,100,100,100,98.0683506686479,97.3254086181277,97.0282317979197,95.9881129271917,95.0965824665676,94.3536404160476,93.9078751857356,93.6106983655274,93.1649331352155,92.8677563150074,92.5705794947994,92.1248142644874,91.6790490341753,91.6790490341753,91.6790490341753,91.6790490341753,91.6790490341753,91.6790490341753,91.6790490341753,91.6790490341753,91.6790490341753
417,"KGZ","Kyrgyzstan",100,100,100,100,100,100,100,98.51411589896,97.6225854383358,96.7310549777118,96.4338781575038,95.8395245170876,94.6508172362556,93.6106983655274,93.4621099554235,93.3135215453194,93.6106983655274,93.3135215453194,93.6106983655274,93.4621099554235,93.4621099554235,93.4621099554235,93.4621099554235,93.4621099554235,93.4621099554235,93.4621099554235,93.4621099554235,93.4621099554235
418,"LAO","Laos",100,100,100,100,100,100,100,93.4621099554235,88.1129271916791,85.8841010401188,80.5349182763744,74.5913818722141,67.3105497771174,60.921248142645,50.8172362555721,41.0104011887073,34.3239227340268,27.0430906389303,16.3447251114414,6.98365527488854,6.98365527488854,6.98365527488854,6.98365527488854,6.98365527488854,6.98365527488854,6.98365527488854,6.98365527488854,6.98365527488854
428,"LVA","Latvia",100,100,100,100,100,100,100,99.1084695393759,97.6225854383358,94.0564635958394,92.7191679049035,90.6389301634473,88.261515601783,85.4383358098068,83.9524517087667,81.2778603268944,77.8603268945023,76.5230312035662,75.92867756315,76.0772659732541,76.0772659732541,76.0772659732541,76.0772659732541,76.0772659732541,76.0772659732541,76.0772659732541,76.0772659732541,76.0772659732541
422,"LBN","Lebanon",100,100,100,100,100,100,100,99.5542347696879,98.3655274888559,98.3655274888559,96.8796433878158,94.9479940564635,94.0564635958394,91.0846953937594,90.7875185735512,90.0445765230312,89.4502228826153,89.0044576523032,87.8157503714711,84.6953937592868,84.6953937592868,84.6953937592868,84.6953937592868,84.6953937592868,84.6953937592868,84.6953937592868,84.6953937592868,84.6953937592868
426,"LSO","Lesotho",100,100,100,100,100,100,100,99.25705794948,98.2169390787518,97.6225854383358,97.7711738484397,97.7711738484397,97.7711738484397,97.6225854383358,97.1768202080238,97.0282317979197,97.1768202080238,97.1768202080238,96.4338781575038,94.3536404160476,94.3536404160476,94.3536404160476,94.3536404160476,94.3536404160476,94.3536404160476,94.3536404160476,94.3536404160476,94.3536404160476
430,"LBR","Liberia",100,100,100,100,100,100,100,92.7191679049035,90.4903417533432,65.0817236255573,64.1901931649332,63.893016344725,61.8127786032691,60.921248142645,58.8410104011888,54.0861812778603,52.0059435364041,50.2228826151561,46.6567607726597,42.3476968796435,42.3476968796435,42.3476968796435,42.3476968796435,42.3476968796435,42.3476968796435,42.3476968796435,42.3476968796435,42.3476968796435
434,"LBY","Libya",100,100,100,100,100,100,100,99.4056463595839,99.25705794948,99.25705794948,99.25705794948,98.8112927191679,98.51411589896,98.3655274888559,98.3655274888559,98.0683506686479,97.9197622585438,98.2169390787518,97.6225854383358,97.7711738484397,97.7711738484397,97.7711738484397,97.7711738484397,97.7711738484397,97.7711738484397,97.7711738484397,97.7711738484397,97.7711738484397
438,"LIE","Liechtenstein",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
440,"LTU","Lithuania",100,100,100,100,100,100,100,99.4056463595839,98.959881129272,97.7711738484397,96.8796433878158,96.4338781575038,95.9881129271917,95.2451708766717,94.3536404160476,94.0564635958394,93.3135215453194,93.0163447251115,92.5705794947994,90.7875185735512,90.7875185735512,90.7875185735512,90.7875185735512,90.7875185735512,90.7875185735512,90.7875185735512,90.7875185735512,90.7875185735512
442,"LUX","Luxembourg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,"MAC","Macao",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
450,"MDG","Madagascar",100,100,100,100,100,100,100,94.3536404160476,90.7875185735512,86.3298662704309,82.1693907875185,80.5349182763744,70.8766716196138,65.6760772659732,57.2065378900447,52.3031203566123,38.9301634472512,31.5007429420506,14.7102526002973,0,0,0,0,0,0,0,0,0
454,"MWI","Malawi",100,100,100,100,100,100,100,98.959881129272,98.0683506686479,97.1768202080238,96.8796433878158,96.8796433878158,96.4338781575038,95.8395245170876,95.5423476968797,95.2451708766717,94.7994056463597,94.2050520059435,93.4621099554235,92.8677563150074,92.8677563150074,92.8677563150074,92.8677563150074,92.8677563150074,92.8677563150074,92.8677563150074,92.8677563150074,92.8677563150074
458,"MYS","Malaysia",100,100,100,100,100,100,100,96.8796433878158,94.9479940564635,90.3417533432391,83.3580980683506,76.5230312035662,67.4591381872215,58.3952451708767,44.5765230312035,31.6493313521547,19.1679049034176,0.59435364041614,0,0,0,0,0,0,0,0,0,0
462,"MDV","Maldives",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
466,"MLI","Mali",100,100,100,100,100,100,100,99.25705794948,99.1084695393759,98.51411589896,98.51411589896,98.51411589896,98.2169390787518,98.0683506686479,97.9197622585438,97.7711738484397,97.4739970282318,97.3254086181277,97.1768202080238,97.0282317979197,97.0282317979197,97.0282317979197,97.0282317979197,97.0282317979197,97.0282317979197,97.0282317979197,97.0282317979197,97.0282317979197
470,"MLT","Malta",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
584,"MHL","Marshall Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
478,"MRT","Mauritania",100,100,100,100,100,100,100,99.8514115898959,99.702823179792,99.25705794948,99.1084695393759,98.51411589896,98.51411589896,98.2169390787518,97.7711738484397,95.3937592867756,94.3536404160476,94.5022288261515,94.3536404160476,94.5022288261515,94.5022288261515,94.5022288261515,94.5022288261515,94.5022288261515,94.5022288261515,94.5022288261515,94.5022288261515,94.5022288261515
480,"MUS","Mauritius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,"MEX","Mexico",100,100,100,100,100,100,100,97.9197622585438,95.9881129271917,93.7592867756315,91.5304606240714,89.3016344725112,86.7756315007429,84.2496285289747,80.9806835066865,78.7518573551262,76.0772659732541,73.1054977711738,69.8365527488856,67.9049034175335,67.9049034175335,67.9049034175335,67.9049034175335,67.9049034175335,67.9049034175335,67.9049034175335,67.9049034175335,67.9049034175335
583,"FSM","Micronesia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
498,"MDA","Moldova",100,100,100,100,100,100,100,94.0564635958394,87.8157503714711,81.4264487369985,81.4264487369985,81.2778603268944,81.2778603268944,80.6835066864785,80.6835066864785,80.6835066864785,80.6835066864785,80.6835066864785,80.6835066864785,80.6835066864785,80.6835066864785,80.6835066864785,80.6835066864785,80.6835066864785,80.6835066864785,80.6835066864785,80.6835066864785,80.6835066864785
492,"MCO","Monaco",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
496,"MNG","Mongolia",100,100,100,100,100,100,100,99.8514115898959,99.5542347696879,98.3655274888559,98.2169390787518,98.0683506686479,97.7711738484397,97.1768202080238,96.8796433878158,96.2852897473997,95.5423476968797,94.5022288261515,94.2050520059435,93.9078751857356,93.9078751857356,93.9078751857356,93.9078751857356,93.9078751857356,93.9078751857356,93.9078751857356,93.9078751857356,93.9078751857356
499,"MNE","Montenegro",100,100,100,100,100,100,100,99.4056463595839,98.3655274888559,94.5022288261515,94.2050520059435,93.4621099554235,92.5705794947994,87.221396731055,82.3179791976226,81.4264487369985,79.6433878157503,78.6032689450224,77.5631500742941,75.92867756315,75.92867756315,75.92867756315,75.92867756315,75.92867756315,75.92867756315,75.92867756315,75.92867756315,75.92867756315
504,"MAR","Morocco",100,100,100,100,100,100,100,97.7711738484397,96.8796433878158,92.8677563150074,92.1248142644874,91.2332838038632,87.667161961367,84.8439821693909,82.9123328380386,82.4665676077265,82.0208023774147,81.7236255572065,81.4264487369985,80.8320950965824,80.8320950965824,80.8320950965824,80.8320950965824,80.8320950965824,80.8320950965824,80.8320950965824,80.8320950965824,80.8320950965824
508,"MOZ","Mozambique",100,100,100,100,100,100,100,97.6225854383358,97.0282317979197,95.9881129271917,95.6909361069836,95.5423476968797,95.0965824665676,93.6106983655274,93.0163447251115,92.4219910846953,91.8276374442794,91.2332838038632,91.0846953937594,91.0846953937594,91.0846953937594,91.0846953937594,91.0846953937594,91.0846953937594,91.0846953937594,91.0846953937594,91.0846953937594,91.0846953937594
104,"MMR","Myanmar",100,100,100,100,100,100,100,96.1367013372956,95.0965824665676,92.7191679049035,91.3818722139673,89.7473997028232,87.8157503714711,86.0326894502229,82.6151560178306,80.5349182763744,79.1976225854383,76.2258543833582,71.9167904903418,68.0534918276374,68.0534918276374,68.0534918276374,68.0534918276374,68.0534918276374,68.0534918276374,68.0534918276374,68.0534918276374,68.0534918276374
516,"NAM","Namibia",100,100,100,100,100,100,100,99.1084695393759,98.51411589896,95.6909361069836,95.2451708766717,93.9078751857356,93.4621099554235,92.2734026745915,90.1931649331353,88.8558692421991,86.924219910847,86.7756315007429,86.6270430906388,86.478454680535,86.478454680535,86.478454680535,86.478454680535,86.478454680535,86.478454680535,86.478454680535,86.478454680535,86.478454680535
520,"NRU","Nauru",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
524,"NPL","Nepal",100,100,100,100,100,100,100,99.702823179792,99.4056463595839,99.25705794948,99.4056463595839,99.25705794948,98.959881129272,98.8112927191679,98.6627043090638,98.51411589896,98.3655274888559,98.0683506686479,97.9197622585438,97.4739970282318,97.4739970282318,97.4739970282318,97.4739970282318,97.4739970282318,97.4739970282318,97.4739970282318,97.4739970282318,97.4739970282318
528,"NLD","Netherlands",100,100,100,100,100,100,100,91.0846953937594,85.1411589895988,80.3863298662706,79.9405646359585,79.7919762258544,79.6433878157503,79.0490341753344,78.9004457652303,78.9004457652303,78.6032689450224,78.4546805349183,78.4546805349183,78.1575037147103,78.1575037147103,78.1575037147103,78.1575037147103,78.1575037147103,78.1575037147103,78.1575037147103,78.1575037147103,78.1575037147103
