"code","iso","country","SNM.ind.1995","SNM.ind.1996","SNM.ind.1997","SNM.ind.1998","SNM.ind.1999","SNM.ind.2000","SNM.ind.2001","SNM.ind.2002","SNM.ind.2003","SNM.ind.2004","SNM.ind.2005","SNM.ind.2006","SNM.ind.2007","SNM.ind.2008","SNM.ind.2009","SNM.ind.2010","SNM.ind.2011","SNM.ind.2012","SNM.ind.2013","SNM.ind.2014","SNM.ind.2015","SNM.ind.2016","SNM.ind.2017","SNM.ind.2018","SNM.ind.2019","SNM.ind.2020","SNM.ind.2021","SNM.ind.2022"
31,"AZE","Azerbaijan",39.6523754854298,49.4048803341684,49.3330259296114,47.7595911782664,53.1803407543614,14.7604725760941,35.1996892647564,47.9912296271437,42.8887852804877,54.9271438875531,51.0897672718832,55.9102992078535,53.2941894803285,61.9510247382847,43.4266779236567,38.2562627818476,55.2261048623112,58.173790300538,54.7307682761118,57.794748315328,64.346450975007,64.346450975007,64.346450975007,64.346450975007,64.346450975007,64.346450975007,64.346450975007,64.346450975007
44,"BHS","Bahamas",13.1628842501174,11.4950723737475,13.9758954429031,11.8431266070326,15.4171871038501,13.9194540784375,11.4262957932324,15.4367119703526,15.0942163827378,16.0219256392878,15.8608675420484,16.232834697133,18.1443119864338,17.9769196586161,17.0198202399144,19.6725401674204,19.6250278870502,13.8990920000145,15.306635936856,15.0162863761437,13.9784402714277,13.9784402714277,13.9784402714277,13.9784402714277,13.9784402714277,13.9784402714277,13.9784402714277,13.9784402714277
48,"BHR","Bahrain",36.1543216541998,43.0675962848738,42.228271884943,48.7049197019864,46.0780904174919,45.7980149801949,39.8615867409358,35.4885071403779,37.8954273104142,36.9854140331585,38.1120663243922,42.4218020387498,41.7161774121626,44.8574515189009,44.1606698889716,42.6518807848084,37.7920197097306,36.06850974988,34.8311076023022,33.7823747217841,33.2094929637623,33.2094929637623,33.2094929637623,33.2094929637623,33.2094929637623,33.2094929637623,33.2094929637623,33.2094929637623
50,"BGD","Bangladesh",31.6910744117223,32.7840168456801,36.1694141008182,36.133630403996,38.5560903786458,38.6928750666925,40.037539324199,40.828789736112,43.091805180633,43.5200454105123,43.9923382470969,43.9684351481901,46.8909439344313,46.4933952613005,48.6234332036393,50.015859031453,48.8991551613175,50.5311487234277,52.2791961237192,52.0227829017453,49.9212096948984,49.9212096948984,49.9212096948984,49.9212096948984,49.9212096948984,49.9212096948984,49.9212096948984,49.9212096948984
52,"BRB","Barbados",11.0227886109748,11.1417339343407,11.8979713010918,10.9542715970284,12.5719501549291,12.6485845144004,10.6854052559566,13.6886894277712,13.2574994219324,9.28885293359707,12.9604749722462,11.4595519485787,11.5593728969672,9.60622716821918,13.0425638628973,12.4512022231052,13.1522124520668,11.7700815493153,10.4536058443953,11.9956396301,11.8591204549602,11.8591204549602,11.8591204549602,11.8591204549602,11.8591204549602,11.8591204549602,11.8591204549602,11.8591204549602
112,"BLR","Belarus",30.2871080156791,32.8318681369,33.1376238432884,26.5794320173936,28.2661906683956,28.7807857003638,29.1723077848632,36.0259181450789,34.8353387403508,40.7622952442048,37.3516343886476,33.3966190385587,38.0329062018875,40.6014988760634,41.6728864910064,35.6309712133237,37.2403387180296,42.9753535251466,39.6564924261731,48.5245880999722,45.9194408687041,45.9194408687041,45.9194408687041,45.9194408687041,45.9194408687041,45.9194408687041,45.9194408687041,45.9194408687041
56,"BEL","Belgium",69.145264475468,69.145264475468,69.145264475468,69.145264475468,69.145264475468,69.145264475468,67.1382479777539,45.4693435863142,45.3355721673738,46.9566065894212,46.1055686598518,46.0674070354661,46.1476268069861,45.5797955816348,48.3999441994135,46.5851064017461,46.766785947121,46.3096939492625,47.1378538420275,47.8013300400019,47.3268559634707,47.3268559634707,47.3268559634707,47.3268559634707,47.3268559634707,47.3268559634707,47.3268559634707,47.3268559634707
84,"BLZ","Belize",32.5552245028217,39.2390795681887,39.5790526502671,32.3100554075975,34.9044508744996,33.3549006748019,40.0163525764449,20.0639836372186,16.9099923965824,33.8537004859884,29.9958475025819,34.235780042337,37.5820570593266,38.7512122569893,29.3674128551756,43.7372673730095,29.2200089669624,29.7538843398346,34.2771607673851,28.0510502759929,19.9205853512178,19.9205853512178,19.9205853512178,19.9205853512178,19.9205853512178,19.9205853512178,19.9205853512178,19.9205853512178
204,"BEN","Benin",39.3712912250836,39.7130250801935,38.9392997087295,40.1763261402588,35.8811950536465,41.1047596210447,41.0531150540684,40.2672818545704,41.7147952407518,41.3543061441175,41.778769299969,41.8107789134281,43.0144027550244,41.6123081754691,42.067760550202,42.4876915385584,44.3169680200237,42.9111177688226,43.4871953250748,43.0251962336735,42.7234785734854,42.7234785734854,42.7234785734854,42.7234785734854,42.7234785734854,42.7234785734854,42.7234785734854,42.7234785734854
60,"BMU","Bermuda",25.300994833762,24.0769430325604,25.5720771029722,26.4112019689672,27.1374005843128,27.2802678857036,27.5379359453299,25.3180369882082,26.595827601116,27.2977930022575,25.7868291107295,26.408043733306,27.832809440351,27.0151309760691,27.5579326137415,28.3905347399895,28.6214394891964,28.5276720333597,28.8896431497155,28.8074967875965,28.2819650010579,28.2819650010579,28.2819650010579,28.2819650010579,28.2819650010579,28.2819650010579,28.2819650010579,28.2819650010579
64,"BTN","Bhutan",33.57149757938,35.8691762539802,37.817687773413,38.584543352842,36.8113243207476,31.6967484951477,34.0084542428996,30.3568701364524,35.4711494514993,38.0723913764996,44.9162628059771,44.5004407041387,42.9063305269508,44.5480468698042,37.6509636184935,42.8755565515186,44.5074465859416,46.7008810388084,44.5820228031478,47.5567725118202,50.2061753621307,50.2061753621307,50.2061753621307,50.2061753621307,50.2061753621307,50.2061753621307,50.2061753621307,50.2061753621307
68,"BOL","Bolivia",54.5676898033668,52.7908080117323,54.2291063357255,54.8492723058271,56.6453537148111,57.2602605361826,56.9723147343341,56.9367611187273,57.3132434276374,60.9941159375689,59.56246400591,59.2417998747026,55.6967337894571,53.1333703543755,61.2152409433851,55.5972158196965,55.3233167986844,64.2640684842619,66.5788056866322,64.7323224331693,68.9320843223305,68.9320843223305,68.9320843223305,68.9320843223305,68.9320843223305,68.9320843223305,68.9320843223305,68.9320843223305
70,"BIH","Bosnia and Herzegovina",42.4145316414251,51.8439686098067,58.4356832367899,46.847777095784,45.3100191422817,44.137732189951,41.6656601280468,47.8976125434913,37.7834410441505,43.5306643580362,45.0962538137692,46.9549273470167,35.0011182131257,50.118978105456,35.2033248310155,30.3400294133409,26.6685073917048,22.0213222812851,27.9783316043565,26.4010760535493,25.141855031407,25.141855031407,25.141855031407,25.141855031407,25.141855031407,25.141855031407,25.141855031407,25.141855031407
72,"BWA","Botswana",9.37176622617103,11.7457056459846,7.41020040465278,5.27326904951214,5.411748895654,4.08637885643813,8.92151918941707,15.0363069322973,14.4994426831517,12.7062159623399,12.2296235653115,14.7773692057087,16.4350966476922,14.4562105267301,4.68027989241889,4.02060176758002,9.46445130997807,4.30892539005215,1.87504291188216,3.13961731003829,4.76211455502742,4.76211455502742,4.76211455502742,4.76211455502742,4.76211455502742,4.76211455502742,4.76211455502742,4.76211455502742
76,"BRA","Brazil",51.7371561934664,50.6566166402445,52.3205390240918,54.6060659772827,54.9235788889148,55.3582808960986,60.9812405805327,59.8502904521612,62.819080163993,61.3410144283555,63.7719759799164,62.1685819971799,62.7946806955972,65.6781829160574,61.3016417588639,62.1514483398205,61.3944893956002,62.4370887328743,62.8167567112745,64.3362704873095,65.0014499108433,65.0014499108433,65.0014499108433,65.0014499108433,65.0014499108433,65.0014499108433,65.0014499108433,65.0014499108433
92,"VGB","British Virgin Islands",7.82319176896397,7.92240951059865,7.99185334906093,8.08849844889532,7.87958098448622,7.8891343413255,7.90380151834512,7.91188431487579,7.93145008109137,7.91917265038362,7.94509890137115,8.36967043557217,7.97812333524152,8.00792271520007,8.02879269031784,8.03198508504479,8.0181316241754,7.2399121471293,8.05885785185089,8.09038104577303,2.27583659145706,2.27583659145706,2.27583659145706,2.27583659145706,2.27583659145706,2.27583659145706,2.27583659145706,2.27583659145706
96,"BRN","Brunei Darussalam",0.585119777166057,0.606929849221757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,"BGR","Bulgaria",59.0230388017943,43.267350812121,51.4337776098638,47.6254449722503,50.8636631900486,46.7177103235536,50.0051841819225,45.4845760541163,30.2803319167364,54.630909703321,51.3113253569632,57.4513579313298,53.7406005073739,62.376363119391,49.8445978931703,59.2240591017098,52.3824015302065,61.433889062909,67.3238024182095,66.7647869195214,63.6195582423829,63.6195582423829,63.6195582423829,63.6195582423829,63.6195582423829,63.6195582423829,63.6195582423829,63.6195582423829
854,"BFA","Burkina Faso",37.5244998861368,38.4923324782255,36.1330953549433,38.2185823437352,37.7954822524305,36.3885943908021,41.0756964688572,40.7200617443874,38.4684513203509,37.4129997061941,40.2107992377342,39.107816237175,37.3768358348822,40.5403846628817,37.5500005244569,38.4414916913178,36.7536002348165,39.7826260364922,39.9756684367056,41.569955270455,39.6519960764042,39.6519960764042,39.6519960764042,39.6519960764042,39.6519960764042,39.6519960764042,39.6519960764042,39.6519960764042
108,"BDI","Burundi",42.1581864279395,41.0855776852744,41.0530999529894,40.121773363043,38.4560278804321,38.0427845548185,39.7008010867397,39.8682499288542,40.1937113692312,39.5593645703187,39.115999143922,39.1447870771577,40.4144415157785,39.02875232668,40.0130305916093,38.4800395323982,37.5191251670607,32.7364266192394,34.4680283862027,34.3524518172345,36.9793110266639,36.9793110266639,36.9793110266639,36.9793110266639,36.9793110266639,36.9793110266639,36.9793110266639,36.9793110266639
132,"CPV","Cabo Verde",2.95873157877526,8.92449910391394,4.02630883677838,3.71384259638664,6.01706502754573,9.52840813304915,12.8387212388767,7.91722937560533,10.7233486412589,10.2525927247156,8.72043781461394,8.3224090549157,7.49570460636042,8.07185664365213,7.16765391215399,6.98868711847379,14.8944529993145,15.63556375916,15.708922869208,11.4892174088596,16.7362102471632,16.7362102471632,16.7362102471632,16.7362102471632,16.7362102471632,16.7362102471632,16.7362102471632,16.7362102471632
116,"KHM","Cambodia",34.227427106588,34.7315737834566,32.4893563039757,34.8173513041811,38.6492959945249,41.3280722841567,41.0892886315706,37.3948141577713,42.383042476335,46.4628327445237,49.9561285597218,49.9902917663021,53.5172031006712,55.5015164806003,57.7439389210533,59.0844490783464,58.5202449906479,59.3905486748785,61.1790987631274,60.3601537438324,58.9864158454998,58.9864158454998,58.9864158454998,58.9864158454998,58.9864158454998,58.9864158454998,58.9864158454998,58.9864158454998
120,"CMR","Cameroon",32.3221501058228,33.4880573336438,32.226599155381,33.0944466606649,31.7362072492,33.7231574555131,33.3021669227043,34.276990922722,34.829123648687,33.5712665185023,38.5662505795534,38.8471795080113,39.9811193723351,39.8472433537266,40.1691943474251,39.7171972112467,39.361433685847,40.9250245023704,40.6617136797711,41.8192450016239,40.4427478142019,40.4427478142019,40.4427478142019,40.4427478142019,40.4427478142019,40.4427478142019,40.4427478142019,40.4427478142019
124,"CAN","Canada",58.6002734256182,62.4342548466142,57.649209166424,61.6018802053876,65.7380345965406,64.0720497833919,56.4684235301197,57.9236754119658,58.9994496125421,67.6721976105803,67.6095801942909,70.6448582966423,58.3534280868572,71.5715586061744,69.3621925197327,66.7042526180015,64.216338648736,61.4519267617046,67.6722545637826,65.5727080641936,67.2925035410623,67.2925035410623,67.2925035410623,67.2925035410623,67.2925035410623,67.2925035410623,67.2925035410623,67.2925035410623
136,"CYM","Cayman Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,"CAF","Central African Republic",26.1031925117486,26.8374549471583,27.3595942296577,26.9894267358772,27.5411033747743,26.4249631097926,27.5945073605485,26.7408769372797,26.1494026826542,26.0358820029224,26.0679288133796,26.2488279782577,26.3384670564414,24.9300230031695,25.0333222434142,23.6580873064996,22.576138525585,23.0077580738353,25.5680725430893,21.690000568479,21.8513782064381,21.8513782064381,21.8513782064381,21.8513782064381,21.8513782064381,21.8513782064381,21.8513782064381,21.8513782064381
148,"TCD","Chad",35.0825449334059,34.9373416609007,36.0048253417474,34.7659388656395,34.5323562534536,31.6375329263692,34.3536692687331,37.9952770029792,38.1788475680507,38.2328787167314,38.747306220673,38.2033960499243,38.0021126604374,38.3781992219228,36.2131399489426,38.7155993487767,37.1974159253265,39.5902472716048,39.3229799350944,39.41453889163,38.7382049312485,38.7382049312485,38.7382049312485,38.7382049312485,38.7382049312485,38.7382049312485,38.7382049312485,38.7382049312485
152,"CHL","Chile",43.8891070041819,40.7565749416687,43.8714617070221,46.4887486820159,39.6353234933203,42.0173896418063,45.8152728870011,45.939339871124,48.861390829438,46.2795969542071,49.3379742953701,46.4616438857807,41.201656402072,39.0909919823485,41.6395496034893,42.5439918007673,45.4235394886862,42.3018536532818,44.3694763596431,40.9247157658603,40.1924829965437,40.1924829965437,40.1924829965437,40.1924829965437,40.1924829965437,40.1924829965437,40.1924829965437,40.1924829965437
156,"CHN","China",45.2005916738055,45.338921826669,47.3483669104601,47.7757203287246,47.4559035459602,46.9946579214842,46.7936264794979,45.8961101624872,44.9025533206823,46.6511383092804,46.7842460967432,47.5800262665221,47.7519825578848,48.8454234605105,48.2401328553,48.4911612874895,49.44099838998,49.1608320357717,49.3747804493714,49.4579407914271,49.4743539227299,49.4743539227299,49.4743539227299,49.4743539227299,49.4743539227299,49.4743539227299,49.4743539227299,49.4743539227299
170,"COL","Colombia",24.470102487136,23.4573455696211,23.3234981105971,21.7695006225632,23.145651621179,23.234717772129,23.5340015166464,23.396235087564,25.1464334136918,26.0022393860925,23.1417134182908,21.473210771476,22.4607285397369,24.3384580023787,22.1212155775398,20.7357308235118,21.9222684196592,21.4668066623332,23.1325513434251,22.1259594353663,22.3283864947565,22.3283864947565,22.3283864947565,22.3283864947565,22.3283864947565,22.3283864947565,22.3283864947565,22.3283864947565
174,"COM","Comoros",35.3927786515079,35.1863475962328,35.0718609065376,35.1028315734582,35.014026698147,35.2586515878455,35.0178857364833,35.7452941593134,35.8464395647254,35.8291346366825,36.3068949948694,35.9820214931168,35.9174385887505,35.9487720814334,36.4253954284878,36.8805852483796,37.0272987617421,37.1165297568026,37.4468760670343,37.5057481611545,37.2633468228704,37.2633468228704,37.2633468228704,37.2633468228704,37.2633468228704,37.2633468228704,37.2633468228704,37.2633468228704
184,"COK","Cook Islands",9.92735924059259,8.49064168023531,7.57521151903286,8.55428648977693,9.49014198000421,10.6438549416125,11.7120951003741,11.2811585470514,9.29865877954327,8.40738767399056,8.42245562702682,8.03372858408774,8.61815316681239,7.75425460291736,7.31600844501882,7.23067365460116,6.74445591780987,5.91095129109132,6.13311780413171,5.85586771952528,5.19976345543722,5.19976345543722,5.19976345543722,5.19976345543722,5.19976345543722,5.19976345543722,5.19976345543722,5.19976345543722
188,"CRI","Costa Rica",19.1350784567726,18.5108998244978,19.0222928977461,19.2198507037442,19.8186921211864,21.1848834994583,22.2136219505949,22.4291103848234,19.3445086742046,20.5236741063695,18.2973052653109,20.6605149144388,20.6412478128839,20.3022071975842,20.5442680879425,21.0047144031745,20.1244466194193,19.777434923924,20.0352233260764,20.0371142322848,19.4144568083804,19.4144568083804,19.4144568083804,19.4144568083804,19.4144568083804,19.4144568083804,19.4144568083804,19.4144568083804
384,"CIV","Cote d'Ivoire",26.4124063589245,27.2180808356204,25.6270978785738,29.3986238467921,31.3016406533925,32.4924236003387,33.115325883344,34.468647746014,34.9771532385231,30.9735608492944,34.7387608894303,34.612755322556,31.7889648807343,32.6382538086424,31.5178005273634,31.8451494182521,32.7773350002736,31.8757806714639,33.3727934102648,32.1830140205385,31.9749427281283,31.9749427281283,31.9749427281283,31.9749427281283,31.9749427281283,31.9749427281283,31.9749427281283,31.9749427281283
191,"HRV","Croatia",52.1807970169054,50.2702440402871,48.0532133263887,58.9805419744857,54.2770857727727,47.6793499654639,56.8541436203079,55.4836496253912,45.8814758577357,51.9741044725437,56.1435513252191,48.6460687964464,42.5095887779906,46.4756064362222,69.0038711432565,58.610978794278,53.8001853202311,63.856462791686,72.3919775722575,71.7039753517755,65.3990235093367,65.3990235093367,65.3990235093367,65.3990235093367,65.3990235093367,65.3990235093367,65.3990235093367,65.3990235093367
192,"CUB","Cuba",12.1544117319994,13.0162882775005,12.4423199841809,13.5785119056621,18.0825317207333,18.6599553879822,17.9453685203356,22.7524458006927,31.4554982027814,28.1743967987087,27.6303180761189,22.729101643742,23.5894693701769,21.8451203284227,27.5460235102634,23.1082512819772,21.8072430641505,23.7391878895651,23.2846237865296,21.6255956073196,21.4097898742652,21.4097898742652,21.4097898742652,21.4097898742652,21.4097898742652,21.4097898742652,21.4097898742652,21.4097898742652
531,"CUW","Curacao",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
196,"CYP","Cyprus",30.2886404138119,27.8532506653446,17.3604085865386,18.2054621806121,27.6627911835257,17.9021697058016,29.3266912889255,30.526533052253,30.0235993150887,24.336487171579,20.2559473305807,19.2210151676561,21.9673212361356,10.2060054777786,20.6025799225121,20.5591194578971,22.7654831535233,24.6603662209667,20.4524078513001,12.006158875373,27.7336966122389,27.7336966122389,27.7336966122389,27.7336966122389,27.7336966122389,27.7336966122389,27.7336966122389,27.7336966122389
203,"CZE","Czech Republic",58.4575987495039,55.5882241398558,59.3503564668212,59.6631382365914,64.7179534092533,55.8159148663529,58.0460392051117,64.3320873661933,57.1911985124187,74.0657163777476,69.1181321252597,62.0602425020808,65.0213040796043,73.267170004082,71.5837828762908,65.2673063943478,70.673684094713,59.9711737711638,61.6304423811088,66.7968319165941,58.7109463531794,58.7109463531794,58.7109463531794,58.7109463531794,58.7109463531794,58.7109463531794,58.7109463531794,58.7109463531794
180,"COD","Dem. Rep. Congo",33.5684994301965,34.0696576346589,34.5980311121037,34.3940143737306,34.512374707159,34.6581823500129,34.5616094160906,34.7244758433606,34.4783590260171,34.4734131201932,34.5449757612534,34.2584331939838,34.1120525866449,33.9148890080821,34.0938531629522,33.63318478059,34.0263921235232,34.0781698025712,33.6432172866463,32.4443101252619,31.7364022297335,31.7364022297335,31.7364022297335,31.7364022297335,31.7364022297335,31.7364022297335,31.7364022297335,31.7364022297335
208,"DNK","Denmark",68.8360518026659,68.6252091593944,70.7115532210343,71.9354922487895,71.8078361441054,73.5633290379494,73.4669768359828,76.335664462504,69.9170052365673,73.270595074563,73.5698583476243,68.8833495367467,67.7382289013715,69.0764101093067,78.1966609064023,72.2055727760477,71.4594748625892,72.6704910852391,72.7835749638069,72.9863417634981,73.0144366090529,73.0144366090529,73.0144366090529,73.0144366090529,73.0144366090529,73.0144366090529,73.0144366090529,73.0144366090529
262,"DJI","Djibouti",12.5498106814116,12.3974333527816,12.4393278806515,12.6062703279623,12.5682105191161,12.9416139023983,13.0883610652789,13.3885722318595,11.5926556506397,12.9099709230512,12.6773048926316,11.7830998072013,13.1058271752599,13.4125384188207,13.6022588146007,13.46290964269,14.2503065446543,15.7253540895105,15.9851438633351,15.5086403982755,15.6787135982762,15.6787135982762,15.6787135982762,15.6787135982762,15.6787135982762,15.6787135982762,15.6787135982762,15.6787135982762
212,"DMA","Dominica",10.2398029183999,12.6321607741834,11.3919225077807,10.840796241748,10.637563971662,10.5929552859542,9.97595011972479,21.3519621472945,17.2033871991582,15.9620970182485,15.2286818346599,21.6603486300381,13.356563356106,20.4440590600631,23.4515359901877,20.6633002931845,19.520061120568,21.7957478486184,17.6995824984893,20.5675717212864,17.7677303283098,17.7677303283098,17.7677303283098,17.7677303283098,17.7677303283098,17.7677303283098,17.7677303283098,17.7677303283098
214,"DOM","Dominican Republic",17.2497303272326,17.1405334552902,17.174753673472,16.9837037177427,19.4806947348239,19.0477769475135,20.1666106680542,19.8630999018391,20.782115271995,19.7827001151307,19.4205450663623,19.8517944738076,20.2804626079153,20.4542206311404,21.0258153149665,22.4136774177803,24.078491346811,22.7609496140617,23.7154864689623,22.4365779304718,24.2473599183847,24.2473599183847,24.2473599183847,24.2473599183847,24.2473599183847,24.2473599183847,24.2473599183847,24.2473599183847
218,"ECU","Ecuador",26.4600949015515,25.3334466284334,22.4089045291173,18.0170812639857,24.700099116249,23.7284539871139,18.0498938056443,22.3852930134962,23.6518451931858,26.0021981948662,25.1468839608719,24.1352212883299,28.8766854702819,24.610054197266,24.9637357195211,27.2217962803272,26.1042592439088,27.703423551135,25.4390275747465,25.2146705021266,29.180616194076,29.180616194076,29.180616194076,29.180616194076,29.180616194076,29.180616194076,29.180616194076,29.180616194076
818,"EGY","Egypt",51.4945604759,52.4823014509708,56.0788842894465,53.6811520646167,55.8840177881839,54.5177667340403,53.4492043152652,55.350072931489,46.7631711555821,50.4182031755075,50.3767968175508,59.2507652563259,57.1269374622601,50.1619537360719,55.8490008509176,50.3335271608825,52.9693896112878,55.6399174704121,53.3574317065733,53.5439174131087,53.0435658912658,53.0435658912658,53.0435658912658,53.0435658912658,53.0435658912658,53.0435658912658,53.0435658912658,53.0435658912658
222,"SLV","El Salvador",28.1506012997746,24.4205170034967,23.194322121861,22.831407018154,24.7931033123845,24.9476436977355,27.8328851896108,29.3997630144341,28.7458669475339,27.0325364712988,24.0060819409776,28.6077856192119,24.3339447017557,26.2377461413366,26.1381821936987,24.1725025276415,23.1771343931866,27.9135381962991,28.2484877818708,27.5760114094365,23.9183480767696,23.9183480767696,23.9183480767696,23.9183480767696,23.9183480767696,23.9183480767696,23.9183480767696,23.9183480767696
226,"GNQ","Equatorial Guinea",20.3607621723101,19.8139627155765,19.0527799481537,20.0908079265998,19.1983245530723,20.0804204239455,20.5663671936491,23.6391020317484,23.0926194418205,22.2259065229373,22.5624547327019,24.4813125510069,23.7515157281978,24.7447626609536,26.340541368292,26.4938646357313,27.1012034290231,27.6638035079071,27.6100514410825,27.6590471003774,28.052126154079,28.052126154079,28.052126154079,28.052126154079,28.052126154079,28.052126154079,28.052126154079,28.052126154079
