"code","iso","country","BHV.ind.1995","BHV.ind.1996","BHV.ind.1997","BHV.ind.1998","BHV.ind.1999","BHV.ind.2000","BHV.ind.2001","BHV.ind.2002","BHV.ind.2003","BHV.ind.2004","BHV.ind.2005","BHV.ind.2006","BHV.ind.2007","BHV.ind.2008","BHV.ind.2009","BHV.ind.2010","BHV.ind.2011","BHV.ind.2012","BHV.ind.2013","BHV.ind.2014","BHV.ind.2015","BHV.ind.2016","BHV.ind.2017","BHV.ind.2018","BHV.ind.2019","BHV.ind.2020","BHV.ind.2021","BHV.ind.2022"
288,"GHA","Ghana",38.073,38.073,38.073,38.073,38.073,38.073,38.073,38.073,38.073,38.073,38.073,38.073,38.073,38.073,38.073,38.073,38.073,38.073,38.073,38.073,38.073,38.073,38.073,38.073,38.073,38.073,38.073,38.073
300,"GRC","Greece",33.503,33.503,33.503,33.503,33.503,33.503,33.503,33.503,33.503,33.503,33.503,33.503,33.503,33.503,33.503,33.503,33.503,33.503,33.503,33.503,33.503,33.503,33.503,33.503,33.503,33.503,33.503,33.503
304,"GRL","Greenland",95.1746,95.1746,95.1746,95.1746,95.1746,95.1746,95.1746,95.1746,95.1746,95.1746,95.1746,95.1746,95.1746,95.1746,95.1746,95.1746,95.1746,95.1746,95.1746,95.1746,95.1746,95.1746,95.1746,95.1746,95.1746,95.1746,95.1746,95.1746
308,"GRD","Grenada",43.8013,43.8013,43.8013,43.8013,43.8013,43.8013,43.8013,43.8013,43.8013,43.8013,43.8013,43.8013,43.8013,43.8013,43.8013,43.8013,43.8013,43.8013,43.8013,43.8013,43.8013,43.8013,43.8013,43.8013,43.8013,43.8013,43.8013,43.8013
320,"GTM","Guatemala",42.2353,42.2353,42.2353,42.2353,42.2353,42.2353,42.2353,42.2353,42.2353,42.2353,42.2353,42.2353,42.2353,42.2353,42.2353,42.2353,42.2353,42.2353,42.2353,42.2353,42.2353,42.2353,42.2353,42.2353,42.2353,42.2353,42.2353,42.2353
831,"GGY","Guernsey",47.4964,47.4964,47.4964,47.4964,47.4964,47.4964,47.4964,47.4964,47.4964,47.4964,47.4964,47.4964,47.4964,47.4964,47.4964,47.4964,47.4964,47.4964,47.4964,47.4964,47.4964,47.4964,47.4964,47.4964,47.4964,47.4964,47.4964,47.4964
324,"GIN","Guinea",48.4375,48.4375,48.4375,48.4375,48.4375,48.4375,48.4375,48.4375,48.4375,48.4375,48.4375,48.4375,48.4375,48.4375,48.4375,48.4375,48.4375,48.4375,48.4375,48.4375,48.4375,48.4375,48.4375,48.4375,48.4375,48.4375,48.4375,48.4375
624,"GNB","Guinea-Bissau",48.3074,48.3074,48.3074,48.3074,48.3074,48.3074,48.3074,48.3074,48.3074,48.3074,48.3074,48.3074,48.3074,48.3074,48.3074,48.3074,48.3074,48.3074,48.3074,48.3074,48.3074,48.3074,48.3074,48.3074,48.3074,48.3074,48.3074,48.3074
328,"GUY","Guyana",69.0085,69.0085,69.0085,69.0085,69.0085,69.0085,69.0085,69.0085,69.0085,69.0085,69.0085,69.0085,69.0085,69.0085,69.0085,69.0085,69.0085,69.0085,69.0085,69.0085,69.0085,69.0085,69.0085,69.0085,69.0085,69.0085,69.0085,69.0085
332,"HTI","Haiti",37.3132,37.3132,37.3132,37.3132,37.3132,37.3132,37.3132,37.3132,37.3132,37.3132,37.3132,37.3132,37.3132,37.3132,37.3132,37.3132,37.3132,37.3132,37.3132,37.3132,37.3132,37.3132,37.3132,37.3132,37.3132,37.3132,37.3132,37.3132
336,"VAT","Holy See",46.2289,46.2289,46.2289,46.2289,46.2289,46.2289,46.2289,46.2289,46.2289,46.2289,46.2289,46.2289,46.2289,46.2289,46.2289,46.2289,46.2289,46.2289,46.2289,46.2289,46.2289,46.2289,46.2289,46.2289,46.2289,46.2289,46.2289,46.2289
340,"HND","Honduras",44.2883,44.2883,44.2883,44.2883,44.2883,44.2883,44.2883,44.2883,44.2883,44.2883,44.2883,44.2883,44.2883,44.2883,44.2883,44.2883,44.2883,44.2883,44.2883,44.2883,44.2883,44.2883,44.2883,44.2883,44.2883,44.2883,44.2883,44.2883
344,"HKG","Hong Kong",46.3446,46.3446,46.3446,46.3446,46.3446,46.3446,46.3446,46.3446,46.3446,46.3446,46.3446,46.3446,46.3446,46.3446,46.3446,46.3446,46.3446,46.3446,46.3446,46.3446,46.3446,46.3446,46.3446,46.3446,46.3446,46.3446,46.3446,46.3446
348,"HUN","Hungary",25.2077,25.2077,25.2077,25.2077,25.2077,25.2077,25.2077,25.2077,25.2077,25.2077,25.2077,25.2077,25.2077,25.2077,25.2077,25.2077,25.2077,25.2077,25.2077,25.2077,25.2077,25.2077,25.2077,25.2077,25.2077,25.2077,25.2077,25.2077
352,"ISL","Iceland",73.9971,73.9971,73.9971,73.9971,73.9971,73.9971,73.9971,73.9971,73.9971,73.9971,73.9971,73.9971,73.9971,73.9971,73.9971,73.9971,73.9971,73.9971,73.9971,73.9971,73.9971,73.9971,73.9971,73.9971,73.9971,73.9971,73.9971,73.9971
356,"IND","India",30.5232,30.5232,30.5232,30.5232,30.5232,30.5232,30.5232,30.5232,30.5232,30.5232,30.5232,30.5232,30.5232,30.5232,30.5232,30.5232,30.5232,30.5232,30.5232,30.5232,30.5232,30.5232,30.5232,30.5232,30.5232,30.5232,30.5232,30.5232
360,"IDN","Indonesia",51.459,51.459,51.459,51.459,51.459,51.459,51.459,51.459,51.459,51.459,51.459,51.459,51.459,51.459,51.459,51.459,51.459,51.459,51.459,51.459,51.459,51.459,51.459,51.459,51.459,51.459,51.459,51.459
364,"IRN","Iran",44.7609,44.7609,44.7609,44.7609,44.7609,44.7609,44.7609,44.7609,44.7609,44.7609,44.7609,44.7609,44.7609,44.7609,44.7609,44.7609,44.7609,44.7609,44.7609,44.7609,44.7609,44.7609,44.7609,44.7609,44.7609,44.7609,44.7609,44.7609
368,"IRQ","Iraq",50.6487,50.6487,50.6487,50.6487,50.6487,50.6487,50.6487,50.6487,50.6487,50.6487,50.6487,50.6487,50.6487,50.6487,50.6487,50.6487,50.6487,50.6487,50.6487,50.6487,50.6487,50.6487,50.6487,50.6487,50.6487,50.6487,50.6487,50.6487
372,"IRL","Ireland",40.1761,40.1761,40.1761,40.1761,40.1761,40.1761,40.1761,40.1761,40.1761,40.1761,40.1761,40.1761,40.1761,40.1761,40.1761,40.1761,40.1761,40.1761,40.1761,40.1761,40.1761,40.1761,40.1761,40.1761,40.1761,40.1761,40.1761,40.1761
833,"IMN","Isle of Man",81.3228,81.3228,81.3228,81.3228,81.3228,81.3228,81.3228,81.3228,81.3228,81.3228,81.3228,81.3228,81.3228,81.3228,81.3228,81.3228,81.3228,81.3228,81.3228,81.3228,81.3228,81.3228,81.3228,81.3228,81.3228,81.3228,81.3228,81.3228
376,"ISR","Israel",39.3525,39.3525,39.3525,39.3525,39.3525,39.3525,39.3525,39.3525,39.3525,39.3525,39.3525,39.3525,39.3525,39.3525,39.3525,39.3525,39.3525,39.3525,39.3525,39.3525,39.3525,39.3525,39.3525,39.3525,39.3525,39.3525,39.3525,39.3525
380,"ITA","Italy",30.9949,30.9949,30.9949,30.9949,30.9949,30.9949,30.9949,30.9949,30.9949,30.9949,30.9949,30.9949,30.9949,30.9949,30.9949,30.9949,30.9949,30.9949,30.9949,30.9949,30.9949,30.9949,30.9949,30.9949,30.9949,30.9949,30.9949,30.9949
388,"JAM","Jamaica",38.9612,38.9612,38.9612,38.9612,38.9612,38.9612,38.9612,38.9612,38.9612,38.9612,38.9612,38.9612,38.9612,38.9612,38.9612,38.9612,38.9612,38.9612,38.9612,38.9612,38.9612,38.9612,38.9612,38.9612,38.9612,38.9612,38.9612,38.9612
392,"JPN","Japan",44.2251,44.2251,44.2251,44.2251,44.2251,44.2251,44.2251,44.2251,44.2251,44.2251,44.2251,44.2251,44.2251,44.2251,44.2251,44.2251,44.2251,44.2251,44.2251,44.2251,44.2251,44.2251,44.2251,44.2251,44.2251,44.2251,44.2251,44.2251
832,"JEY","Jersey",49.1074,49.1074,49.1074,49.1074,49.1074,49.1074,49.1074,49.1074,49.1074,49.1074,49.1074,49.1074,49.1074,49.1074,49.1074,49.1074,49.1074,49.1074,49.1074,49.1074,49.1074,49.1074,49.1074,49.1074,49.1074,49.1074,49.1074,49.1074
400,"JOR","Jordan",54.2682,54.2682,54.2682,54.2682,54.2682,54.2682,54.2682,54.2682,54.2682,54.2682,54.2682,54.2682,54.2682,54.2682,54.2682,54.2682,54.2682,54.2682,54.2682,54.2682,54.2682,54.2682,54.2682,54.2682,54.2682,54.2682,54.2682,54.2682
398,"KAZ","Kazakhstan",48.8622,48.8622,48.8622,48.8622,48.8622,48.8622,48.8622,48.8622,48.8622,48.8622,48.8622,48.8622,48.8622,48.8622,48.8622,48.8622,48.8622,48.8622,48.8622,48.8622,48.8622,48.8622,48.8622,48.8622,48.8622,48.8622,48.8622,48.8622
404,"KEN","Kenya",37.1745,37.1745,37.1745,37.1745,37.1745,37.1745,37.1745,37.1745,37.1745,37.1745,37.1745,37.1745,37.1745,37.1745,37.1745,37.1745,37.1745,37.1745,37.1745,37.1745,37.1745,37.1745,37.1745,37.1745,37.1745,37.1745,37.1745,37.1745
296,"KIR","Kiribati",46.8496,46.8496,46.8496,46.8496,46.8496,46.8496,46.8496,46.8496,46.8496,46.8496,46.8496,46.8496,46.8496,46.8496,46.8496,46.8496,46.8496,46.8496,46.8496,46.8496,46.8496,46.8496,46.8496,46.8496,46.8496,46.8496,46.8496,46.8496
689,"XKX","Kosovo",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
414,"KWT","Kuwait",53.1966,53.1966,53.1966,53.1966,53.1966,53.1966,53.1966,53.1966,53.1966,53.1966,53.1966,53.1966,53.1966,53.1966,53.1966,53.1966,53.1966,53.1966,53.1966,53.1966,53.1966,53.1966,53.1966,53.1966,53.1966,53.1966,53.1966,53.1966
417,"KGZ","Kyrgyzstan",47.126,47.126,47.126,47.126,47.126,47.126,47.126,47.126,47.126,47.126,47.126,47.126,47.126,47.126,47.126,47.126,47.126,47.126,47.126,47.126,47.126,47.126,47.126,47.126,47.126,47.126,47.126,47.126
418,"LAO","Laos",46.97,46.97,46.97,46.97,46.97,46.97,46.97,46.97,46.97,46.97,46.97,46.97,46.97,46.97,46.97,46.97,46.97,46.97,46.97,46.97,46.97,46.97,46.97,46.97,46.97,46.97,46.97,46.97
428,"LVA","Latvia",47.1984,47.1984,47.1984,47.1984,47.1984,47.1984,47.1984,47.1984,47.1984,47.1984,47.1984,47.1984,47.1984,47.1984,47.1984,47.1984,47.1984,47.1984,47.1984,47.1984,47.1984,47.1984,47.1984,47.1984,47.1984,47.1984,47.1984,47.1984
422,"LBN","Lebanon",32.4894,32.4894,32.4894,32.4894,32.4894,32.4894,32.4894,32.4894,32.4894,32.4894,32.4894,32.4894,32.4894,32.4894,32.4894,32.4894,32.4894,32.4894,32.4894,32.4894,32.4894,32.4894,32.4894,32.4894,32.4894,32.4894,32.4894,32.4894
426,"LSO","Lesotho",36.1127,36.1127,36.1127,36.1127,36.1127,36.1127,36.1127,36.1127,36.1127,36.1127,36.1127,36.1127,36.1127,36.1127,36.1127,36.1127,36.1127,36.1127,36.1127,36.1127,36.1127,36.1127,36.1127,36.1127,36.1127,36.1127,36.1127,36.1127
430,"LBR","Liberia",43.9288,43.9288,43.9288,43.9288,43.9288,43.9288,43.9288,43.9288,43.9288,43.9288,43.9288,43.9288,43.9288,43.9288,43.9288,43.9288,43.9288,43.9288,43.9288,43.9288,43.9288,43.9288,43.9288,43.9288,43.9288,43.9288,43.9288,43.9288
434,"LBY","Libya",65.3797,65.3797,65.3797,65.3797,65.3797,65.3797,65.3797,65.3797,65.3797,65.3797,65.3797,65.3797,65.3797,65.3797,65.3797,65.3797,65.3797,65.3797,65.3797,65.3797,65.3797,65.3797,65.3797,65.3797,65.3797,65.3797,65.3797,65.3797
438,"LIE","Liechtenstein",40.1595,40.1595,40.1595,40.1595,40.1595,40.1595,40.1595,40.1595,40.1595,40.1595,40.1595,40.1595,40.1595,40.1595,40.1595,40.1595,40.1595,40.1595,40.1595,40.1595,40.1595,40.1595,40.1595,40.1595,40.1595,40.1595,40.1595,40.1595
440,"LTU","Lithuania",41.1834,41.1834,41.1834,41.1834,41.1834,41.1834,41.1834,41.1834,41.1834,41.1834,41.1834,41.1834,41.1834,41.1834,41.1834,41.1834,41.1834,41.1834,41.1834,41.1834,41.1834,41.1834,41.1834,41.1834,41.1834,41.1834,41.1834,41.1834
442,"LUX","Luxembourg",41.7867,41.7867,41.7867,41.7867,41.7867,41.7867,41.7867,41.7867,41.7867,41.7867,41.7867,41.7867,41.7867,41.7867,41.7867,41.7867,41.7867,41.7867,41.7867,41.7867,41.7867,41.7867,41.7867,41.7867,41.7867,41.7867,41.7867,41.7867
446,"MAC","Macao",67.9279,67.9279,67.9279,67.9279,67.9279,67.9279,67.9279,67.9279,67.9279,67.9279,67.9279,67.9279,67.9279,67.9279,67.9279,67.9279,67.9279,67.9279,67.9279,67.9279,67.9279,67.9279,67.9279,67.9279,67.9279,67.9279,67.9279,67.9279
450,"MDG","Madagascar",45.7421,45.7421,45.7421,45.7421,45.7421,45.7421,45.7421,45.7421,45.7421,45.7421,45.7421,45.7421,45.7421,45.7421,45.7421,45.7421,45.7421,45.7421,45.7421,45.7421,45.7421,45.7421,45.7421,45.7421,45.7421,45.7421,45.7421,45.7421
454,"MWI","Malawi",42.9069,42.9069,42.9069,42.9069,42.9069,42.9069,42.9069,42.9069,42.9069,42.9069,42.9069,42.9069,42.9069,42.9069,42.9069,42.9069,42.9069,42.9069,42.9069,42.9069,42.9069,42.9069,42.9069,42.9069,42.9069,42.9069,42.9069,42.9069
458,"MYS","Malaysia",49.9124,49.9124,49.9124,49.9124,49.9124,49.9124,49.9124,49.9124,49.9124,49.9124,49.9124,49.9124,49.9124,49.9124,49.9124,49.9124,49.9124,49.9124,49.9124,49.9124,49.9124,49.9124,49.9124,49.9124,49.9124,49.9124,49.9124,49.9124
462,"MDV","Maldives",56.8621,56.8621,56.8621,56.8621,56.8621,56.8621,56.8621,56.8621,56.8621,56.8621,56.8621,56.8621,56.8621,56.8621,56.8621,56.8621,56.8621,56.8621,56.8621,56.8621,56.8621,56.8621,56.8621,56.8621,56.8621,56.8621,56.8621,56.8621
466,"MLI","Mali",53.6471,53.6471,53.6471,53.6471,53.6471,53.6471,53.6471,53.6471,53.6471,53.6471,53.6471,53.6471,53.6471,53.6471,53.6471,53.6471,53.6471,53.6471,53.6471,53.6471,53.6471,53.6471,53.6471,53.6471,53.6471,53.6471,53.6471,53.6471
470,"MLT","Malta",50.6585,50.6585,50.6585,50.6585,50.6585,50.6585,50.6585,50.6585,50.6585,50.6585,50.6585,50.6585,50.6585,50.6585,50.6585,50.6585,50.6585,50.6585,50.6585,50.6585,50.6585,50.6585,50.6585,50.6585,50.6585,50.6585,50.6585,50.6585
584,"MHL","Marshall Islands",36.8398,36.8398,36.8398,36.8398,36.8398,36.8398,36.8398,36.8398,36.8398,36.8398,36.8398,36.8398,36.8398,36.8398,36.8398,36.8398,36.8398,36.8398,36.8398,36.8398,36.8398,36.8398,36.8398,36.8398,36.8398,36.8398,36.8398,36.8398
478,"MRT","Mauritania",62.5456,62.5456,62.5456,62.5456,62.5456,62.5456,62.5456,62.5456,62.5456,62.5456,62.5456,62.5456,62.5456,62.5456,62.5456,62.5456,62.5456,62.5456,62.5456,62.5456,62.5456,62.5456,62.5456,62.5456,62.5456,62.5456,62.5456,62.5456
480,"MUS","Mauritius",39.2935,39.2935,39.2935,39.2935,39.2935,39.2935,39.2935,39.2935,39.2935,39.2935,39.2935,39.2935,39.2935,39.2935,39.2935,39.2935,39.2935,39.2935,39.2935,39.2935,39.2935,39.2935,39.2935,39.2935,39.2935,39.2935,39.2935,39.2935
484,"MEX","Mexico",44.1664,44.1664,44.1664,44.1664,44.1664,44.1664,44.1664,44.1664,44.1664,44.1664,44.1664,44.1664,44.1664,44.1664,44.1664,44.1664,44.1664,44.1664,44.1664,44.1664,44.1664,44.1664,44.1664,44.1664,44.1664,44.1664,44.1664,44.1664
583,"FSM","Micronesia",37.269,37.269,37.269,37.269,37.269,37.269,37.269,37.269,37.269,37.269,37.269,37.269,37.269,37.269,37.269,37.269,37.269,37.269,37.269,37.269,37.269,37.269,37.269,37.269,37.269,37.269,37.269,37.269
498,"MDA","Moldova",26.593,26.593,26.593,26.593,26.593,26.593,26.593,26.593,26.593,26.593,26.593,26.593,26.593,26.593,26.593,26.593,26.593,26.593,26.593,26.593,26.593,26.593,26.593,26.593,26.593,26.593,26.593,26.593
492,"MCO","Monaco",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
496,"MNG","Mongolia",52.4691,52.4691,52.4691,52.4691,52.4691,52.4691,52.4691,52.4691,52.4691,52.4691,52.4691,52.4691,52.4691,52.4691,52.4691,52.4691,52.4691,52.4691,52.4691,52.4691,52.4691,52.4691,52.4691,52.4691,52.4691,52.4691,52.4691,52.4691
499,"MNE","Montenegro",42.0786,42.0786,42.0786,42.0786,42.0786,42.0786,42.0786,42.0786,42.0786,42.0786,42.0786,42.0786,42.0786,42.0786,42.0786,42.0786,42.0786,42.0786,42.0786,42.0786,42.0786,42.0786,42.0786,42.0786,42.0786,42.0786,42.0786,42.0786
504,"MAR","Morocco",46.5306,46.5306,46.5306,46.5306,46.5306,46.5306,46.5306,46.5306,46.5306,46.5306,46.5306,46.5306,46.5306,46.5306,46.5306,46.5306,46.5306,46.5306,46.5306,46.5306,46.5306,46.5306,46.5306,46.5306,46.5306,46.5306,46.5306,46.5306
508,"MOZ","Mozambique",53.7104,53.7104,53.7104,53.7104,53.7104,53.7104,53.7104,53.7104,53.7104,53.7104,53.7104,53.7104,53.7104,53.7104,53.7104,53.7104,53.7104,53.7104,53.7104,53.7104,53.7104,53.7104,53.7104,53.7104,53.7104,53.7104,53.7104,53.7104
104,"MMR","Myanmar",41.0611,41.0611,41.0611,41.0611,41.0611,41.0611,41.0611,41.0611,41.0611,41.0611,41.0611,41.0611,41.0611,41.0611,41.0611,41.0611,41.0611,41.0611,41.0611,41.0611,41.0611,41.0611,41.0611,41.0611,41.0611,41.0611,41.0611,41.0611
516,"NAM","Namibia",57.4169,57.4169,57.4169,57.4169,57.4169,57.4169,57.4169,57.4169,57.4169,57.4169,57.4169,57.4169,57.4169,57.4169,57.4169,57.4169,57.4169,57.4169,57.4169,57.4169,57.4169,57.4169,57.4169,57.4169,57.4169,57.4169,57.4169,57.4169
520,"NRU","Nauru",56.0219,56.0219,56.0219,56.0219,56.0219,56.0219,56.0219,56.0219,56.0219,56.0219,56.0219,56.0219,56.0219,56.0219,56.0219,56.0219,56.0219,56.0219,56.0219,56.0219,56.0219,56.0219,56.0219,56.0219,56.0219,56.0219,56.0219,56.0219
524,"NPL","Nepal",37.2746,37.2746,37.2746,37.2746,37.2746,37.2746,37.2746,37.2746,37.2746,37.2746,37.2746,37.2746,37.2746,37.2746,37.2746,37.2746,37.2746,37.2746,37.2746,37.2746,37.2746,37.2746,37.2746,37.2746,37.2746,37.2746,37.2746,37.2746
528,"NLD","Netherlands",30.1665,30.1665,30.1665,30.1665,30.1665,30.1665,30.1665,30.1665,30.1665,30.1665,30.1665,30.1665,30.1665,30.1665,30.1665,30.1665,30.1665,30.1665,30.1665,30.1665,30.1665,30.1665,30.1665,30.1665,30.1665,30.1665,30.1665,30.1665
540,"NCL","New Caledonia",54.0521,54.0521,54.0521,54.0521,54.0521,54.0521,54.0521,54.0521,54.0521,54.0521,54.0521,54.0521,54.0521,54.0521,54.0521,54.0521,54.0521,54.0521,54.0521,54.0521,54.0521,54.0521,54.0521,54.0521,54.0521,54.0521,54.0521,54.0521
554,"NZL","New Zealand",37.5751,37.5751,37.5751,37.5751,37.5751,37.5751,37.5751,37.5751,37.5751,37.5751,37.5751,37.5751,37.5751,37.5751,37.5751,37.5751,37.5751,37.5751,37.5751,37.5751,37.5751,37.5751,37.5751,37.5751,37.5751,37.5751,37.5751,37.5751
558,"NIC","Nicaragua",45.4424,45.4424,45.4424,45.4424,45.4424,45.4424,45.4424,45.4424,45.4424,45.4424,45.4424,45.4424,45.4424,45.4424,45.4424,45.4424,45.4424,45.4424,45.4424,45.4424,45.4424,45.4424,45.4424,45.4424,45.4424,45.4424,45.4424,45.4424
562,"NER","Niger",56.4306,56.4306,56.4306,56.4306,56.4306,56.4306,56.4306,56.4306,56.4306,56.4306,56.4306,56.4306,56.4306,56.4306,56.4306,56.4306,56.4306,56.4306,56.4306,56.4306,56.4306,56.4306,56.4306,56.4306,56.4306,56.4306,56.4306,56.4306
566,"NGA","Nigeria",32.955,32.955,32.955,32.955,32.955,32.955,32.955,32.955,32.955,32.955,32.955,32.955,32.955,32.955,32.955,32.955,32.955,32.955,32.955,32.955,32.955,32.955,32.955,32.955,32.955,32.955,32.955,32.955
570,"NIU","Niue",60.1544,60.1544,60.1544,60.1544,60.1544,60.1544,60.1544,60.1544,60.1544,60.1544,60.1544,60.1544,60.1544,60.1544,60.1544,60.1544,60.1544,60.1544,60.1544,60.1544,60.1544,60.1544,60.1544,60.1544,60.1544,60.1544,60.1544,60.1544
408,"PRK","North Korea",47.6676,47.6676,47.6676,47.6676,47.6676,47.6676,47.6676,47.6676,47.6676,47.6676,47.6676,47.6676,47.6676,47.6676,47.6676,47.6676,47.6676,47.6676,47.6676,47.6676,47.6676,47.6676,47.6676,47.6676,47.6676,47.6676,47.6676,47.6676
807,"MKD","North Macedonia",38.3264,38.3264,38.3264,38.3264,38.3264,38.3264,38.3264,38.3264,38.3264,38.3264,38.3264,38.3264,38.3264,38.3264,38.3264,38.3264,38.3264,38.3264,38.3264,38.3264,38.3264,38.3264,38.3264,38.3264,38.3264,38.3264,38.3264,38.3264
578,"NOR","Norway",70.3855,70.3855,70.3855,70.3855,70.3855,70.3855,70.3855,70.3855,70.3855,70.3855,70.3855,70.3855,70.3855,70.3855,70.3855,70.3855,70.3855,70.3855,70.3855,70.3855,70.3855,70.3855,70.3855,70.3855,70.3855,70.3855,70.3855,70.3855
512,"OMN","Oman",63.1885,63.1885,63.1885,63.1885,63.1885,63.1885,63.1885,63.1885,63.1885,63.1885,63.1885,63.1885,63.1885,63.1885,63.1885,63.1885,63.1885,63.1885,63.1885,63.1885,63.1885,63.1885,63.1885,63.1885,63.1885,63.1885,63.1885,63.1885
586,"PAK","Pakistan",39.6998,39.6998,39.6998,39.6998,39.6998,39.6998,39.6998,39.6998,39.6998,39.6998,39.6998,39.6998,39.6998,39.6998,39.6998,39.6998,39.6998,39.6998,39.6998,39.6998,39.6998,39.6998,39.6998,39.6998,39.6998,39.6998,39.6998,39.6998
585,"PLW","Palau",79.4202,79.4202,79.4202,79.4202,79.4202,79.4202,79.4202,79.4202,79.4202,79.4202,79.4202,79.4202,79.4202,79.4202,79.4202,79.4202,79.4202,79.4202,79.4202,79.4202,79.4202,79.4202,79.4202,79.4202,79.4202,79.4202,79.4202,79.4202
591,"PAN","Panama",43.3353,43.3353,43.3353,43.3353,43.3353,43.3353,43.3353,43.3353,43.3353,43.3353,43.3353,43.3353,43.3353,43.3353,43.3353,43.3353,43.3353,43.3353,43.3353,43.3353,43.3353,43.3353,43.3353,43.3353,43.3353,43.3353,43.3353,43.3353
598,"PNG","Papua New Guinea",67.2284,67.2284,67.2284,67.2284,67.2284,67.2284,67.2284,67.2284,67.2284,67.2284,67.2284,67.2284,67.2284,67.2284,67.2284,67.2284,67.2284,67.2284,67.2284,67.2284,67.2284,67.2284,67.2284,67.2284,67.2284,67.2284,67.2284,67.2284
600,"PRY","Paraguay",51.492,51.492,51.492,51.492,51.492,51.492,51.492,51.492,51.492,51.492,51.492,51.492,51.492,51.492,51.492,51.492,51.492,51.492,51.492,51.492,51.492,51.492,51.492,51.492,51.492,51.492,51.492,51.492
604,"PER","Peru",59.9373,59.9373,59.9373,59.9373,59.9373,59.9373,59.9373,59.9373,59.9373,59.9373,59.9373,59.9373,59.9373,59.9373,59.9373,59.9373,59.9373,59.9373,59.9373,59.9373,59.9373,59.9373,59.9373,59.9373,59.9373,59.9373,59.9373,59.9373
608,"PHL","Philippines",35.8426,35.8426,35.8426,35.8426,35.8426,35.8426,35.8426,35.8426,35.8426,35.8426,35.8426,35.8426,35.8426,35.8426,35.8426,35.8426,35.8426,35.8426,35.8426,35.8426,35.8426,35.8426,35.8426,35.8426,35.8426,35.8426,35.8426,35.8426
616,"POL","Poland",37.031,37.031,37.031,37.031,37.031,37.031,37.031,37.031,37.031,37.031,37.031,37.031,37.031,37.031,37.031,37.031,37.031,37.031,37.031,37.031,37.031,37.031,37.031,37.031,37.031,37.031,37.031,37.031
620,"PRT","Portugal",34.955,34.955,34.955,34.955,34.955,34.955,34.955,34.955,34.955,34.955,34.955,34.955,34.955,34.955,34.955,34.955,34.955,34.955,34.955,34.955,34.955,34.955,34.955,34.955,34.955,34.955,34.955,34.955
634,"QAT","Qatar",61.0877,61.0877,61.0877,61.0877,61.0877,61.0877,61.0877,61.0877,61.0877,61.0877,61.0877,61.0877,61.0877,61.0877,61.0877,61.0877,61.0877,61.0877,61.0877,61.0877,61.0877,61.0877,61.0877,61.0877,61.0877,61.0877,61.0877,61.0877
178,"COG","Republic of Congo",67.4812,67.4812,67.4812,67.4812,67.4812,67.4812,67.4812,67.4812,67.4812,67.4812,67.4812,67.4812,67.4812,67.4812,67.4812,67.4812,67.4812,67.4812,67.4812,67.4812,67.4812,67.4812,67.4812,67.4812,67.4812,67.4812,67.4812,67.4812
642,"ROU","Romania",31.9103,31.9103,31.9103,31.9103,31.9103,31.9103,31.9103,31.9103,31.9103,31.9103,31.9103,31.9103,31.9103,31.9103,31.9103,31.9103,31.9103,31.9103,31.9103,31.9103,31.9103,31.9103,31.9103,31.9103,31.9103,31.9103,31.9103,31.9103
643,"RUS","Russia",69.6142,69.6142,69.6142,69.6142,69.6142,69.6142,69.6142,69.6142,69.6142,69.6142,69.6142,69.6142,69.6142,69.6142,69.6142,69.6142,69.6142,69.6142,69.6142,69.6142,69.6142,69.6142,69.6142,69.6142,69.6142,69.6142,69.6142,69.6142
646,"RWA","Rwanda",34.079,34.079,34.079,34.079,34.079,34.079,34.079,34.079,34.079,34.079,34.079,34.079,34.079,34.079,34.079,34.079,34.079,34.079,34.079,34.079,34.079,34.079,34.079,34.079,34.079,34.079,34.079,34.079
652,"BLM","Saint Barthelemy",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
659,"KNA","Saint Kitts and Nevis",52.2818,52.2818,52.2818,52.2818,52.2818,52.2818,52.2818,52.2818,52.2818,52.2818,52.2818,52.2818,52.2818,52.2818,52.2818,52.2818,52.2818,52.2818,52.2818,52.2818,52.2818,52.2818,52.2818,52.2818,52.2818,52.2818,52.2818,52.2818
662,"LCA","Saint Lucia",51.1211,51.1211,51.1211,51.1211,51.1211,51.1211,51.1211,51.1211,51.1211,51.1211,51.1211,51.1211,51.1211,51.1211,51.1211,51.1211,51.1211,51.1211,51.1211,51.1211,51.1211,51.1211,51.1211,51.1211,51.1211,51.1211,51.1211,51.1211
