"code","iso","country","BHV.ind.1995","BHV.ind.1996","BHV.ind.1997","BHV.ind.1998","BHV.ind.1999","BHV.ind.2000","BHV.ind.2001","BHV.ind.2002","BHV.ind.2003","BHV.ind.2004","BHV.ind.2005","BHV.ind.2006","BHV.ind.2007","BHV.ind.2008","BHV.ind.2009","BHV.ind.2010","BHV.ind.2011","BHV.ind.2012","BHV.ind.2013","BHV.ind.2014","BHV.ind.2015","BHV.ind.2016","BHV.ind.2017","BHV.ind.2018","BHV.ind.2019","BHV.ind.2020","BHV.ind.2021","BHV.ind.2022"
670,"VCT","Saint Vincent and the Grenadines",29.4588,29.4588,29.4588,29.4588,29.4588,29.4588,29.4588,29.4588,29.4588,29.4588,29.4588,29.4588,29.4588,29.4588,29.4588,29.4588,29.4588,29.4588,29.4588,29.4588,29.4588,29.4588,29.4588,29.4588,29.4588,29.4588,29.4588,29.4588
882,"WSM","Samoa",65.7632,65.7632,65.7632,65.7632,65.7632,65.7632,65.7632,65.7632,65.7632,65.7632,65.7632,65.7632,65.7632,65.7632,65.7632,65.7632,65.7632,65.7632,65.7632,65.7632,65.7632,65.7632,65.7632,65.7632,65.7632,65.7632,65.7632,65.7632
674,"SMR","San Marino",23.5848,23.5848,23.5848,23.5848,23.5848,23.5848,23.5848,23.5848,23.5848,23.5848,23.5848,23.5848,23.5848,23.5848,23.5848,23.5848,23.5848,23.5848,23.5848,23.5848,23.5848,23.5848,23.5848,23.5848,23.5848,23.5848,23.5848,23.5848
678,"STP","Sao Tome and Principe",48.1932,48.1932,48.1932,48.1932,48.1932,48.1932,48.1932,48.1932,48.1932,48.1932,48.1932,48.1932,48.1932,48.1932,48.1932,48.1932,48.1932,48.1932,48.1932,48.1932,48.1932,48.1932,48.1932,48.1932,48.1932,48.1932,48.1932,48.1932
682,"SAU","Saudi Arabia",57.9919,57.9919,57.9919,57.9919,57.9919,57.9919,57.9919,57.9919,57.9919,57.9919,57.9919,57.9919,57.9919,57.9919,57.9919,57.9919,57.9919,57.9919,57.9919,57.9919,57.9919,57.9919,57.9919,57.9919,57.9919,57.9919,57.9919,57.9919
686,"SEN","Senegal",32.2356,32.2356,32.2356,32.2356,32.2356,32.2356,32.2356,32.2356,32.2356,32.2356,32.2356,32.2356,32.2356,32.2356,32.2356,32.2356,32.2356,32.2356,32.2356,32.2356,32.2356,32.2356,32.2356,32.2356,32.2356,32.2356,32.2356,32.2356
688,"SRB","Serbia",30.7357,30.7357,30.7357,30.7357,30.7357,30.7357,30.7357,30.7357,30.7357,30.7357,30.7357,30.7357,30.7357,30.7357,30.7357,30.7357,30.7357,30.7357,30.7357,30.7357,30.7357,30.7357,30.7357,30.7357,30.7357,30.7357,30.7357,30.7357
690,"SYC","Seychelles",44.315,44.315,44.315,44.315,44.315,44.315,44.315,44.315,44.315,44.315,44.315,44.315,44.315,44.315,44.315,44.315,44.315,44.315,44.315,44.315,44.315,44.315,44.315,44.315,44.315,44.315,44.315,44.315
694,"SLE","Sierra Leone",37.4743,37.4743,37.4743,37.4743,37.4743,37.4743,37.4743,37.4743,37.4743,37.4743,37.4743,37.4743,37.4743,37.4743,37.4743,37.4743,37.4743,37.4743,37.4743,37.4743,37.4743,37.4743,37.4743,37.4743,37.4743,37.4743,37.4743,37.4743
702,"SGP","Singapore",78.0783,78.0783,78.0783,78.0783,78.0783,78.0783,78.0783,78.0783,78.0783,78.0783,78.0783,78.0783,78.0783,78.0783,78.0783,78.0783,78.0783,78.0783,78.0783,78.0783,78.0783,78.0783,78.0783,78.0783,78.0783,78.0783,78.0783,78.0783
534,"SXM","Sint Maarten",58.4266,58.4266,58.4266,58.4266,58.4266,58.4266,58.4266,58.4266,58.4266,58.4266,58.4266,58.4266,58.4266,58.4266,58.4266,58.4266,58.4266,58.4266,58.4266,58.4266,58.4266,58.4266,58.4266,58.4266,58.4266,58.4266,58.4266,58.4266
703,"SVK","Slovakia",35.6447,35.6447,35.6447,35.6447,35.6447,35.6447,35.6447,35.6447,35.6447,35.6447,35.6447,35.6447,35.6447,35.6447,35.6447,35.6447,35.6447,35.6447,35.6447,35.6447,35.6447,35.6447,35.6447,35.6447,35.6447,35.6447,35.6447,35.6447
705,"SVN","Slovenia",41.5003,41.5003,41.5003,41.5003,41.5003,41.5003,41.5003,41.5003,41.5003,41.5003,41.5003,41.5003,41.5003,41.5003,41.5003,41.5003,41.5003,41.5003,41.5003,41.5003,41.5003,41.5003,41.5003,41.5003,41.5003,41.5003,41.5003,41.5003
90,"SLB","Solomon Islands",65.5371,65.5371,65.5371,65.5371,65.5371,65.5371,65.5371,65.5371,65.5371,65.5371,65.5371,65.5371,65.5371,65.5371,65.5371,65.5371,65.5371,65.5371,65.5371,65.5371,65.5371,65.5371,65.5371,65.5371,65.5371,65.5371,65.5371,65.5371
706,"SOM","Somalia",44.7718,44.7718,44.7718,44.7718,44.7718,44.7718,44.7718,44.7718,44.7718,44.7718,44.7718,44.7718,44.7718,44.7718,44.7718,44.7718,44.7718,44.7718,44.7718,44.7718,44.7718,44.7718,44.7718,44.7718,44.7718,44.7718,44.7718,44.7718
710,"ZAF","South Africa",41.168,41.168,41.168,41.168,41.168,41.168,41.168,41.168,41.168,41.168,41.168,41.168,41.168,41.168,41.168,41.168,41.168,41.168,41.168,41.168,41.168,41.168,41.168,41.168,41.168,41.168,41.168,41.168
410,"KOR","South Korea",41.6344,41.6344,41.6344,41.6344,41.6344,41.6344,41.6344,41.6344,41.6344,41.6344,41.6344,41.6344,41.6344,41.6344,41.6344,41.6344,41.6344,41.6344,41.6344,41.6344,41.6344,41.6344,41.6344,41.6344,41.6344,41.6344,41.6344,41.6344
728,"SSD","South Sudan",47.0403,47.0403,47.0403,47.0403,47.0403,47.0403,47.0403,47.0403,47.0403,47.0403,47.0403,47.0403,47.0403,47.0403,47.0403,47.0403,47.0403,47.0403,47.0403,47.0403,47.0403,47.0403,47.0403,47.0403,47.0403,47.0403,47.0403,47.0403
724,"ESP","Spain",32.7901,32.7901,32.7901,32.7901,32.7901,32.7901,32.7901,32.7901,32.7901,32.7901,32.7901,32.7901,32.7901,32.7901,32.7901,32.7901,32.7901,32.7901,32.7901,32.7901,32.7901,32.7901,32.7901,32.7901,32.7901,32.7901,32.7901,32.7901
144,"LKA","Sri Lanka",35.1193,35.1193,35.1193,35.1193,35.1193,35.1193,35.1193,35.1193,35.1193,35.1193,35.1193,35.1193,35.1193,35.1193,35.1193,35.1193,35.1193,35.1193,35.1193,35.1193,35.1193,35.1193,35.1193,35.1193,35.1193,35.1193,35.1193,35.1193
275,"PSE","State of Palestine",45.1279,45.1279,45.1279,45.1279,45.1279,45.1279,45.1279,45.1279,45.1279,45.1279,45.1279,45.1279,45.1279,45.1279,45.1279,45.1279,45.1279,45.1279,45.1279,45.1279,45.1279,45.1279,45.1279,45.1279,45.1279,45.1279,45.1279,45.1279
729,"SDN","Sudan",47.2942,47.2942,47.2942,47.2942,47.2942,47.2942,47.2942,47.2942,47.2942,47.2942,47.2942,47.2942,47.2942,47.2942,47.2942,47.2942,47.2942,47.2942,47.2942,47.2942,47.2942,47.2942,47.2942,47.2942,47.2942,47.2942,47.2942,47.2942
740,"SUR","Suriname",77.8915,77.8915,77.8915,77.8915,77.8915,77.8915,77.8915,77.8915,77.8915,77.8915,77.8915,77.8915,77.8915,77.8915,77.8915,77.8915,77.8915,77.8915,77.8915,77.8915,77.8915,77.8915,77.8915,77.8915,77.8915,77.8915,77.8915,77.8915
752,"SWE","Sweden",60.6186,60.6186,60.6186,60.6186,60.6186,60.6186,60.6186,60.6186,60.6186,60.6186,60.6186,60.6186,60.6186,60.6186,60.6186,60.6186,60.6186,60.6186,60.6186,60.6186,60.6186,60.6186,60.6186,60.6186,60.6186,60.6186,60.6186,60.6186
756,"CHE","Switzerland",44.3252,44.3252,44.3252,44.3252,44.3252,44.3252,44.3252,44.3252,44.3252,44.3252,44.3252,44.3252,44.3252,44.3252,44.3252,44.3252,44.3252,44.3252,44.3252,44.3252,44.3252,44.3252,44.3252,44.3252,44.3252,44.3252,44.3252,44.3252
760,"SYR","Syria",42.427,42.427,42.427,42.427,42.427,42.427,42.427,42.427,42.427,42.427,42.427,42.427,42.427,42.427,42.427,42.427,42.427,42.427,42.427,42.427,42.427,42.427,42.427,42.427,42.427,42.427,42.427,42.427
158,"TWN","Taiwan",38.7549,38.7549,38.7549,38.7549,38.7549,38.7549,38.7549,38.7549,38.7549,38.7549,38.7549,38.7549,38.7549,38.7549,38.7549,38.7549,38.7549,38.7549,38.7549,38.7549,38.7549,38.7549,38.7549,38.7549,38.7549,38.7549,38.7549,38.7549
762,"TJK","Tajikistan",47.3572,47.3572,47.3572,47.3572,47.3572,47.3572,47.3572,47.3572,47.3572,47.3572,47.3572,47.3572,47.3572,47.3572,47.3572,47.3572,47.3572,47.3572,47.3572,47.3572,47.3572,47.3572,47.3572,47.3572,47.3572,47.3572,47.3572,47.3572
834,"TZA","Tanzania",45.6369,45.6369,45.6369,45.6369,45.6369,45.6369,45.6369,45.6369,45.6369,45.6369,45.6369,45.6369,45.6369,45.6369,45.6369,45.6369,45.6369,45.6369,45.6369,45.6369,45.6369,45.6369,45.6369,45.6369,45.6369,45.6369,45.6369,45.6369
764,"THA","Thailand",31.785,31.785,31.785,31.785,31.785,31.785,31.785,31.785,31.785,31.785,31.785,31.785,31.785,31.785,31.785,31.785,31.785,31.785,31.785,31.785,31.785,31.785,31.785,31.785,31.785,31.785,31.785,31.785
626,"TLS","Timor-Leste",36.3159,36.3159,36.3159,36.3159,36.3159,36.3159,36.3159,36.3159,36.3159,36.3159,36.3159,36.3159,36.3159,36.3159,36.3159,36.3159,36.3159,36.3159,36.3159,36.3159,36.3159,36.3159,36.3159,36.3159,36.3159,36.3159,36.3159,36.3159
768,"TGO","Togo",37.1626,37.1626,37.1626,37.1626,37.1626,37.1626,37.1626,37.1626,37.1626,37.1626,37.1626,37.1626,37.1626,37.1626,37.1626,37.1626,37.1626,37.1626,37.1626,37.1626,37.1626,37.1626,37.1626,37.1626,37.1626,37.1626,37.1626,37.1626
776,"TON","Tonga",42.6161,42.6161,42.6161,42.6161,42.6161,42.6161,42.6161,42.6161,42.6161,42.6161,42.6161,42.6161,42.6161,42.6161,42.6161,42.6161,42.6161,42.6161,42.6161,42.6161,42.6161,42.6161,42.6161,42.6161,42.6161,42.6161,42.6161,42.6161
780,"TTO","Trinidad and Tobago",51.416,51.416,51.416,51.416,51.416,51.416,51.416,51.416,51.416,51.416,51.416,51.416,51.416,51.416,51.416,51.416,51.416,51.416,51.416,51.416,51.416,51.416,51.416,51.416,51.416,51.416,51.416,51.416
788,"TUN","Tunisia",42.4046,42.4046,42.4046,42.4046,42.4046,42.4046,42.4046,42.4046,42.4046,42.4046,42.4046,42.4046,42.4046,42.4046,42.4046,42.4046,42.4046,42.4046,42.4046,42.4046,42.4046,42.4046,42.4046,42.4046,42.4046,42.4046,42.4046,42.4046
792,"TUR","Turkey",37.3407,37.3407,37.3407,37.3407,37.3407,37.3407,37.3407,37.3407,37.3407,37.3407,37.3407,37.3407,37.3407,37.3407,37.3407,37.3407,37.3407,37.3407,37.3407,37.3407,37.3407,37.3407,37.3407,37.3407,37.3407,37.3407,37.3407,37.3407
795,"TKM","Turkmenistan",44.4726,44.4726,44.4726,44.4726,44.4726,44.4726,44.4726,44.4726,44.4726,44.4726,44.4726,44.4726,44.4726,44.4726,44.4726,44.4726,44.4726,44.4726,44.4726,44.4726,44.4726,44.4726,44.4726,44.4726,44.4726,44.4726,44.4726,44.4726
796,"TCA","Turks and Caicos Islands",51.4337,51.4337,51.4337,51.4337,51.4337,51.4337,51.4337,51.4337,51.4337,51.4337,51.4337,51.4337,51.4337,51.4337,51.4337,51.4337,51.4337,51.4337,51.4337,51.4337,51.4337,51.4337,51.4337,51.4337,51.4337,51.4337,51.4337,51.4337
798,"TUV","Tuvalu",50.7708,50.7708,50.7708,50.7708,50.7708,50.7708,50.7708,50.7708,50.7708,50.7708,50.7708,50.7708,50.7708,50.7708,50.7708,50.7708,50.7708,50.7708,50.7708,50.7708,50.7708,50.7708,50.7708,50.7708,50.7708,50.7708,50.7708,50.7708
800,"UGA","Uganda",40.6735,40.6735,40.6735,40.6735,40.6735,40.6735,40.6735,40.6735,40.6735,40.6735,40.6735,40.6735,40.6735,40.6735,40.6735,40.6735,40.6735,40.6735,40.6735,40.6735,40.6735,40.6735,40.6735,40.6735,40.6735,40.6735,40.6735,40.6735
804,"UKR","Ukraine",30.0596,30.0596,30.0596,30.0596,30.0596,30.0596,30.0596,30.0596,30.0596,30.0596,30.0596,30.0596,30.0596,30.0596,30.0596,30.0596,30.0596,30.0596,30.0596,30.0596,30.0596,30.0596,30.0596,30.0596,30.0596,30.0596,30.0596,30.0596
784,"ARE","United Arab Emirates",60.6738,60.6738,60.6738,60.6738,60.6738,60.6738,60.6738,60.6738,60.6738,60.6738,60.6738,60.6738,60.6738,60.6738,60.6738,60.6738,60.6738,60.6738,60.6738,60.6738,60.6738,60.6738,60.6738,60.6738,60.6738,60.6738,60.6738,60.6738
826,"GBR","United Kingdom",36.7965,36.7965,36.7965,36.7965,36.7965,36.7965,36.7965,36.7965,36.7965,36.7965,36.7965,36.7965,36.7965,36.7965,36.7965,36.7965,36.7965,36.7965,36.7965,36.7965,36.7965,36.7965,36.7965,36.7965,36.7965,36.7965,36.7965,36.7965
840,"USA","United States of America",46.2887,46.2887,46.2887,46.2887,46.2887,46.2887,46.2887,46.2887,46.2887,46.2887,46.2887,46.2887,46.2887,46.2887,46.2887,46.2887,46.2887,46.2887,46.2887,46.2887,46.2887,46.2887,46.2887,46.2887,46.2887,46.2887,46.2887,46.2887
858,"URY","Uruguay",29.0088,29.0088,29.0088,29.0088,29.0088,29.0088,29.0088,29.0088,29.0088,29.0088,29.0088,29.0088,29.0088,29.0088,29.0088,29.0088,29.0088,29.0088,29.0088,29.0088,29.0088,29.0088,29.0088,29.0088,29.0088,29.0088,29.0088,29.0088
860,"UZB","Uzbekistan",45.5778,45.5778,45.5778,45.5778,45.5778,45.5778,45.5778,45.5778,45.5778,45.5778,45.5778,45.5778,45.5778,45.5778,45.5778,45.5778,45.5778,45.5778,45.5778,45.5778,45.5778,45.5778,45.5778,45.5778,45.5778,45.5778,45.5778,45.5778
548,"VUT","Vanuatu",63.2714,63.2714,63.2714,63.2714,63.2714,63.2714,63.2714,63.2714,63.2714,63.2714,63.2714,63.2714,63.2714,63.2714,63.2714,63.2714,63.2714,63.2714,63.2714,63.2714,63.2714,63.2714,63.2714,63.2714,63.2714,63.2714,63.2714,63.2714
862,"VEN","Venezuela",56.7947,56.7947,56.7947,56.7947,56.7947,56.7947,56.7947,56.7947,56.7947,56.7947,56.7947,56.7947,56.7947,56.7947,56.7947,56.7947,56.7947,56.7947,56.7947,56.7947,56.7947,56.7947,56.7947,56.7947,56.7947,56.7947,56.7947,56.7947
704,"VNM","Viet Nam",37.2372,37.2372,37.2372,37.2372,37.2372,37.2372,37.2372,37.2372,37.2372,37.2372,37.2372,37.2372,37.2372,37.2372,37.2372,37.2372,37.2372,37.2372,37.2372,37.2372,37.2372,37.2372,37.2372,37.2372,37.2372,37.2372,37.2372,37.2372
876,"WLF","Wallis and Futuna Islands",62.8152,62.8152,62.8152,62.8152,62.8152,62.8152,62.8152,62.8152,62.8152,62.8152,62.8152,62.8152,62.8152,62.8152,62.8152,62.8152,62.8152,62.8152,62.8152,62.8152,62.8152,62.8152,62.8152,62.8152,62.8152,62.8152,62.8152,62.8152
732,"ESH","Western Sahara",72.0566,72.0566,72.0566,72.0566,72.0566,72.0566,72.0566,72.0566,72.0566,72.0566,72.0566,72.0566,72.0566,72.0566,72.0566,72.0566,72.0566,72.0566,72.0566,72.0566,72.0566,72.0566,72.0566,72.0566,72.0566,72.0566,72.0566,72.0566
887,"YEM","Yemen",52.4488,52.4488,52.4488,52.4488,52.4488,52.4488,52.4488,52.4488,52.4488,52.4488,52.4488,52.4488,52.4488,52.4488,52.4488,52.4488,52.4488,52.4488,52.4488,52.4488,52.4488,52.4488,52.4488,52.4488,52.4488,52.4488,52.4488,52.4488
894,"ZMB","Zambia",61.5013,61.5013,61.5013,61.5013,61.5013,61.5013,61.5013,61.5013,61.5013,61.5013,61.5013,61.5013,61.5013,61.5013,61.5013,61.5013,61.5013,61.5013,61.5013,61.5013,61.5013,61.5013,61.5013,61.5013,61.5013,61.5013,61.5013,61.5013
716,"ZWE","Zimbabwe",44.9104,44.9104,44.9104,44.9104,44.9104,44.9104,44.9104,44.9104,44.9104,44.9104,44.9104,44.9104,44.9104,44.9104,44.9104,44.9104,44.9104,44.9104,44.9104,44.9104,44.9104,44.9104,44.9104,44.9104,44.9104,44.9104,44.9104,44.9104
