"code","iso","country","GRL.ind.1995","GRL.ind.1996","GRL.ind.1997","GRL.ind.1998","GRL.ind.1999","GRL.ind.2000","GRL.ind.2001","GRL.ind.2002","GRL.ind.2003","GRL.ind.2004","GRL.ind.2005","GRL.ind.2006","GRL.ind.2007","GRL.ind.2008","GRL.ind.2009","GRL.ind.2010","GRL.ind.2011","GRL.ind.2012","GRL.ind.2013","GRL.ind.2014","GRL.ind.2015","GRL.ind.2016","GRL.ind.2017","GRL.ind.2018","GRL.ind.2019","GRL.ind.2020","GRL.ind.2021","GRL.ind.2022"
36,"AUS","Australia",42.6153514596205,42.6153514596205,42.6153514596205,38.7416046679717,38.7434456544717,43.1796009076992,50.7048229349829,50.7048229349829,99.9999999999997,99.9999999999997,51.8280781839678,44.6381289406862,41.6150899313623,38.1877202879678,38.1877202879678,38.6910595280723,42.1197383290161,45.3196086980927,53.8468875299291,53.8468875299291,99.1827523134764,99.1827523134764,99.1827523134764,99.1827523134764,99.1827523134764,99.9999999999997,99.9999999999997,99.9999999999997
40,"AUT","Austria",69.9474094576036,69.9474094576036,69.9474094576036,75.6465419670238,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,84.9366649354254,84.9366649354254,84.9366649354254,84.9366649354254,84.9366649354254,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997
31,"AZE","Azerbaijan",86.0663150546032,86.0663150546032,86.0663150546032,93.1270123575132,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,70.2411194896964,70.2411194896964,70.2411194896964,70.2411194896964,70.2411194896964,99.9999999999997,58.3207687773827,58.3207687773827,53.5201798038472,53.087513531314,32.8095231780585,32.4938530562239,30.4504845908951,29.9542389710465,29.0357289953374,29.0357289953374,29.0357289953374
44,"BHS","Bahamas",59.715366153941,59.715366153941,59.715366153941,55.3823063481365,39.8221114691796,40.5241659634997,37.847848869579,38.1484706627064,38.020523142071,49.26449977597,49.26449977597,55.8394118371584,55.8394118371584,62.5459791817765,59.1725292870065,59.1725292870065,71.728294949658,71.728294949658,71.728294949658,99.9999999999997,99.9999999999997,99.9999999999997,69.306877098455,69.306877098455,69.306877098455,69.306877098455,69.306877098455,69.306877098455
48,"BHR","Bahrain",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
50,"BGD","Bangladesh",4.19161469295014,4.19161469295014,4.19161469295014,3.1085697181823,2.2066407135892,11.7146824625804,7.88564346360477,7.37927193440753,6.88997993795562,7.92385112459148,9.51163539107627,15.4743378956467,20.3787519107882,32.8003930640661,39.04869421672,40.1651784168163,99.9999999999997,99.9999999999997,99.9999999999997,56.5938848193025,56.5938848193025,48.3840838020338,48.3840838020338,48.3840838020338,52.1084113507859,49.689822839494,49.689822839494,49.689822839494
52,"BRB","Barbados",11.8164790363774,11.8164790363774,11.8164790363774,11.8164790363774,26.1651508215553,26.1651508215553,26.1650342336539,26.1650342336539,26.1650342336539,18.9933406101473,11.8173260648769,11.8180858207528,7.61977603190842,6.02390309027736,6.02371912625557,2.33098787465809,2.33085908405458,3.42186157606933,3.42183559778265,4.64125336622874,14.795846959983,18.9926384254679,26.1666675700683,99.9999999999997,99.9999999999997,99.9995892474006,99.9995892474006,99.9995892474006
112,"BLR","Belarus",81.7057423109641,81.7057423109641,81.7057423109641,83.209131097811,99.9999999999997,99.9999999999997,70.9892745333501,57.9936457913505,54.7609636991485,54.7609636991485,54.1844928918948,56.1319743541076,63.9032576300034,45.3817182515983,45.3817182515983,45.6241648375034,45.6873090013465,45.9528339503706,99.9999999999997,99.9999999999997,87.2490178988078,87.2490178988078,87.2490178988078,87.2490178988078,58.2017676345699,58.6551138473098,58.6551138473098,58.6551138473098
56,"BEL","Belgium",64.6003760419246,64.6003760419246,64.6003760419246,66.5505409052589,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,57.5290457039329,53.8828720152573,53.8828720152573,53.8828720152573,53.8828720152573,66.0622771728951,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,68.5513181796908,68.2347011574331,41.9298718724281,39.3970990763624,36.1196620292648,32.6215277575013,32.4283066386747,32.4283066386747,32.4283066386747
84,"BLZ","Belize",99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997
204,"BEN","Benin",2.62126642330207,2.62126642330207,2.62126642330207,2.99784877344854,3.58977703188746,3.58528023899673,2.80401302692009,25.6858854259245,24.0811839371458,20.4093950847672,16.9561886533571,14.9489169383092,13.2746488202563,12.7756701178533,11.3932703221786,12.7756949968551,14.3711771697382,13.2879247302602,12.7827486077695,14.9728751259206,14.9733319414489,17.7548412406981,22.7696734047493,27.6348588515519,32.917785421796,29.8359976776946,29.8359976776946,29.8359976776946
60,"BMU","Bermuda",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
64,"BTN","Bhutan",38.6872746767202,38.6872746767202,38.6872746767202,38.3880731615219,38.4108648840635,52.9995565729832,63.8134997796489,63.8134997796489,64.0993941130285,64.0993941130285,70.2211977807158,75.1382665588288,69.283610607147,75.9201943980906,75.9201943980906,67.2874443052155,63.8818682743636,66.9484867275631,67.313908954503,65.6097823628369,72.4003056918143,70.7182826570797,62.3920162804722,49.1700067805843,45.3770768899939,44.8595241097844,44.8595241097844,44.8595241097844
68,"BOL","Bolivia",89.2518065493186,89.2518065493186,89.2518065493186,59.4607872426832,59.8443145551562,59.8443145551562,59.8443145551562,59.8443145551562,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,53.446041890159,53.446041890159,53.446041890159,53.1000142469037,31.8892951965287,31.9976125697216,31.9976125697216,28.7441905723296,27.8548534687656,27.8548534687656,27.8548534687656
70,"BIH","Bosnia and Herzegovina",75.9712029008226,75.9712029008226,75.9712029008226,81.6382639288116,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,99.9999999999997,69.1969304228863,53.1014695411857,52.3705995257445,52.3705995257445,45.0564932540635,44.4090502369325,47.270607655151,47.7110666288552,45.4260566168259,38.820979581071,39.2335053763335,39.8762549935868,39.8762549935868,41.1513675398006,58.5576551302506,60.6716515223574,60.6716515223574,60.6716515223574
