"code","iso","country","MPA.ind.1995","MPA.ind.1996","MPA.ind.1997","MPA.ind.1998","MPA.ind.1999","MPA.ind.2000","MPA.ind.2001","MPA.ind.2002","MPA.ind.2003","MPA.ind.2004","MPA.ind.2005","MPA.ind.2006","MPA.ind.2007","MPA.ind.2008","MPA.ind.2009","MPA.ind.2010","MPA.ind.2011","MPA.ind.2012","MPA.ind.2013","MPA.ind.2014","MPA.ind.2015","MPA.ind.2016","MPA.ind.2017","MPA.ind.2018","MPA.ind.2019","MPA.ind.2020","MPA.ind.2021","MPA.ind.2022"
446,"MAC","Macao",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
450,"MDG","Madagascar",0.0680555794144423,0.0680555794144423,0.0680555794144423,0.0680555794144423,0.0680555794144423,0.0680555794144423,0.0680555794144423,0.0680555794144423,0.0680555794144423,0.0680555794144423,0.0680555794144423,0.0680555794144423,0.929279313816982,0.929279313816982,1.4246927732099,2.05768671393066,3.16201972821968,4.23951885907696,4.24181906658454,4.24181906658454,4.24181906658454,4.24181906658454,4.24181906658454,7.84384070383356,7.84384070383356,7.84384070383356,7.84384070383356,7.84384070383356
454,"MWI","Malawi",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
458,"MYS","Malaysia",4.45756367689325,4.45756367689325,4.45756367689325,4.45756367689325,4.69484483082658,5.14345213295872,5.17157790560544,6.06095192389428,6.09654494381805,6.13296860366279,6.8093804854537,6.84257637371313,6.84259084772241,10.2120513645538,10.9764256126957,10.9764256126957,10.9764256126995,10.9764256126995,10.9764256126995,10.9835823547504,10.9845339566626,11.3135820312991,27.6794647394365,27.6794647394365,27.6794647394365,27.6794647394365,27.6794647394365,27.6794647394365
462,"MDV","Maldives",0,0.110858770555736,0.110858770555736,0.110858770555736,0.110858770555736,0.286093509911819,0.286093509911819,0.286093509911819,0.286093509911819,0.286093509911819,0.293204031540921,0.293204031540921,0.313085255191553,0.313085255191553,0.313085255191553,0.400420387922276,0.400420387922276,0.510900576003977,0.512652253826451,0.512652253826451,0.512652253826451,0.512652253826451,0.512652253826451,0.512652253826451,0.531171820920438,0.619870607501922,0.664357409471555,0.664357409471555
466,"MLI","Mali",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
470,"MLT","Malta",30.6986401328945,30.6986401328945,30.6986401328945,30.6986401328945,30.6986401328945,30.6986401328945,30.6986401328945,30.6986661910025,30.6990982228833,30.6990982228803,30.6990982228898,30.9404160361732,30.9404160361988,30.9741412931104,30.9743796907058,30.9743796907056,34.1643635008996,34.1643635008317,34.1647482473221,34.1647482473221,34.1647482473221,34.1647482473221,78.1107433296312,78.1110315185158,78.1119337901378,78.1125998875762,78.1125998875762,78.1125998875762
584,"MHL","Marshall Islands",0.0712826684131435,0.0712826684131435,0.0712826684131435,0.0712826684131435,0.0712826684131435,0.0712826684131435,0.0712826684131435,0.0712826684131435,1.88154948691373,1.88154948691373,1.90094982884656,1.90094982884656,2.37205033031818,2.37205033031818,2.37205033031818,2.37205033031818,2.38023830836546,2.38023830836546,2.38099233603712,2.38130297545324,2.38130297545324,2.38130297545324,2.38130297545324,2.38130297545324,2.38130297545324,2.38130297545324,2.38130297545324,2.38130297545324
478,"MRT","Mauritania",0.0124773482100205,0.0124773482100205,0.0124773482100205,0.0124773482100205,0.0124773482100205,0.0124773482100205,0.100707652509226,0.100707652509226,0.100707652509226,0.100707652509226,0.100707652509226,0.100707652509226,0.100707652509226,0.100707652509226,0.100707652509226,0.100707657321646,0.100707657321646,0.100707657321646,0.100707657321646,0.100707657321646,0.100707657321646,0.100707657321646,0.100707657321646,0.100707657321646,0.100707657321646,0.100707657321646,0.100707657321646,0.100707657321646
480,"MUS","Mauritius",0.000480426234307001,0.000480426234307001,0.000480426234307001,0.000857558414203171,0.000857558414203171,0.000857558414203171,0.00422532276948902,0.00422532276347216,0.00422532276347216,0.00422532276347216,0.00422532276347216,0.00422532276347216,0.00422532276347216,0.00422532276347216,0.00422532276347216,0.00422532276347216,0.00422532276347216,0.00422532276347216,0.00422532276347216,0.00422532276347216,0.00422532276347216,0.00422532276347216,0.00422532276347216,0.00422532276347216,0.00422532276347216,0.00422532276347216,0.00422532276347216,0.00422532276347216
